股票代码,年度,股票简称,证券交易所,中小企业板标示
970,2007,中科三环,SZ,0
970,2008,中科三环,SZ,0
970,2009,中科三环,SZ,0
970,2011,中科三环,SZ,0
971,2002,湖北迈亚,SZ,0
971,2003,湖北迈亚,SZ,0
971,2004,湖北迈亚,SZ,0
971,2005,G迈亚,SZ,0
971,2006,湖北迈亚,SZ,0
971,2007,湖北迈亚,SZ,0
971,2008,*ST迈亚,SZ,0
971,2009,ST迈亚,SZ,0
971,2010,ST迈亚,SZ,0
972,2002,新中基,SZ,0
972,2003,新中基,SZ,0
972,2004,新中基,SZ,0
972,2005,G中基,SZ,0
972,2006,新中基,SZ,0
972,2007,新中基,SZ,0
972,2008,新中基,SZ,0
972,2009,新中基,SZ,0
972,2011,新中基,SZ,0
973,2002,佛塑股份,SZ,0
973,2003,佛塑股份,SZ,0
973,2004,佛塑股份,SZ,0
973,2005,G佛塑,SZ,0
973,2006,佛塑股份,SZ,0
973,2007,佛塑股份,SZ,0
973,2008,佛塑股份,SZ,0
973,2009,佛塑股份,SZ,0
973,2011,佛塑股份,SZ,0
975,2002,科学城,SZ,0
975,2005,科学城,SZ,0
975,2006,S科学城,SZ,0
975,2007,科学城,SZ,0
975,2009,科学城,SZ,0
976,2002,春晖股份,SZ,0
976,2003,春晖股份,SZ,0
976,2004,春晖股份,SZ,0
976,2005,春晖股份,SZ,0
976,2006,春晖股份,SZ,0
976,2007,春晖股份,SZ,0
976,2008,春晖股份,SZ,0
976,2009,*ST春晖,SZ,0
976,2010,*ST春晖,SZ,0
977,2002,浪潮信息,SZ,0
977,2003,浪潮信息,SZ,0
977,2004,浪潮信息,SZ,0
977,2005,G浪潮,SZ,0
977,2006,浪潮信息,SZ,0
977,2007,浪潮信息,SZ,0
977,2009,浪潮信息,SZ,0
977,2011,浪潮信息,SZ,0
978,2002,桂林旅游,SZ,0
978,2003,桂林旅游,SZ,0
978,2004,桂林旅游,SZ,0
978,2005,桂林旅游,SZ,0
978,2006,桂林旅游,SZ,0
978,2007,桂林旅游,SZ,0
978,2009,桂林旅游,SZ,0
978,2010,桂林旅游,SZ,0
979,2003,科苑集团,SZ,0
979,2004,科苑集团,SZ,0
979,2005,*ST科苑,SZ,0
979,2006,*ST科苑,SZ,0
979,2008,ST科苑,SZ,0
979,2010,中弘地产,SZ,0
980,2002,金马股份,SZ,0
980,2003,ST金马,SZ,0
980,2004,ST金马,SZ,0
980,2005,G黄金马,SZ,0
980,2006,金马股份,SZ,0
980,2007,金马股份,SZ,0
980,2009,金马股份,SZ,0
980,2011,金马股份,SZ,0
981,2002,兰光科技,SZ,0
981,2003,兰光科技,SZ,0
981,2004,兰光科技,SZ,0
981,2005,兰光科技,SZ,0
981,2006,S兰光,SZ,0
981,2007,S*ST兰光,SZ,0
981,2008,S*ST兰光,SZ,0
981,2009,S*ST兰光,SZ,0
981,2010,S*ST兰光,SZ,0
982,2002,圣雪绒,SZ,0
982,2003,圣雪绒,SZ,0
982,2004,圣雪绒,SZ,0
982,2005,圣雪绒,SZ,0
982,2006,S*ST雪绒,SZ,0
982,2007,*ST中绒,SZ,0
982,2008,中银绒业,SZ,0
982,2009,中银绒业,SZ,0
982,2011,中银绒业,SZ,0
983,2002,西山煤电,SZ,0
983,2003,西山煤电,SZ,0
983,2004,西山煤电,SZ,0
983,2005,G西煤,SZ,0
983,2006,西山煤电,SZ,0
983,2009,西山煤电,SZ,0
983,2010,西山煤电,SZ,0
985,2002,大庆华科,SZ,0
985,2003,大庆华科,SZ,0
985,2004,大庆华科,SZ,0
985,2005,大庆华科,SZ,0
985,2006,大庆华科,SZ,0
985,2007,大庆华科,SZ,0
985,2008,大庆华科,SZ,0
985,2009,大庆华科,SZ,0
985,2011,大庆华科,SZ,0
987,2002,广州友谊,SZ,0
987,2003,广州友谊,SZ,0
988,2002,华工科技,SZ,0
988,2003,华工科技,SZ,0
988,2004,华工科技,SZ,0
988,2005,G华工,SZ,0
988,2006,华工科技,SZ,0
988,2007,华工科技,SZ,0
988,2008,华工科技,SZ,0
988,2009,华工科技,SZ,0
988,2010,华工科技,SZ,0
989,2003,九芝堂,SZ,0
989,2004,九芝堂,SZ,0
989,2005,九芝堂,SZ,0
989,2006,九芝堂,SZ,0
989,2009,九芝堂,SZ,0
989,2010,九芝堂,SZ,0
990,2002,诚志股份,SZ,0
990,2003,诚志股份,SZ,0
990,2005,G诚志,SZ,0
990,2006,诚志股份,SZ,0
990,2007,诚志股份,SZ,0
990,2008,诚志股份,SZ,0
990,2009,诚志股份,SZ,0
990,2010,诚志股份,SZ,0
993,2002,闽东电力,SZ,0
993,2003,闽东电力,SZ,0
993,2004,*ST闽电,SZ,0
993,2005,*ST闽电,SZ,0
993,2006,闽东电力,SZ,0
993,2007,闽东电力,SZ,0
993,2008,闽东电力,SZ,0
993,2009,闽东电力,SZ,0
993,2011,闽东电力,SZ,0
995,2002,皇台酒业,SZ,0
995,2003,皇台酒业,SZ,0
995,2004,ST皇台,SZ,0
995,2005,皇台酒业,SZ,0
995,2006,皇台酒业,SZ,0
995,2007,皇台酒业,SZ,0
995,2008,*ST皇台,SZ,0
995,2009,*ST皇台,SZ,0
995,2011,ST皇台,SZ,0
996,2002,捷利股份,SZ,0
996,2003,捷利股份,SZ,0
996,2004,捷利股份,SZ,0
996,2005,捷利股份,SZ,0
996,2006,捷利股份,SZ,0
996,2008,中国中期,SZ,0
996,2009,中国中期,SZ,0
996,2010,中国中期,SZ,0
997,2002,新大陆,SZ,0
997,2003,新大陆,SZ,0
997,2004,新大陆,SZ,0
997,2005,G新大陆,SZ,0
997,2006,新大陆,SZ,0
997,2008,新大陆,SZ,0
997,2009,新大陆,SZ,0
997,2010,新大陆,SZ,0
998,2002,隆平高科,SZ,0
998,2003,隆平高科,SZ,0
998,2004,隆平高科,SZ,0
998,2005,G隆平,SZ,0
998,2006,隆平高科,SZ,0
998,2007,隆平高科,SZ,0
998,2009,隆平高科,SZ,0
998,2010,隆平高科,SZ,0
999,2002,三九医药,SZ,0
999,2003,三九医药,SZ,0
999,2004,三九医药,SZ,0
999,2005,三九医药,SZ,0
999,2006,S三九,SZ,0
999,2007,S三九,SZ,0
999,2009,华润三九,SZ,0
999,2011,华润三九,SZ,0
1696,2003,ST宗动,SZ,0
1696,2004,宗申动力,SZ,0
1696,2005,G宗申,SZ,0
1696,2006,宗申动力,SZ,0
1696,2007,宗申动力,SZ,0
1696,2008,宗申动力,SZ,0
1696,2009,宗申动力,SZ,0
1696,2011,宗申动力,SZ,0
1896,2003,豫能控股,SZ,0
1896,2004,豫能控股,SZ,0
1896,2005,豫能控股,SZ,0
1896,2006,豫能控股,SZ,0
1896,2007,豫能控股,SZ,0
1896,2008,豫能控股,SZ,0
1896,2009,*ST豫能,SZ,0
1896,2011,*ST豫能,SZ,0
2001,2004,新和成,SZ,1
2001,2005,新和成,SZ,1
2001,2006,新和成,SZ,1
2001,2007,新和成,SZ,1
2001,2008,新和成,SZ,1
2001,2009,新和成,SZ,1
2001,2010,新和成,SZ,1
2002,2004,江苏琼花,SZ,1
2002,2005,江苏琼花,SZ,1
2002,2006,江苏琼花,SZ,1
2002,2008,*ST琼花,SZ,1
2002,2009,*ST琼花,SZ,1
2002,2011,ST琼花,SZ,1
2003,2004,伟星股份,SZ,1
2003,2005,伟星股份,SZ,1
2003,2006,伟星股份,SZ,1
2003,2007,伟星股份,SZ,1
2003,2009,伟星股份,SZ,1
2003,2010,伟星股份,SZ,1
2004,2004,华邦制药,SZ,1
2004,2005,华邦制药,SZ,1
2004,2006,华邦制药,SZ,1
2004,2007,华邦制药,SZ,1
2004,2009,华邦制药,SZ,1
2004,2011,华邦制药,SZ,1
2005,2004,德豪润达,SZ,1
2005,2005,德豪润达,SZ,1
2005,2006,德豪润达,SZ,1
2005,2007,德豪润达,SZ,1
2005,2008,德豪润达,SZ,1
2005,2009,德豪润达,SZ,1
2005,2010,德豪润达,SZ,1
2006,2004,精工科技,SZ,1
2006,2005,精工科技,SZ,1
2006,2006,精工科技,SZ,1
2006,2007,精工科技,SZ,1
2006,2008,精工科技,SZ,1
2006,2009,精功科技,SZ,1
2006,2011,精功科技,SZ,1
2007,2004,华兰生物,SZ,1
2007,2007,华兰生物,SZ,1
2008,2004,大族激光,SZ,1
2008,2005,大族激光,SZ,1
2008,2006,大族激光,SZ,1
2008,2008,大族激光,SZ,1
2008,2009,大族激光,SZ,1
2008,2010,大族激光,SZ,1
2009,2004,天奇股份,SZ,1
2009,2005,天奇股份,SZ,1
2009,2006,天奇股份,SZ,1
2009,2008,天奇股份,SZ,1
2009,2009,天奇股份,SZ,1
2009,2010,天奇股份,SZ,1
2010,2004,传化股份,SZ,1
2010,2005,传化股份,SZ,1
2010,2006,传化股份,SZ,1
2010,2007,传化股份,SZ,1
2010,2008,传化股份,SZ,1
2010,2009,传化股份,SZ,1
2010,2011,传化股份,SZ,1
2011,2004,盾安环境,SZ,1
2011,2005,盾安环境,SZ,1
2011,2006,盾安环境,SZ,1
2011,2007,盾安环境,SZ,1
2011,2008,盾安环境,SZ,1
2011,2009,盾安环境,SZ,1
2011,2011,盾安环境,SZ,1
2012,2004,凯恩股份,SZ,1
2012,2005,凯恩股份,SZ,1
2012,2006,凯恩股份,SZ,1
2012,2007,凯恩股份,SZ,1
2012,2008,凯恩股份,SZ,1
2012,2009,凯恩股份,SZ,1
2012,2011,凯恩股份,SZ,1
2013,2004,中航精机,SZ,1
2013,2005,中航精机,SZ,1
2013,2006,中航精机,SZ,1
2013,2007,中航精机,SZ,1
2013,2009,中航精机,SZ,1
2013,2011,中航精机,SZ,1
2014,2004,黄山永新,SZ,1
2014,2005,永新股份,SZ,1
2014,2006,永新股份,SZ,1
2014,2007,永新股份,SZ,1
2014,2008,永新股份,SZ,1
2014,2009,永新股份,SZ,1
2014,2010,永新股份,SZ,1
2015,2007,霞客环保,SZ,1
2015,2008,霞客环保,SZ,1
2016,2004,威尔科技,SZ,1
2016,2005,威尔科技,SZ,1
2016,2006,威尔科技,SZ,1
2016,2007,威尔科技,SZ,1
2016,2009,世荣兆业,SZ,1
2016,2010,世荣兆业,SZ,1
2017,2004,东信和平,SZ,1
2017,2005,东信和平,SZ,1
2017,2006,东信和平,SZ,1
2017,2007,东信和平,SZ,1
2017,2008,东信和平,SZ,1
2017,2009,东信和平,SZ,1
2017,2011,东信和平,SZ,1
2018,2006,华星化工,SZ,1
2018,2007,华星化工,SZ,1
2018,2008,华星化工,SZ,1
2019,2004,鑫富股份,SZ,1
2019,2005,鑫富药业,SZ,1
2019,2006,鑫富药业,SZ,1
2019,2008,鑫富药业,SZ,1
2019,2009,鑫富药业,SZ,1
2019,2010,鑫富药业,SZ,1
2020,2004,京新药业,SZ,1
2020,2005,京新药业,SZ,1
2020,2006,京新药业,SZ,1
2020,2007,京新药业,SZ,1
2020,2008,京新药业,SZ,1
2020,2009,京新药业,SZ,1
2020,2011,京新药业,SZ,1
2021,2004,中捷股份,SZ,1
2021,2005,中捷股份,SZ,1
2021,2006,中捷股份,SZ,1
2021,2007,中捷股份,SZ,1
2021,2009,中捷股份,SZ,1
2021,2010,中捷股份,SZ,1
2022,2004,科华生物,SZ,1
2022,2005,科华生物,SZ,1
2022,2006,科华生物,SZ,1
2022,2007,科华生物,SZ,1
2022,2009,科华生物,SZ,1
2022,2010,科华生物,SZ,1
2023,2004,海特高新,SZ,1
2023,2005,海特高新,SZ,1
2023,2006,海特高新,SZ,1
2023,2007,海特高新,SZ,1
2023,2009,海特高新,SZ,1
2023,2011,海特高新,SZ,1
2024,2004,苏宁电器,SZ,1
2024,2005,苏宁电器,SZ,1
2024,2006,苏宁电器,SZ,1
2024,2007,苏宁电器,SZ,1
2024,2009,苏宁电器,SZ,1
2024,2011,苏宁电器,SZ,1
2025,2004,航天电器,SZ,1
2025,2005,航天电器,SZ,1
2025,2006,航天电器,SZ,1
2025,2007,航天电器,SZ,1
2025,2009,航天电器,SZ,1
2025,2010,航天电器,SZ,1
2026,2004,山东威达,SZ,1
2026,2006,山东威达,SZ,1
2026,2007,山东威达,SZ,1
2026,2009,山东威达,SZ,1
2026,2011,山东威达,SZ,1
2027,2004,七喜股份,SZ,1
2027,2005,七喜控股,SZ,1
2027,2006,七喜控股,SZ,1
2027,2007,七喜控股,SZ,1
2027,2008,七喜控股,SZ,1
2027,2009,七喜控股,SZ,1
2027,2010,七喜控股,SZ,1
2028,2004,思源电气,SZ,1
2028,2006,思源电气,SZ,1
2028,2008,思源电气,SZ,1
2028,2009,思源电气,SZ,1
2028,2011,思源电气,SZ,1
2029,2005,七匹狼,SZ,1
2029,2006,七匹狼,SZ,1
2029,2007,七匹狼,SZ,1
2029,2008,七匹狼,SZ,1
2029,2009,七匹狼,SZ,1
2029,2010,七匹狼,SZ,1
2030,2004,达安基因,SZ,1
2030,2005,达安基因,SZ,1
2030,2006,达安基因,SZ,1
2030,2007,达安基因,SZ,1
2030,2008,达安基因,SZ,1
2030,2009,达安基因,SZ,1
2030,2010,达安基因,SZ,1
2031,2011,巨轮股份,SZ,1
2032,2004,苏泊尔,SZ,1
2032,2005,苏泊尔,SZ,1
2032,2006,苏泊尔,SZ,1
2032,2007,苏泊尔,SZ,1
2032,2008,苏泊尔,SZ,1
2032,2009,苏泊尔,SZ,1
2032,2011,苏泊尔,SZ,1
2033,2004,丽江旅游,SZ,1
2033,2005,丽江旅游,SZ,1
2033,2006,丽江旅游,SZ,1
2033,2007,丽江旅游,SZ,1
2033,2009,丽江旅游,SZ,1
2033,2010,丽江旅游,SZ,1
2034,2004,美欣达,SZ,1
2034,2005,美欣达,SZ,1
2034,2006,美欣达,SZ,1
2034,2007,美欣达,SZ,1
2034,2008,美欣达,SZ,1
2034,2009,美欣达,SZ,1
2034,2010,美欣达,SZ,1
2035,2004,华帝股份,SZ,1
2035,2005,华帝股份,SZ,1
2035,2006,华帝股份,SZ,1
2035,2007,华帝股份,SZ,1
2035,2008,华帝股份,SZ,1
2035,2009,华帝股份,SZ,1
2035,2011,华帝股份,SZ,1
2036,2004,宜科科技,SZ,1
2036,2005,宜科科技,SZ,1
2036,2006,宜科科技,SZ,1
2036,2007,宜科科技,SZ,1
2036,2008,宜科科技,SZ,1
2036,2009,宜科科技,SZ,1
2036,2010,宜科科技,SZ,1
2037,2004,久联发展,SZ,1
2037,2005,久联发展,SZ,1
2037,2006,久联发展,SZ,1
2037,2007,久联发展,SZ,1
2037,2008,久联发展,SZ,1
2037,2009,久联发展,SZ,1
2037,2011,久联发展,SZ,1
2038,2004,双鹭药业,SZ,1
2038,2007,双鹭药业,SZ,1
2038,2008,双鹭药业,SZ,1
2038,2009,双鹭药业,SZ,1
2038,2011,双鹭药业,SZ,1
2039,2004,黔源电力,SZ,1
2039,2005,黔源电力,SZ,1
2039,2006,黔源电力,SZ,1
2039,2007,黔源电力,SZ,1
2039,2009,黔源电力,SZ,1
2039,2011,黔源电力,SZ,1
2040,2005,南京港,SZ,1
2040,2006,南京港,SZ,1
2040,2007,南京港,SZ,1
2040,2008,南京港,SZ,1
2040,2009,南京港,SZ,1
2040,2010,南京港,SZ,1
2041,2005,登海种业,SZ,1
2041,2006,登海种业,SZ,1
2041,2007,登海种业,SZ,1
2041,2008,登海种业,SZ,1
2041,2009,登海种业,SZ,1
2041,2010,登海种业,SZ,1
2042,2005,飞亚股份,SZ,1
2042,2006,飞亚股份,SZ,1
2042,2007,飞亚股份,SZ,1
2042,2008,华孚色纺,SZ,1
2042,2009,华孚色纺,SZ,1
2042,2010,华孚色纺,SZ,1
2043,2005,兔宝宝,SZ,1
2043,2006,兔宝宝,SZ,1
2043,2007,兔宝宝,SZ,1
2043,2008,兔宝宝,SZ,1
2043,2009,兔宝宝,SZ,1
2043,2010,兔宝宝,SZ,1
2044,2005,江苏三友,SZ,1
2044,2006,江苏三友,SZ,1
2044,2007,江苏三友,SZ,1
2044,2008,江苏三友,SZ,1
2044,2009,江苏三友,SZ,1
2044,2010,江苏三友,SZ,1
2045,2005,广州国光,SZ,1
2045,2006,广州国光,SZ,1
2045,2008,广州国光,SZ,1
2045,2009,广州国光,SZ,1
2045,2010,广州国光,SZ,1
2046,2005,轴研科技,SZ,1
2046,2006,轴研科技,SZ,1
2046,2007,轴研科技,SZ,1
2046,2008,轴研科技,SZ,1
2046,2009,轴研科技,SZ,1
2046,2010,轴研科技,SZ,1
2047,2005,成霖股份,SZ,1
2047,2006,成霖股份,SZ,1
2047,2007,成霖股份,SZ,1
2047,2009,成霖股份,SZ,1
2047,2011,成霖股份,SZ,1
2048,2005,宁波华翔,SZ,1
2048,2006,宁波华翔,SZ,1
2048,2007,宁波华翔,SZ,1
2048,2008,宁波华翔,SZ,1
2048,2009,宁波华翔,SZ,1
2048,2010,宁波华翔,SZ,1
2049,2005,晶源电子,SZ,1
2049,2006,晶源电子,SZ,1
2049,2007,晶源电子,SZ,1
2049,2008,晶源电子,SZ,1
2050,2005,三花股份,SZ,1
2050,2006,三花股份,SZ,1
2050,2007,三花股份,SZ,1
2050,2008,三花股份,SZ,1
2050,2009,三花股份,SZ,1
2050,2010,三花股份,SZ,1
2051,2006,中工国际,SZ,1
2051,2009,中工国际,SZ,1
2051,2010,中工国际,SZ,1
2052,2006,同洲电子,SZ,1
2052,2007,同洲电子,SZ,1
2052,2009,同洲电子,SZ,1
2052,2010,同洲电子,SZ,1
2053,2006,云南盐化,SZ,1
2053,2007,云南盐化,SZ,1
2053,2008,云南盐化,SZ,1
2053,2009,云南盐化,SZ,1
2053,2011,云南盐化,SZ,1
2054,2006,德美化工,SZ,1
2054,2007,德美化工,SZ,1
2054,2008,德美化工,SZ,1
2054,2009,德美化工,SZ,1
2054,2010,德美化工,SZ,1
2055,2006,得润电子,SZ,1
2055,2008,得润电子,SZ,1
2055,2009,得润电子,SZ,1
2056,2006,横店东磁,SZ,1
2056,2007,横店东磁,SZ,1
2056,2009,横店东磁,SZ,1
2056,2010,横店东磁,SZ,1
2057,2006,天源科技,SZ,1
2057,2007,中钢天源,SZ,1
2057,2008,中钢天源,SZ,1
2057,2009,中钢天源,SZ,1
2057,2011,中钢天源,SZ,1
2058,2006,威尔泰,SZ,1
2058,2007,威尔泰,SZ,1
2058,2008,威尔泰,SZ,1
2058,2009,威尔泰,SZ,1
2058,2011,威尔泰,SZ,1
2059,2006,世博股份,SZ,1
2059,2007,世博股份,SZ,1
2059,2008,世博股份,SZ,1
2059,2009,世博股份,SZ,1
2059,2010,云南旅游,SZ,1
2060,2006,粤水电,SZ,1
2060,2007,粤水电,SZ,1
2060,2008,粤水电,SZ,1
2060,2009,粤水电,SZ,1
2060,2010,粤水电,SZ,1
2061,2006,江山化工,SZ,1
2061,2007,江山化工,SZ,1
2061,2009,江山化工,SZ,1
2061,2011,江山化工,SZ,1
2062,2006,宏润建设,SZ,1
2062,2007,宏润建设,SZ,1
2062,2008,宏润建设,SZ,1
2062,2009,宏润建设,SZ,1
2062,2010,宏润建设,SZ,1
2063,2006,远光软件,SZ,1
2063,2007,远光软件,SZ,1
2063,2008,远光软件,SZ,1
2063,2009,远光软件,SZ,1
2063,2011,远光软件,SZ,1
2064,2006,华峰氨纶,SZ,1
2064,2007,华峰氨纶,SZ,1
2064,2008,华峰氨纶,SZ,1
2064,2009,华峰氨纶,SZ,1
2064,2011,华峰氨纶,SZ,1
2065,2006,东华合创,SZ,1
2065,2007,东华合创,SZ,1
2065,2009,东华软件,SZ,1
2066,2006,瑞泰科技,SZ,1
2066,2008,瑞泰科技,SZ,1
2066,2009,瑞泰科技,SZ,1
2066,2010,瑞泰科技,SZ,1
2067,2006,景兴纸业,SZ,1
2067,2007,景兴纸业,SZ,1
2067,2008,景兴纸业,SZ,1
2067,2009,景兴纸业,SZ,1
2067,2010,景兴纸业,SZ,1
2068,2006,黑猫股份,SZ,1
2068,2007,黑猫股份,SZ,1
2068,2008,黑猫股份,SZ,1
2068,2009,黑猫股份,SZ,1
2068,2011,黑猫股份,SZ,1
2069,2006,獐子岛,SZ,1
2069,2007,獐子岛,SZ,1
2069,2008,獐子岛,SZ,1
2069,2009,獐子岛,SZ,1
2069,2011,獐子岛,SZ,1
2070,2006,众和股份,SZ,1
2070,2007,众和股份,SZ,1
2070,2008,众和股份,SZ,1
2070,2009,众和股份,SZ,1
2070,2011,众和股份,SZ,1
2071,2006,江苏宏宝,SZ,1
2071,2007,江苏宏宝,SZ,1
2071,2008,江苏宏宝,SZ,1
2071,2009,江苏宏宝,SZ,1
2071,2010,江苏宏宝,SZ,1
2072,2006,德棉股份,SZ,1
2072,2007,德棉股份,SZ,1
2072,2008,德棉股份,SZ,1
2072,2009,*ST德棉,SZ,1
2072,2010,*ST德棉,SZ,1
2073,2006,青岛软控,SZ,1
2073,2007,青岛软控,SZ,1
2073,2009,软控股份,SZ,1
2073,2010,软控股份,SZ,1
2074,2006,东源电器,SZ,1
2074,2007,东源电器,SZ,1
2074,2009,东源电器,SZ,1
2075,2006,高新张铜,SZ,1
2075,2007,高新张铜,SZ,1
2075,2008,ST张铜,SZ,1
2075,2009,*ST张铜,SZ,1
2075,2011,*ST张铜,SZ,1
2076,2006,雪莱特,SZ,1
2076,2008,雪莱特,SZ,1
2076,2009,雪莱特,SZ,1
2076,2010,雪莱特,SZ,1
2077,2006,大港股份,SZ,1
2077,2007,大港股份,SZ,1
2077,2008,大港股份,SZ,1
2077,2009,大港股份,SZ,1
2077,2011,大港股份,SZ,1
2078,2006,太阳纸业,SZ,1
2078,2007,太阳纸业,SZ,1
2078,2008,太阳纸业,SZ,1
2078,2009,太阳纸业,SZ,1
2078,2010,太阳纸业,SZ,1
2079,2006,苏州固锝,SZ,1
2079,2007,苏州固锝,SZ,1
2079,2008,苏州固锝,SZ,1
2079,2009,苏州固锝,SZ,1
2079,2011,苏州固锝,SZ,1
2080,2006,中材科技,SZ,1
2080,2007,中材科技,SZ,1
2080,2008,中材科技,SZ,1
2080,2009,中材科技,SZ,1
2080,2011,中材科技,SZ,1
2081,2006,金螳螂,SZ,1
2081,2007,金螳螂,SZ,1
2081,2009,金螳螂,SZ,1
2081,2010,金螳螂,SZ,1
2082,2006,栋梁新材,SZ,1
2082,2007,栋梁新材,SZ,1
2082,2008,栋梁新材,SZ,1
2082,2009,栋梁新材,SZ,1
2082,2010,栋梁新材,SZ,1
2083,2006,孚日股份,SZ,1
2083,2007,孚日股份,SZ,1
2083,2008,孚日股份,SZ,1
2083,2009,孚日股份,SZ,1
2083,2011,孚日股份,SZ,1
2084,2006,海鸥卫浴,SZ,1
2084,2007,海鸥卫浴,SZ,1
2084,2009,海鸥卫浴,SZ,1
2084,2011,海鸥卫浴,SZ,1
2085,2006,万丰奥威,SZ,1
2085,2007,万丰奥威,SZ,1
2085,2009,万丰奥威,SZ,1
2085,2011,万丰奥威,SZ,1
2086,2006,东方海洋,SZ,1
2086,2007,东方海洋,SZ,1
2086,2008,东方海洋,SZ,1
2086,2009,东方海洋,SZ,1
2087,2006,新野纺织,SZ,1
2087,2010,新野纺织,SZ,1
2088,2006,鲁阳股份,SZ,1
2088,2007,鲁阳股份,SZ,1
2088,2009,鲁阳股份,SZ,1
2088,2011,鲁阳股份,SZ,1
2089,2006,新海宜,SZ,1
2089,2007,新海宜,SZ,1
2089,2008,新海宜,SZ,1
2089,2009,新海宜,SZ,1
2089,2011,新海宜,SZ,1
2090,2006,金智科技,SZ,1
2090,2007,金智科技,SZ,1
2090,2009,金智科技,SZ,1
2090,2010,金智科技,SZ,1
2091,2006,江苏国泰,SZ,1
2091,2007,江苏国泰,SZ,1
2091,2008,江苏国泰,SZ,1
2091,2009,江苏国泰,SZ,1
2091,2010,江苏国泰,SZ,1
2092,2006,中泰化学,SZ,1
2092,2007,中泰化学,SZ,1
2092,2009,中泰化学,SZ,1
2092,2011,中泰化学,SZ,1
2093,2006,国脉科技,SZ,1
2093,2007,国脉科技,SZ,1
2093,2008,国脉科技,SZ,1
2093,2009,国脉科技,SZ,1
2093,2010,国脉科技,SZ,1
2094,2006,青岛金王,SZ,1
2094,2007,青岛金王,SZ,1
2094,2009,青岛金王,SZ,1
2094,2011,青岛金王,SZ,1
2095,2006,网盛科技,SZ,1
2095,2007,生意宝,SZ,1
2095,2008,生意宝,SZ,1
2095,2009,生意宝,SZ,1
2095,2011,生意宝,SZ,1
2096,2006,南岭民爆,SZ,1
2096,2007,南岭民爆,SZ,1
2096,2008,南岭民爆,SZ,1
2096,2009,南岭民爆,SZ,1
2096,2010,南岭民爆,SZ,1
2097,2006,山河智能,SZ,1
2097,2007,山河智能,SZ,1
2097,2008,山河智能,SZ,1
2097,2009,山河智能,SZ,1
2098,2006,浔兴股份,SZ,1
2098,2007,浔兴股份,SZ,1
2098,2008,浔兴股份,SZ,1
2098,2009,浔兴股份,SZ,1
2098,2010,浔兴股份,SZ,1
2099,2006,海翔药业,SZ,1
2099,2007,海翔药业,SZ,1
2099,2008,海翔药业,SZ,1
2099,2009,海翔药业,SZ,1
2099,2011,海翔药业,SZ,1
2100,2006,天康生物,SZ,1
2100,2007,天康生物,SZ,1
2100,2008,天康生物,SZ,1
2100,2009,天康生物,SZ,1
2100,2010,天康生物,SZ,1
2101,2006,广东鸿图,SZ,1
2101,2007,广东鸿图,SZ,1
2101,2008,广东鸿图,SZ,1
2102,2006,冠福家用,SZ,1
2102,2007,冠福家用,SZ,1
2102,2008,冠福家用,SZ,1
2102,2009,冠福家用,SZ,1
2102,2011,冠福家用,SZ,1
2103,2006,广博股份,SZ,1
2103,2007,广博股份,SZ,1
2103,2008,广博股份,SZ,1
2103,2009,广博股份,SZ,1
2103,2010,广博股份,SZ,1
2104,2008,恒宝股份,SZ,1
2105,2006,信隆实业,SZ,1
2105,2007,信隆实业,SZ,1
2105,2010,信隆实业,SZ,1
2106,2006,莱宝高科,SZ,1
2106,2007,莱宝高科,SZ,1
2106,2008,莱宝高科,SZ,1
2107,2006,沃华医药,SZ,1
2107,2008,沃华医药,SZ,1
2107,2009,沃华医药,SZ,1
2107,2011,沃华医药,SZ,1
2108,2006,沧州明珠,SZ,1
2108,2007,沧州明珠,SZ,1
2108,2008,沧州明珠,SZ,1
2108,2009,沧州明珠,SZ,1
2108,2011,沧州明珠,SZ,1
2109,2006,兴化股份,SZ,1
2109,2007,兴化股份,SZ,1
2109,2009,兴化股份,SZ,1
2109,2011,兴化股份,SZ,1
2110,2006,三钢闽光,SZ,1
2110,2007,三钢闽光,SZ,1
2110,2008,三钢闽光,SZ,1
2110,2009,三钢闽光,SZ,1
2110,2011,三钢闽光,SZ,1
2110,2010,三钢闽光,SZ,1
2111,2006,威海广泰,SZ,1
2111,2007,威海广泰,SZ,1
2111,2008,威海广泰,SZ,1
2111,2009,威海广泰,SZ,1
2111,2011,威海广泰,SZ,1
2112,2006,三变科技,SZ,1
2112,2007,三变科技,SZ,1
2112,2008,三变科技,SZ,1
2112,2009,三变科技,SZ,1
2112,2011,三变科技,SZ,1
2113,2007,天润发展,SZ,1
2113,2010,*ST天润,SZ,1
2114,2006,罗平锌电,SZ,1
2114,2007,罗平锌电,SZ,1
2114,2008,罗平锌电,SZ,1
2114,2010,罗平锌电,SZ,1
2115,2006,三维通信,SZ,1
2115,2009,三维通信,SZ,1
2115,2011,三维通信,SZ,1
2116,2006,中国海诚,SZ,1
2116,2007,中国海诚,SZ,1
2116,2008,中国海诚,SZ,1
2116,2009,中国海诚,SZ,1
2116,2010,中国海诚,SZ,1
2117,2006,东港股份,SZ,1
2117,2007,东港股份,SZ,1
2117,2009,东港股份,SZ,1
2117,2011,东港股份,SZ,1
2119,2007,康强电子,SZ,1
2119,2008,康强电子,SZ,1
2119,2009,康强电子,SZ,1
2119,2011,康强电子,SZ,1
2120,2007,新海股份,SZ,1
2120,2008,新海股份,SZ,1
