股票代码,公司中文全称,公司英文全称,CSRC行业分类,GICS行业分类,公司注册地
600197,新疆伊力特实业股份有限公司,"XINJIANG YILITE INDUSTRY CO., LTD",C05,302010,新疆新源县肖尔布拉克
600198,大唐电信科技股份有限公司,"DATANG TELECOM TECHNOLOGY CO.,LTD.",G81,452010,北京海淀区学院路40 号研一楼
600199,安徽金牛实业股份有限公司,"ANHUI GOLDEN CATTLE CO., LTD",C05,352020,安徽省阜阳市河滨路302号
600200,江苏吴中实业股份有限公司,"JIANGSU WUZHONG INDUSTRIAL CO,.LTD.",M,253020,江苏省苏州市吴中区宝带东路388号
600201,内蒙古金宇集团股份有限公司,"INNER MONGOLIA JINYU GROUP CO.,LTD.",C81,352020,内蒙古呼和浩特市鄂尔多斯大街26号
600202,哈尔滨空调股份有限公司,"HARBIN AIR CONDITIONING CO.,LTD.",C76,201060,哈尔滨市南岗区嵩山路哈尔滨高新技术产业开发区26号
600203,福建福日电子股份有限公司,"FUJIAN FURI ELECTRONICS CO.,LTD.",C5,452030,福州开发区科技园区快安大道创新楼
600205,山东铝业股份有限公司,"SHANDONG ALUMINIUM INDUSTRY CO.,LTD.",C67,151040,山东省淄博市淄博高新技术产业开发区柳泉路北首
600206,有研半导体材料股份有限公司,"GRINM SEMICONDUCTOR MATERIALS CO.,LTD",C99,453010,北京市海淀区北三环中路43号
600207,河南安彩高科股份有限公司,"HENAN ANCAI HI-TECH CO.,LTD.",C51,452030,河南省安阳市中州路南段
600208,中宝科控投资股份有限公司,"ZHONG BAO KE KONG INVESTMENT CO.,LTD",C99,404030,浙江省嘉兴市禾兴路366号
600209,海南罗顿发展股份有限公司,"LAWTON DEVELOPMENT CO.,LTD",M,201070,海南省海口市人民大道68号
600210,上海紫江企业集团股份有限公司,"SHANGHAI ZI JIANG ENTERPRISE GROUP CO.,LTD",C99,151030,上海市闵行区莘庄工业区申富路618号
600211,西藏诺迪康药业股份有限公司,"XIZANG RHODIOLA PHARMACEUTICAL CO.,LTD.",C81,352020,拉萨市北京中路93号
600212,山东江泉实业股份有限公司,"SHAN DONG JIANG QUAN INDUSTRY CO.,LTD.",C61,201050,山东省临沂市罗庄区工业街东段
600213,扬州亚星客车股份有限公司,"YANGZHOU YAXING MOTOR COACH CO.,LTD.",C7505,251020,江苏省扬州市经济开发区扬子江中路188号
600215,长春经济技术开发区开发建设(集团)股份有限公司,"Changchun E&T Development (Group)Co.,Ltd",J01,551030,长春经济技术开发区昆山路1451号
600216,浙江医药股份有限公司,"ZHEJIANG MEDICINE CO.,LTD",C81,352020,浙江省杭州市中河路司马渡巷60号
600217,陕西秦岭水泥股份有限公司,"SHAANXI  QINLING  CEMENT  （GROUP）  CO.,LTD",C61,151020,陕西省铜川市耀州区东郊
600218,安徽全柴动力股份有限公司,"ANHUI QUANCHAL ENGINE CO., LTD.",C71,201060,安徽省全椒县襄河镇建设东路70号
600219,山东南山实业股份有限公司,SHANDONG NANSHAN INDUSTRIAL CORPORATION LTD,C11,151040,山东省龙口市东江镇前宋村
600220,江苏阳光股份有限公司,"JIANGSU SUNSHINE CO.,LTD.",C11,252030,江苏省江阴市新桥镇马嘶桥
600221,海南航空股份有限公司,"HAINAN AIRLINES CO.,LTD.",F09,203020,海南省海口市机场路168号
600222,河南竹林众生制药股份有限公司,"HENAN TALOPH PHARMACEUTICALSTOCK CO.,LTD",C81,352020,河南省郑州市高新技术产业开发区金梭路8号
600223,山东万杰高科技股份有限公司,"SHANDONG WANJIE HIGH-TECH CO.,LTD.",M,151010,山东省淄博高新技术产业开发区
600225,华通天香集团股份有限公司,"HuaTongTianXiang Group Co.,Ltd.",A01,302020,上海市浦东新区张江高科技园区郭守敬路351 号2 号楼6 楼A座
600226,浙江升华拜克生物股份有限公司,ZHEJIANG SHENGHUA BIOK BILOLGY CO.LTD,C43,151010,浙江省湖州市经济技术开发区
600227,贵州赤天化股份有限公司,"GUIZHOU CHITIANHUA CO.,LTD",C43,151010,贵州省贵阳市新添大道310号
600228,江西昌九生物化工股份有限公司,"JiangXi ChangJiu Biochemical Industry Co.,Ltd.",C43,151010,江西省南昌市高新区高新一路创业大厦
600229,青岛碱业股份有限公司,"QINGDAO SODA ASH INDUSTRIAL CO.,LTD.",C43,151010,山东省青岛市四流北路78号
600230,河北沧州大化股份有限公司,HEBEI CANGZHOU DAHUA CO.LTD,C43,151010,河北省沧州市北环中路66号
600231,凌源钢铁股份有限公司,LINGYUAN IRON ＆ STEEL CO．，LTD．,C65,151040,辽宁省凌源市钢铁路3号
600232,浙江金鹰股份有限公司,"Zhejiang Golden Eagle Co., Ltd.",C11,252030,浙江省舟山市定海区小沙镇
600233,大连大杨创世股份有限公司,DALIANDAYANGTRENDSCO．，LTD.,C13,252030,辽宁省大连市杨树房经济开发小区
600234,太原天龙集团股份有限公司,TAI YUAN TIANLONG GROUP CO.LTD,H21,252010,山西省太原市迎泽大街291号
600235,民丰特种纸股份有限公司,MINFENG SPECIAL PAPER CO.，LTD,C31,151050,浙江省嘉兴市用里街70号
600236,广西桂冠电力股份有限公司,"GUANGXI GUIGUAN ELECTRIC POWER CO.,LTD.",K01,551010,南宁市民主路北四里6号
600237,安徽铜峰电子股份有限公司,"ANHUI TONGFENG  ELECTRONIC  CO., LTD.",C76,452030,安徽省铜陵市石城路168号
600238,海南椰岛(集团)股份有限公司,"HAINAN YEDAO (GROUP)CO., LTD",C01,302010,NA
600239,云南红河光明股份有限公司,"YUNNAN HONGHE GUANGMING CO.,LTD",J01,404030,云南省红河哈尼族彝族自治州开远市市西南路120号
600240,内蒙古仕奇实业股份有限公司,"INNER M0NG0LIA SHIQI INDUSTRIAL C0., LTD",J01,252030,内蒙古自治区呼和浩特市鄂尔多斯大街54号
600241,辽宁时代服装进出口股份有限公司,LIAONING TIMES GARMENTS I/E INC,C13,255010,辽宁省大连市中山区港湾街7号
600242,广东华龙集团股份有限公司,GUANGDONG HUALONG GROUPS LIMITED COMPANY,A07,253020,广东省阳江市上坑路七号之一
600243,青海华鼎实业股份有限公司,"QINGHAI HUADING INDUSTRIAL CO.,LTD",C71,201060,青海省西宁市柴达木西路101号
600246,北京先锋置业股份有限公司,BeiJing Pioneer Real Estate CO; LTD,J01,404030,北京市海淀区苏州街29号
600247,吉林物华(集团)股份有限公司,"JILIN WUHUA GROUP CO,.LTD.",H21,202010,吉林省吉林市怀德街29号
600248,杨凌秦丰农业科技股份有限公司,"YANGLING QINFENG  AGRI.SCI.＆TEC.CO.,LTD.",A0199,302020,杨凌农业高新技术产业示范区新桥北路2号
600249,柳州两面针股份有限公司,"Liuzhou Liangmianzhen Co.,Ltd.",C99,303010,广西柳州市柳北区长风路2号
600250,南京纺织品进出口股份有限公司,"NANJING TEXTILES IMP&EXP CORP.,LTD.",H21,252030,江苏省南京市鼓楼区云南北路77号
600251,新疆冠农果茸股份有限公司,"XINJIANG GUANNONG FRUIT&Antler Co.,Ltd.",A,302020,新疆维吾尔自治区库尔勒市团结南路
600252,广西梧州中恒集团股份有限公司,"GUANGXI WUZHOU ZHONGHENG GROUP CO.,LTD.",M,352020,广西梧州市蝶山一路3号
600253,河南天方药业股份有限公司,"HENAN TOPFOND PHARMACEUTICAL CO,.LTD.",C81,352020,河南省驻马店市光明路2号
600255,安徽鑫科新材料股份有限公司,"ANHUI XINKE NEW MATERIALS CO., LTD.",C99,151040,安徽省芜湖市经济技术开发区珠江路23号
600256,新疆广汇石材股份有限公司,"XIN JIANG GUANGHUI INDUSTRY CO.,LTD",J01,404030,新疆维吾尔自治区乌鲁木齐经济技术开发区上海路6号
600257,湖南洞庭水殖股份有限公司,"HUNAN DONGTING AQUACULTURE CO.,LTD.",A09,302020,湖南省常德市建设东路348号
600258,北京首都旅游股份有限公司,"BEIJING CAPITAL TOURISM CO., LTD.",K32,253010,北京市西城区复兴门内大街51号
600259,海南兴业聚酯股份有限公司,HAINANXINGYEPOLYESTERCO．，LTD．,C13,151010,海南省海口市港澳工业区兴业路19号
600260,湖北凯乐新材料科技股份有限公司,KAILE NEW MATERIAL SCIENCE AND TECHNOLOGY CO.LTD.HUBEI,C49,151010,湖北省公安县斗湖堤镇城关
600261,浙江阳光集团股份有限公司,"ZHEJIANG SUNLIGHT GROUP CO., LTD",C55,252010,浙江省上虞市凤山路129号
600262,内蒙古北方重型汽车股份有限公司,INNER MONGOLIA NORTH HAULER JOINT STOCK COMPANY LIMITED,C73,201060,内蒙古自治区包头稀土高新技术产业开发区
600263,路桥集团国际建设股份有限公司,CRBC INTERNATIONAL CO.，LTD.,E01,201030,北京市海淀区三里河路15号中建大厦B座
600265,云南景谷林业股份有限公司,"YUNNAN JINGU FORESTRY CO.,LTD",A03,151050,中国云南省思茅市景谷县威远路47号
600266,北京城建投资发展股份有限公司,"BEIJING URBAN CONSTRUCTION CO.,LTD",E01,404030,北京市海淀区学院南路62号
600267,浙江海正药业股份有限公司,"ZHEJIANG HISUN PHARMACEUTICAL CO.,LTD.",C81,352020,浙江省台州市椒江区外沙路46号
600268,国电南京自动化股份有限公司,"GUODIAN NANJING AUTOMATION CO.,LTD",C73,201040,江苏南京市江宁高新技术开发区中新路
600269,江西赣粤高速公路股份有限公司,"JIANGXI   GANYUE  EXPRESSWAY  CO.,LTD.",F03,203050,南昌市高新区火炬大街998号高新大厦
600270,中外运空运发展股份有限公司,"SINOTRANS AIR TRANSPORTATION DEVELIPMENT CO.,LTD.",F09,203010,北京市顺义区天竺空港工业区A区天柱路20号
600271,航天信息股份有限公司,"AEROSPACE INFORMATION CO.,LTD",G83,452030,北京市海淀区中关村南三街十八号
600272,上海开开实业股份有限公司,SHANGHAI KAIKAI INDUSTRY COMPANY LIMITED,C13,252030,上海市万航渡路888号
600273,华芳纺织股份有限公司,"HUAFANG TEXTILE CO.,LTD.",C11,252030,张家港市塘桥镇人民南路1号
600275,湖北武昌鱼股份有限公司,"HUBEI WUCHANGYU CO.,LTD.",A07,404030,湖北省鄂州市鄂城区南浦南路特1号
600276,江苏恒瑞医药股份有限公司,"JIANGSU HENGRUI MEDICINE CO., LTD.",C81,352020,江苏省连云港市经济技术开发区黄河路38号
600277,内蒙古亿利科技实业股份有限公司,INNERMONGOLIAYILISCIENCEANDTECHNOLOGYINDUSTRY CO．LTD．,C43,352020,内蒙古鄂尔多斯市东胜区鄂尔多斯西街亿利科技大厦
600278,东方国际创业股份有限公司,"ORIENT INTERNATIONAL ENTERPRISE,LTD.",H21,201070,上海市浦东新区陆家嘴路166号16楼
600279,重庆港九股份有限公司,"CHONGQING GANGJIU CO., LTD.",F11,203050,重庆市九龙坡区盘龙镇盘龙五村113-13号
600280,南京中央商场股份有限公司,"NANJING CENTRAL EMPORIUM CO.,LTD.",H11,255030,NA
600281,太原化工股份有限公司,TAIYUAN CHEMICAL INDUSTRY CO.，LTD.,C43,151010,山西省太原市学府西街高科技园区长治路工西三条2 号
600282,南京钢铁股份有限公司,"NANJING IRON ＆ STEEL CO.,LTD.",C65,151040,江苏省南京市六合区卸甲甸
600283,钱江水利开发股份有限公司,"QIANJIANG WATER RESOURCES DEVELOPMENT CO.,LTD.",D01,551040,浙江省杭州市三台山路3号
600284,上海浦东路桥建设股份有限公司,SHANGHAI PUDONG ROAD & BRIDGE CONSTRUCTIONCOMPANY LIMITED,E01,201030,上海市浦东新区张桥镇佳林路1028 号
600285,河南羚锐制药股份有限公司,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD.",C81,352020,河南省新县向阳路232号
600286,湖南国光瓷业集团股份有限公司,HUNAN GUOGUANG CERAMIC GROUP COMPANY LTD.,C61,352010,株洲市高新技术产业开发区创业服务中心A1栋3层
600287,江苏舜天股份有限公司,"JIANGSU SAINTY .CORP.,LTD",H21,255010,南京市建邺路98号
600288,大恒新纪元科技股份有限公司,"DAHENG NEW EPOCH TECHNOLOGY,INC.",G81,254010,北京市海淀区中关村大街22号中科大厦十一层
600289,哈尔滨亿阳信通股份有限公司,BRIGHTOCEANSINTER－TELECOMCORPORATION,G87,451030,哈尔滨高新技术产业开发区1号楼
600290,苏福马股份有限公司,"SU FO MA CO.,LTD.",C73,201040,江苏省苏州市新区何山路378 号
600291,内蒙古西水创业股份有限公司,"Xishui Strong Year Co.,Ltd Inner Mongloia",C61,151020,内蒙古乌海市海南区
600292,重庆九龙电力股份有限公司,"CHONGQING JIULONG ELECTRIC POWER CO.,LTD.",D01,551010,重庆市高新技术产业开发区九龙园区盘龙村113号
600293,湖北三峡新型建材股份有限公司,"HUBEI SANXIA NEW BUILDING MATERIALS CO.,LTD",C99,151020,湖北省当阳市经济技术开发区
600295,内蒙古鄂尔多斯羊绒制品股份有限公司,"INNER MONGOLIA EERDUOSI CASHMERE PRODUCTS CO.,LTD.",C13,252030,内蒙古自治区东胜市达拉特南路102号
600296,兰州铝业股份有限公司,LANZHOU ALUMINIUM CO.，LTD,C67,151040,甘肃省兰州市城关区东岗西路316号
600297,大连美罗药业股份有限公司,"DALIAN MERRO PHARMACEUTICAL CO.,LTD",C81,301010,辽宁省大连高新技术产业园区七贤岭敬贤街29号
600298,湖北安琪酵母股份有限公司,"Angel Yeast Co.,Ltd",C01,302020,湖北省宜昌市中南路24号
600299,蓝星化工新材料股份有限公司,BLUE STAR NEW CHEMICAL MATERIAL CO.，LTD,C43,151010,北京市海淀区花园东路30号北京市海淀区花园饭店6201室
600300,徐州维维食品饮料股份有限公司,"XUZHOU V V FOOD & BEVERAGE CO.,LTD.",C05,302020,江苏省徐州市维维大道300号
600301,南宁化工股份有限公司,NANNING CHEMICAL INDUSTRY CO.LTD,C43,151010,广西南宁市亭洪路80号
600302,西安标准工业股份有限公司,XI′AN TYPICAL INDUSTRIES COMPANY,C73,201060,西安市太白南路335号
600303,丹东曙光车桥股份有限公司,"LIAONING SG AUTOMOTIVE GROUP CO., LTD.",C75,251020,辽宁省丹东市振安区曙光路50 号
600305,江苏恒顺醋业股份有限公司,"JIANGSU HENGSHUN VINEGAR-INDUSTRY CO.,LTD.",C03,302020,江苏省镇江市中山西路84号
600306,沈阳商业城股份有限公司,"Shen Yang Commercial  City Co.,Ltd",H11,255010,辽宁省沈阳市沈河区中街路212号
600307,甘肃酒钢集团宏兴钢铁股份有限公司,"Gan Su Jiu Steel Group Hong Xing Iron ＆ Steel Co,Ltd.",C65,151040,甘肃省嘉峪关市雄关东路12号
600308,山东华泰纸业股份有限公司,"SHANDONG HUATAI PAPER CO., LTD.",C31,151050,山东省东营市广饶县大王镇
600309,烟台万华聚氨酯股份有限公司,"YANTAI WANHUA POLYURETHANES CO.,LTD.",C43,151010,烟台市幸福南路7号
600310,广西桂东电力股份有限公司,"GUANG XI GUI DONG ELECTRIC POWER CO., LTD.",D01,551010,广西壮族自治区贺州市平安西路12号
600311,甘肃荣华实业（集团）股份有限公司,"GANSU RONGHUA INDUSTRY GROUP CO.,LTD.",C01,302020,甘肃省武威市东关街荣华路1号
600312,河南平高电气股份有限公司,"HENAN PINGGAO ELECTRIC CO.,LTD.",C73,201040,河南省平顶山市南环东路22号
600313,中垦农业资源开发股份有限公司,"ZHONGKEN AGRICULTURAL RESOURCE DEVELOPMENT CO.,LTD.",A01,302020,北京市丰台区科学城10D地块2号楼
600315,上海家化联合股份有限公司,"SHANGHAI JAHWA UNITED CO.,LTD.",C43,303020,上海市保定路527号
600316,江西洪都航空工业股份有限公司,"JIANGXI HONGDU AVIATION INDUSTRY CORPORATION,LTD.",C75,201010,江西省南昌市高新技术产业开发区南飞点
600317,营口港务股份有限公司,"YINGKOU PORT LIABILITY CO.,LTD.",F11,203050,营口市鲅鱼圈区新港大路一号
600318,安徽巢东水泥股份有限公司,"ANHUI CHAODONG CEMENT CO.,LTD",C61,151020,安徽省巢湖市长江西路269号
600319,潍坊亚星化学股份有限公司,"WEIFANG YAXING CHEMICAL CO.,LTD.",C43,151010,山东省潍坊市奎文区鸢飞路899号
600320,上海振华港口机械股份有限公司,"SHANGHAI ZHENHUA PORT MACHINERY （GROUP） STOCK CO.,LTD",C73,201060,上海市浦东南路3470号
600321,四川国栋建设股份有限公司,"SICHUAN GUODONG CONSTRUCTION CO.,LTD",C61,201020,四川省成都市双流县板桥
600322,天津市房地产发展（集团）股份有限公司,TIANJIN REALITY DEVELOPMENT(GROUP) COMPANY LTD.,J01,404030,天津市和平区常德道80号
600323,南海发展股份有限公司,"NANHAI DEVELOPMENT CO,.LTD.",D05,551040,广东省佛山市南海区桂城南海大道建行大厦
600325,珠海华发实业股份有限公司,"Huafa Industrial Co.,LTD.Zhuhai",J01,404030,珠海市拱北丽景花园华发楼
600326,西藏天路交通股份有限公司,"TIBET TIANLU COMMUNICATIONS CO.,LTD",F03,201030,西藏拉萨市夺底路14号
600327,无锡商业大厦股份有限公司,"WUXI COMMERCIAL MANSION CORP., LTD",H11,255030,江苏省无锡市中山路343号
600328,内蒙古兰太实业股份有限公司,"INNER MONGOLIA LANTAI INDUSTRIAL CO., LTD.",C43,151010,内蒙古自治区阿拉善左旗吉兰泰镇
600329,天津中新药业集团股份有限公司,TIANJIN ZHONG XIN PHARMACEUTICAL GROUP CORPORATION LIMITED,C81,352020,天津市南开区白堤路119号
600330,浙江天通电子股份有限公司,"TDG HOLDING CO.,LTD.",C51,452030,浙江省海宁市盐官郭店镇建设路11号
600331,四川宏达化工股份有限公司,"SICHUAN HONGDA CO.,LTD",C43,151040,四川省什邡市民主镇
600332,广州药业股份有限公司,GUANGZHOU PHARMACEUTICAL COMPANY LIMITED,C81,301010,中国广东省广州市沙面北街45号
600333,长春燃气股份有限公司,"CHANGCHUN GAS CO,.LTD.",D03,101020,长春市朝阳区延安大路3 号
600335,中外建发展股份有限公司,"Dingsheng Tiangong Construction Machinery Co.,Ltd.",C71,201060,天津市华苑产业区火炬大厦410室
600336,青岛澳柯玛股份有限公司,QINGDAO AUCMA COMPANY LIMITED,C76,252010,山东省青岛经济技术开发区前湾港路315号
600337,美克国际家具股份有限公司,"MARKOR INTERNATIONAL FURNITURE CO.,LTD.",C25,252010,新疆维吾尔族自治区乌鲁木齐市经济技术开发区迎宾南路15号
600338,西藏珠峰工业股份有限公司,"TIBET SUMMIT INDUSTRY CO.,LTD",C67,151040,西藏自治区拉萨市北京中路65 号
600339,新疆独山子天利高新技术股份有限公司,"XINJIANG DUSHANZI TIANLI HIGH&NEW TECH CO.,LTD.",C41,151010,新疆克拉玛依市独山子区大庆东路2号
600340,浙江国祥制冷工业股份有限公司,"ZHEJIANG KING REFRIGERATION INDUSTRY CO., LTD",C55,201060,浙江省上虞市百官镇中塘
600343,陕西航天动力高科技股份有限公司,SHAANXI AEROSPACE POWER HI-TECH CO. LTD.,C7,201060,陕西省西安市高新技术产业开发区西区高新一路17号
600345,武汉长江通信产业集团股份有限公司,"WUHAN YANGTZE COMMUNICATIONS INDUSTRY GROUP CO.,LTD.",G81,452010,武昌珞瑜路200－1号东湖新技术开发区管理大楼11层
600346,大连冰山橡塑股份有限公司,"DALIAN BINGSHAN RUBBER & PLASTICS CO.,LTD.",C73,201060,大连市甘井子区周水子广场1号
600348,山西国阳新能股份有限公司,"SHANXI GUOYANG NEW ENERGY CO.,LTD",B01,101020,山西省阳泉市北大街5号
600350,山东基建股份有限公司,SHANDONG INFRASTRUCTURE COMPANY LIMITED,K01,203050,济南市泺源大街22号中银大厦15楼
600351,山西亚宝药业集团股份有限公司,"SHANXI YABAO PHARMACEUTICAL GROUP CO., LTD.",C81,352020,山西省芮城县富民路43号
600352,浙江龙盛集团股份有限公司,"Zhejiang Longsheng Group Co.,Ltd",C43,151010,浙江省上虞市道墟镇
600353,成都旭光电子股份有限公司,"CHENGDU XUGUANG ELECTRONICS CO., LTD.",C51,452030,四川省成都市新都县新都镇电子路172 号
600354,甘肃省敦煌种业股份有限公司,"GANSU DUNHUANG SEED CO.,LTD.",A01,302020,甘肃省酒泉市盘旋东路16 号
600355,武汉精伦电子股份有限公司,"Routon Electronic Co., Ltd.",C57,452010,武汉市洪山区卓豹路双塘小区6栋6221号
600356,牡丹江恒丰纸业股份有限公司,"MUDANJIANG HENGFENG PAPER CO.,LTD.",C31,151050,黑龙江省牡丹江市阳明区光华街恒丰路11号
600357,承德新新钒钛股份有限公司,CHENGDE XINXIN VANADIUM AND TITANIUM COMPANY LIMITED,C65,151040,河北省承德市双滦区
600358,国旅联合股份有限公司,"CHINA UNITED TRAVEL CO., LTD.",K34,253010,中国南京市汉中路89 号金鹰国际商城18 楼A 座
600359,新疆塔里木农业综合开发股份有限公司,"XINJIANG TALIMU AGRICULTURE DEVELOPMENT CO.,LTD.",A01,302020,新疆阿拉尔南口镇迎宾路1号
600360,吉林华微电子股份有限公司,"JILIN SINO-MICROELECTRONICS CO.,LTD.",C51,453010,吉林省吉林市高新区深圳街99号
600361,北京华联综合超市股份有限公司,"BEIJING HUALIAN HYPERMARKET CO., LTD.",H11,255030,北京西城区阜外大街1号四川经贸大厦负2层3号
600362,江西铜业股份有限公司,JIANGXI COPPER COMPANY LIMITED（JCCL）,C67,151040,江西省贵溪市冶金大道15号
600363,江西联创光电科技股份有限公司,"JIANGXI LIANCHUANG PHOTOELECTRON SCIENCE AND TECHNOLOGY CO.,LTD.",C51,452030,南昌国家高新技术产业开发区京东大道168号
600365,通化葡萄酒股份有限公司,"TONGHUA GRAPE WINE CO,LTD.",C03,302010,吉林省通化市前兴路28号
600366,宁波韵升(集团)股份有限公司,"NINGBO YUNSHENG CO.,LTD.",C78,151040,浙江省宁波市江东民安路348号
600367,贵州红星发展股份有限公司,GUIZHOU RED STAR DEVELOPING COMPANY LTD.,C43,151010,贵州省安顺市镇宁县丁旗镇
600368,广西五洲交通股份有限公司,"GUANGXI WUZHOU COMMUNICATTONS CO.,LTD.",F03,203050,广西壮族自治区南宁市金湖路53号
600369,重庆长江水运股份有限公司,"CHONGQING CHANGJIANG RIVER WATER TRANSPORT CO.,LTD",F07,203030,重庆市涪陵区中山东路2号
600370,江苏三房巷实业股份有限公司,"Jiangsu Sanfangxiang Industry Co., Ltd.",C11,252030,江苏省江阴市周庄镇三房巷村
600371,黑龙江华冠科技股份有限公司,"HEILONGJIANG HUAGUAN SCIENCE AND TECHNOLOGY CO.,LTD.",C01,302020,黑龙江省哈尔滨市南岗区玉山路18 号
600372,江西昌河汽车股份有限公司,"JIANGXI CHANGHE AUTOMOBILE CO.,LTD",C75,251020,江西省景德镇市
600373,江西鑫新实业股份有限公司,"JIANGXI XINXIN INDUSTRIAL CO., LTD.",C69,201040,江西省上饶市南环路2号
600375,安徽星马汽车股份有限公司,"Anhui Xingma Automobile Co., Ltd.",C7505,251020,安徽省马鞍山经济技术开发区
