股票代码,年度,年度股东大会会议的出席率,临时股东大会会议(一)的参会股东人数,临时股东大会会议(一)的出席率,临时股东大会会议(二)的参会股东人数,临时股东大会会议(二)的出席率,年度内董事会的会议次数,年度内以通讯方式召开的董事会会议次数,年度内监事会的会议次数,年度内股东大会的会议总次数
735,2004,25.92,0,0,0,0,5,0,2,1
736,2004,47.87,4,25,0,0,19,0,3,2
737,2004,53.34,0,0,0,0,4,0,2,1
738,2004,65.81,1,65,0,0,8,5,1,2
739,2004,50.66,0,0,0,0,5,3,5,1
748,2004,49.4,11,49,11,49.38,7,0,3,3
750,2004,41.42,14,41,0,0,7,1,4,2
751,2004,59.02,0,0,0,0,4,0,3,1
752,2004,57.23,-95,-95,0,0,8,0,3,2
753,2004,60.48,0,0,0,0,7,3,4,1
755,2004,54.41,0,0,0,0,4,0,4,1
756,2004,48.7,0,0,0,0,7,0,5,1
757,2004,37.84,11,52,0,0,4,0,1,2
758,2004,54.75,9,54,0,0,19,6,-95,2
759,2004,22.21,0,0,0,0,6,4,2,1
760,2004,-95,-95,-95,-95,-95,8,0,2,3
761,2004,55.67,0,0,0,0,4,0,3,1
762,2004,61.67,13,61,0,0,4,0,3,2
763,2004,80.96,0,0,0,0,5,0,4,1
765,2004,39.48,0,0,0,0,3,1,2,1
766,2004,13.66,0,0,0,0,7,0,4,1
767,2004,72.73,15,72,0,0,6,2,1,2
768,2004,54.82,0,0,0,0,4,0,2,1
769,2004,42.9,0,0,0,0,4,2,2,1
776,2004,31.63,9,57,3,31.5,11,5,4,4
777,2004,60.047,10,60,0,0,6,0,4,2
778,2004,64.7528,24,64,0,0,5,1,2,2
779,2004,44.43,6,46,0,0,13,5,2,2
780,2004,54.49,3,54,0,0,7,0,6,2
782,2004,47.38,8,47,8,47.38,17,9,2,3
783,2004,79.743,0,0,0,0,3,0,1,1
785,2004,63.75,0,0,0,0,6,5,2,1
786,2004,60.42,9,60,8,60.88,8,0,5,4
787,2004,34.4,0,0,0,0,6,4,3,1
788,2004,54.44,6,53,0,0,5,4,1,2
789,2004,67.57,7,67,0,0,6,0,2,2
790,2004,68.92,4,68,0,0,6,0,2,2
791,2004,58.13,0,0,0,0,16,1,3,1
792,2004,60.91,7,60,0,0,4,1,3,2
793,2004,35.99,0,0,0,0,5,0,2,1
795,2004,58.67,0,0,0,0,5,3,1,1
796,2004,26.47,0,0,0,0,5,0,4,1
797,2004,66.66,0,0,0,0,5,1,6,1
798,2004,75.01,0,0,0,0,7,0,3,1
799,2004,64.617,5,64,5,64.617,10,3,9,4
800,2004,65.3,0,0,0,0,5,1,4,1
801,2004,59.73,3,59,4,68.24,7,2,2,3
802,2004,66.48,6,66,0,0,13,3,8,2
803,2004,51.16,0,0,0,0,14,0,8,1
805,2004,41.66,2,30,2,30.68,11,7,3,3
806,2004,34.77,8,30,0,0,5,3,3,2
807,2004,-95,-95,-95,-95,-95,7,0,-95,3
809,2004,44,0,0,0,0,10,2,2,1
810,2004,60.21,4,60,0,0,5,0,4,2
811,2004,48.7,0,0,0,0,5,3,2,1
812,2004,48.34,0,0,0,0,5,2,2,1
813,2004,69.74,5,69,0,0,5,1,3,2
815,2004,45.34,0,0,0,0,4,0,2,1
816,2004,62.65,7,62,0,0,8,4,1,2
817,2004,81.821,0,0,0,0,6,0,4,1
818,2004,73.532,11,73,0,0,5,0,5,2
819,2004,67.94,0,0,0,0,5,3,2,1
820,2004,31.27,0,0,0,0,5,0,2,1
821,2004,53.02,0,0,0,0,4,0,4,1
822,2004,66,0,0,0,0,4,0,3,1
823,2004,62.41,0,0,0,0,7,0,4,1
825,2004,54.7091,5,54,7,54.7069,6,0,3,3
826,2004,60.61,3,64,0,0,7,5,3,2
827,2004,48.77,2,44,2,44.28,5,0,3,3
828,2004,78.74,12,78,6,78.46,9,0,8,3
829,2004,60.61,4,60,5,60.61,8,5,2,3
830,2004,68.81,0,0,0,0,5,0,5,1
831,2004,54.08,69,59,0,0,7,1,3,2
832,2004,30.19,0,0,0,0,4,0,3,1
833,2004,46.07,-95,-95,0,0,6,0,2,2
835,2004,75,7,75,5,75,14,9,3,4
836,2004,47.17,6,40,0,0,29,0,3,2
837,2004,45.93,0,0,0,0,8,7,3,1
838,2004,46.9,0,0,0,0,5,2,2,1
839,2004,62.41,16,62,0,0,13,0,3,2
848,2004,67.92,0,0,0,0,4,2,4,1
850,2004,64.91,15,60,0,0,7,2,4,2
851,2004,56.43,3,50,3,50.71,10,8,2,3
852,2004,75.03,0,0,0,0,11,4,3,1
856,2004,62.86,0,0,0,0,7,0,4,1
858,2004,73.93,11,71,0,0,7,3,5,2
859,2004,55.51,9,55,10,55.52,8,0,3,3
860,2004,70.09,13,67,0,0,8,0,7,2
861,2004,32.76,1,26,14,32.11,6,1,1,3
862,2004,46.44,0,0,0,0,13,0,2,1
863,2004,28.66,3,43,1,14.41,9,4,3,3
866,2004,86.6903,0,0,0,0,7,2,5,1
868,2004,54.41,5,54,0,0,7,0,2,2
869,2004,56.6,0,0,0,0,5,0,3,1
875,2004,20.34,13,20,0,0,6,0,6,2
876,2004,67.07,0,0,0,0,5,0,5,1
877,2004,53.99,7,55,7,55,6,0,2,3
878,2004,64.85,11,64,0,0,6,0,1,2
880,2004,52.19,8,52,6,52.17,5,1,5,3
881,2004,41.25,0,0,0,0,5,0,4,1
882,2004,74.72,0,0,0,0,18,0,3,1
883,2004,44.07,0,0,0,0,4,3,2,1
885,2004,20.875,0,0,0,0,7,3,2,1
886,2004,34.56,0,0,0,0,5,0,7,1
887,2004,69.78,10,69,0,0,6,1,4,2
888,2004,66.31,-95,66,0,0,8,1,8,2
889,2004,41.29,8,38,0,0,7,2,5,2
890,2004,50.508,0,0,0,0,6,0,2,1
892,2004,63.1,3,63,0,0,13,9,5,2
893,2004,67.87,10,70,0,0,7,0,2,2
895,2004,64.53,10,60,8,60.75,5,0,4,3
897,2004,68.74,2,68,2,68.73,10,8,6,4
898,2004,51.66,0,0,0,0,10,0,3,1
899,2004,67.37,0,0,0,0,8,2,4,1
900,2004,46.35,0,0,0,0,5,1,4,1
901,2004,66.88,7,69,8,69.7,10,7,3,3
902,2004,55.67,3,69,0,0,9,0,5,2
903,2004,60.97,0,0,0,0,6,0,5,1
905,2004,67.8,3,68,0,0,9,4,6,2
906,2004,72,3,72,0,0,6,4,4,2
908,2004,67.88,0,0,0,0,4,0,2,1
909,2004,69.4,9,69,0,0,9,0,4,2
910,2004,65.41,0,0,0,0,9,5,2,1
911,2004,69.77,1,69,1,63.97,8,0,5,3
912,2004,66.67,0,0,0,0,5,0,5,1
913,2004,70.19,6,70,2,70.19,6,0,2,5
915,2004,42.14,3,29,0,0,9,0,5,2
916,2004,69.2,4,69,4,69.27,6,0,5,3
917,2004,51.84,12,56,4,39.82,4,0,4,3
918,2004,64.72,6,64,5,64.71,9,1,3,4
919,2004,71.43,5,71,0,0,8,0,8,2
920,2004,55.94,17,57,21,57.55,6,0,3,3
921,2004,79.13,0,0,0,0,4,0,3,1
922,2004,55.02,0,0,0,0,6,0,1,1
923,2004,65.46,3,42,0,0,6,0,4,2
925,2004,64.67,0,0,0,0,8,4,3,1
926,2004,56.01,53,54,0,0,10,0,2,2
927,2004,87.2,0,0,0,0,8,2,4,1
928,2004,53.09,0,0,0,0,5,0,3,1
929,2004,49.05,7,49,7,49.08,8,3,3,3
930,2004,49.78,7,48,0,0,7,0,4,2
931,2004,44.0109,6,41,7,42.3959,9,6,2,3
932,2004,74.51,5,74,5,74.51,6,2,4,3
933,2004,63.61,0,0,0,0,7,0,3,1
935,2004,67.15,6,66,0,0,7,0,2,2
936,2004,74.94,5,74,0,0,6,0,2,2
937,2004,77.09,0,0,0,0,8,0,3,1
938,2004,68.95,0,0,0,0,8,0,1,1
939,2004,54.33,12,55,0,0,9,2,4,2
948,2004,67.14,4,67,0,0,8,0,4,2
949,2004,62.16,16,62,18,62.16,5,0,3,3
950,2004,-95,-95,-95,-95,-95,8,0,2,4
951,2004,64.18,4,64,2,64.18,7,2,4,4
952,2004,-95,-95,-95,0,0,7,0,2,2
953,2004,61.67,13,61,12,61.65,9,0,3,4
955,2004,73.17,0,0,0,0,9,5,5,1
956,2004,71.92,3,71,0,0,6,3,4,2
957,2004,40.76,9,45,0,0,5,2,4,2
958,2004,58.59,3,58,5,58.5948,8,0,2,3
959,2004,84.85,7,84,0,0,7,3,4,2
960,2004,64.5,7,66,5,63.68,5,0,5,3
961,2004,56.74,6,56,0,0,5,1,5,2
962,2004,60.6,0,0,0,0,6,3,3,1
963,2004,60.81,0,0,0,0,4,2,2,1
965,2004,67.95,0,0,0,0,6,1,3,1
966,2004,69.3,6,67,6,70.17,7,2,3,4
967,2004,53.94,3,53,0,0,6,1,4,2
968,2004,61.96,6,62,8,63.59,9,4,3,3
969,2004,60.22,0,0,0,0,4,0,4,1
970,2004,55.32,7,55,0,0,9,2,4,2
971,2004,56.44,0,0,0,0,5,0,2,1
972,2004,63.88,6,56,0,0,6,2,2,2
973,2004,69.42,14,63,0,0,11,0,3,2
975,2004,56.76,2,53,1,53.2,9,0,1,3
976,2004,55.92,5,51,6,55.92,8,0,3,3
977,2004,63.12,0,0,0,0,4,2,2,1
978,2004,66.1,5,66,5,66.1,8,2,3,4
979,2004,55.58,0,0,0,0,6,3,4,1
980,2004,61.33,1,60,0,0,8,3,5,2
981,2004,67,0,0,0,0,11,10,1,1
982,2004,59.46,4,59,4,59.5,8,6,3,4
983,2004,70.85,9,70,0,0,7,0,2,2
985,2004,73.91,4,73,4,73.91,6,2,4,3
987,2004,63.22,0,0,0,0,8,0,4,1
988,2004,73.92,6,73,0,0,5,4,4,2
989,2004,46.83,4,46,0,0,9,0,4,2
990,2004,59.83,7,59,0,0,8,0,2,2
993,2004,66.156,-95,-95,0,0,12,0,6,2
995,2004,69.29,5,69,3,64.78,6,1,3,3
996,2004,69.57,3,69,0,0,10,0,4,2
997,2004,72.4,4,72,0,0,11,0,2,2
998,2004,47.62,7,47,0,0,10,3,2,2
999,2004,73.06,3,71,4,71.18,11,8,6,3
1696,2004,53.6,3,53,0,0,5,0,4,2
1896,2004,81.4,0,0,0,0,5,2,2,1
2001,2004,1,10,73,0,0,4,0,2,2
2002,2004,-95,6,67,0,0,8,0,3,2
2003,2004,1,5,1,5,71.92,8,3,2,3
2004,2004,92.29,30,96,24,69.3,5,1,4,4
2005,2004,1,5,1,5,74.257,7,3,3,3
2006,2004,1,5,62,5,62.5,4,0,2,3
2007,2004,1,5,67,0,0,6,1,3,2
2008,2004,1,8,1,8,72.53,9,2,3,3
2009,2004,97,4,45,4,45.82,7,0,2,3
2010,2004,1,6,1,8,75.36,5,0,4,3
2011,2004,1,11,57,12,60.66,7,0,4,3
2012,2004,1,14,72,0,0,6,2,3,2
2013,2004,1,15,1,19,55.96,4,0,3,4
2014,2004,1,7,74,0,0,9,4,3,2
2015,2004,1,8,60,0,0,7,0,5,2
2016,2004,-95,-95,-95,4,45.33,8,2,5,4
2017,2004,-95,-95,-95,-95,-95,7,2,3,3
2018,2004,1,18,65,11,56.18,6,0,5,3
2019,2004,1,7,1,7,71.43,6,0,3,4
2020,2004,1,9,93,9,93.21,7,2,4,4
2021,2004,99,5,99,6,69.77,6,0,5,3
2022,2004,1,32,58,0,0,8,0,3,2
2023,2004,1,6,1,10,75.93,7,0,2,3
2024,2004,97,7,97,7,97,9,0,6,5
2025,2004,1,13,73,0,0,6,0,3,2
2026,2004,1,6,66,0,0,6,0,1,2
2027,2004,96.56,9,96,9,96.56,6,0,3,6
2028,2004,98.88,11,1,11,1,8,1,3,4
2029,2004,1,5,1,5,1,9,0,5,5
2030,2004,1,11,1,11,1,7,1,3,4
2031,2004,-95,8,76,6,73.05,6,0,3,3
2032,2004,1,7,1,5,74.91,7,0,5,5
2033,2004,1,6,1,6,1,4,0,3,4
2034,2004,1,21,1,18,68.03,6,0,2,3
2035,2004,1,6,1,5,68.15,6,0,4,3
2036,2004,1,8,1,7,63.06,7,0,6,3
2037,2004,1,5,1,5,1,5,2,2,3
2038,2004,1,8,61,0,0,6,2,2,2
2039,2004,91.47,0,0,0,0,2,0,1,1
600000,2004,52.89,103,52,0,0,6,0,4,2
600001,2004,65.4,3,65,0,0,6,1,4,2
600002,2004,87.66,0,0,0,0,4,0,3,1
600003,2004,75.27,3,75,0,0,10,3,2,2
600004,2004,60.14,0,0,0,0,6,2,2,1
600005,2004,85.1,12,79,0,0,6,0,4,2
600006,2004,72.4231,0,0,0,0,5,1,3,1
600007,2004,80.2,4,80,0,0,12,10,7,2
600008,2004,72.62,2,72,0,0,12,4,2,2
600009,2004,68.96,40,62,0,0,13,5,6,2
600010,2004,72.02,2,71,0,0,8,0,1,2
600011,2004,95.22,3,85,3,77.96,5,0,2,4
600012,2004,84.34,0,0,0,0,7,0,4,1
600015,2004,62.9141,16,64,13,63.6261,9,2,6,4
600016,2004,55.97,59,61,25,53.79,11,7,4,4
600018,2004,78.4596,19,77,0,0,8,4,2,2
600019,2004,87.18,65,91,0,0,5,1,4,2
600020,2004,73.4,0,0,0,0,9,0,3,1
600021,2004,84.74,0,0,0,0,5,1,1,1
600022,2004,1,5,76,0,0,4,0,4,2
600026,2004,57.98,5,89,20,89.78,11,0,9,3
600027,2004,80.84,0,0,0,0,5,0,1,1
600028,2004,86.57,17,89,0,0,9,0,2,2
600029,2004,60.19,3,53,13,70.46,5,0,3,3
600030,2004,72.32,0,0,0,0,10,8,1,1
600031,2004,76.78,9,76,5,75,9,0,3,4
600033,2004,70.8,8,73,0,0,7,3,4,2
600035,2004,69.91,5,69,0,0,5,2,2,2
600036,2004,63.13,24,46,0,0,12,9,4,2
600037,2004,72.36,6,70,6,70.9,9,4,2,3
600038,2004,56.07,0,0,0,0,4,1,2,1
600039,2004,59.734,4,59,0,0,6,0,1,2
600050,2004,79.4876,31,72,0,0,8,1,4,2
600051,2004,71.77,6,71,0,0,6,1,4,2
600052,2004,35.44,15,35,0,0,9,7,1,2
600053,2004,50.49,3,47,0,0,8,0,2,2
600054,2004,49.2,0,0,0,0,7,3,2,1
600055,2004,64.99,0,0,0,0,4,0,3,1
600056,2004,74.14,4,70,0,0,8,1,4,2
600057,2004,62.17,0,0,0,0,5,3,2,1
600058,2004,71.9,7,71,8,72.56,6,1,4,3
600059,2004,54.31,0,0,0,0,5,0,3,1
600060,2004,58.73,0,0,0,0,6,0,3,1
600061,2004,67.41,0,0,0,0,4,0,4,1
600062,2004,57.89,9,56,0,0,8,2,4,2
600063,2004,60.8839,11,60,14,60.8729,7,0,1,3
600064,2004,54.89,0,0,0,0,5,0,2,1
600065,2004,67.5,5,67,0,0,9,6,2,2
600066,2004,36.59,16,35,15,31.86,6,1,4,4
600067,2004,31.72,4,28,4,28.3,4,0,4,3
600068,2004,47.15,5,47,5,47.15,8,0,5,4
600069,2004,45.92,0,0,0,0,5,0,2,1
600070,2004,49.91,18,43,0,0,5,0,3,2
600071,2004,54.82,9,54,10,54.81,6,5,2,3
600072,2004,54.6547,0,0,0,0,4,0,2,1
600073,2004,62.983,10,62,0,0,8,0,2,2
600074,2004,48.59,0,0,0,0,7,0,3,1
600075,2004,57.33,11,63,0,0,8,0,2,2
600076,2004,17.75,7,17,0,0,9,2,1,2
600077,2004,62.89,5,62,5,62.89,10,5,2,5
600078,2004,56.34,0,0,0,0,4,0,2,1
600079,2004,42.62,0,0,0,0,9,0,2,1
600080,2004,50.8,0,0,0,0,6,1,4,1
600081,2004,75,12,75,2,75,9,8,1,3
600082,2004,26.48,2,23,5,24.44,6,4,2,3
600083,2004,34.62,1,34,3,34.67,7,0,2,3
600084,2004,62.08,10,62,0,0,5,3,1,2
600085,2004,70.11,0,0,0,0,5,0,4,1
600086,2004,57.9,9,58,9,58.66,9,2,5,4
600087,2004,59.94,19,64,0,0,8,4,3,2
