股票代码,年度,金额最高的前三名董事的报酬总额,金额最高的前三名高级管理人员的报酬总额,独立董事津贴,审计委员会,薪酬与考核委员会,战略委员会,提名委员会,董事会的规模,监事会的规模,年度股东大会的参会股东人数,独立董事总人数
554,2005,317872,440616,30000,0,0,0,0,5,3,3,3
555,2005,110000,236000,0,0,0,0,0,4,3,3,3
557,2005,126000,140400,36000,1,1,1,1,6,5,5,3
558,2005,244130,289950,30000,0,0,0,0,6,3,2,3
559,2005,528000,504000,90000,0,0,0,0,6,5,23,3
560,2005,288000,270000,30000,1,1,1,1,6,5,14,3
561,2005,105800,103800,4500,0,0,0,0,7,5,11,4
562,2005,528000,879000,50000,1,1,1,0,9,7,6,4
563,2005,267500,344900,30000,1,1,0,1,6,3,8,3
564,2005,660000,508000,50000,1,1,1,1,4,2,6,3
565,2005,129000,87300,20000,0,0,0,0,6,5,99,3
566,2005,384700,176000,60000,0,0,0,0,8,4,6,3
567,2005,330900,389800,30000,1,1,1,1,4,5,4,3
568,2005,180000,180000,40000,0,0,0,0,5,5,8,3
569,2005,207400,195500,40000,0,1,0,0,8,5,7,4
570,2005,891000,873700,20000,1,1,0,0,6,5,17,3
571,2005,372000,408000,96000,0,0,0,0,6,3,4,3
572,2005,309010,225540,36000,0,0,0,0,3,3,5,2
573,2005,648000,228000,36000,0,0,0,0,5,5,18,2
576,2005,156000,156000,20000,0,1,1,0,6,5,37,3
578,2005,256577,256577,30000,0,0,0,0,6,5,6,3
581,2005,414000,533000,50000,1,1,1,1,7,5,31,4
582,2005,342200,621900,50000,0,1,0,0,6,4,7,3
583,2005,161000,167600,36000,0,0,0,0,5,4,3,2
584,2005,224601,206205,30000,1,0,1,0,8,3,19,4
585,2005,685855,417571,44010,1,1,1,1,7,3,4,5
586,2005,228000,366000,30000,0,1,0,0,9,3,4,6
587,2005,140700,155900,30000,0,0,0,0,6,5,12,3
589,2005,964900,979000,36000,0,1,0,0,5,3,12,3
590,2005,278000,304000,50000,1,1,1,1,4,3,29,3
591,2005,460000,420000,36000,1,1,1,1,10,7,9,5
592,2005,306000,261600,30000,0,0,0,0,3,3,4,2
593,2005,213540,241866,21500,0,0,0,0,5,3,16,3
594,2005,260000,60000,60000,1,1,0,0,6,3,4,3
595,2005,387000,355000,38000,1,1,1,1,6,5,9,3
596,2005,370000,310000,50000,1,1,1,1,6,3,11,3
597,2005,152000,324000,21333,0,0,0,0,6,5,11,3
598,2005,390000,370000,24000,1,1,1,1,6,3,2,3
599,2005,170000,340000,10000,0,0,0,0,5,5,11,4
600,2005,202400,193100,50000,0,0,0,0,6,5,8,3
601,2005,463500,388200,36000,1,1,1,1,6,5,21,3
602,2005,150000,51000,50000,0,0,0,0,6,3,6,3
603,2005,45000,60000,0,0,0,0,0,5,2,5,3
605,2005,381000,273000,30000,1,1,1,1,6,3,2,3
606,2005,139300,216400,20000,1,1,1,1,11,5,5,1
607,2005,1001200,1096700,64700,1,1,1,1,5,5,19,3
608,2005,713000,1707000,30000,0,0,0,0,4,3,8,3
609,2005,264495,217750,30000,0,0,0,1,4,3,16,3
610,2005,519500,613600,36000,1,1,1,1,8,3,4,3
611,2005,350000,160000,36000,0,0,0,0,6,3,9,3
612,2005,360100,441000,60000,1,1,0,0,4,3,5,2
613,2005,106700,180400,6666,0,0,0,0,6,3,4,3
615,2005,260000,260000,30000,0,0,0,0,5,4,5,3
616,2005,1403200,1220000,50000,1,1,1,0,7,4,182,4
617,2005,258200,377500,50000,1,1,1,0,3,3,8,2
619,2005,483900,545700,30000,0,0,0,0,6,3,2,2
620,2005,78000,69000,0,1,1,1,0,9,5,4,2
622,2005,130574,157039,0,1,1,0,1,7,3,6,2
623,2005,1740000,680000,0,1,1,1,1,6,5,3,3
625,2005,893400,1048500,50000,0,1,0,0,10,8,8,5
626,2005,91800,75300,26875,0,0,0,0,7,3,2,4
627,2005,628200,412200,50000,1,1,1,1,4,3,2,3
628,2005,105000,275000,0,1,1,1,1,5,3,10,3
629,2005,338110,586886,50000,0,0,0,0,6,5,36,3
630,2005,340000,370000,30000,1,1,1,1,8,6,139,4
631,2005,264000,204000,30000,1,1,1,1,7,3,8,4
632,2005,807600,733900,30433,1,0,1,0,6,3,8,3
633,2005,364250,505250,36000,0,0,0,0,6,5,1,3
635,2005,198800,405120,15000,1,1,1,1,6,5,5,3
636,2005,1028740,921485,40020,1,1,1,1,7,5,17,4
637,2005,640000,630000,50000,1,1,1,0,6,5,522,3
638,2005,60000,17000,20000,0,0,0,0,5,5,2,3
639,2005,514800,334800,24000,1,1,1,1,9,7,15,4
650,2005,97600,76500,20000,0,0,0,0,6,5,3,3
651,2005,1200000,1350000,50000,0,0,0,0,6,3,21,3
652,2005,336000,400000,31000,1,1,1,1,6,5,2,3
655,2005,146775,135952,30000,1,1,1,0,5,5,9,3
656,2005,780000,560000,30000,0,0,0,0,6,5,5,3
657,2005,298000,256000,30000,1,0,0,0,6,3,3,3
659,2005,310000,260000,60000,0,0,0,0,4,3,5,2
661,2005,231170,231170,0,0,0,0,0,6,3,4,3
662,2005,171619,194266,26000,1,1,1,1,4,3,10,2
663,2005,338419,235533,30000,0,0,0,0,6,5,11,3
665,2005,434900,267600,32000,0,1,0,0,7,5,8,4
666,2005,975000,943000,-95,1,1,0,1,10,10,5,5
667,2005,766569,641954,36000,1,1,1,1,6,3,225,3
668,2005,266000,634400,20000,0,0,0,0,8,4,26,4
669,2005,58000,132000,14000,0,0,0,0,6,3,3,3
670,2005,612000,222000,12000,1,1,1,1,6,3,1,2
671,2005,270000,450000,30000,1,1,1,1,7,5,6,4
672,2005,27300,53000,3000,0,0,0,0,6,3,4,3
673,2005,73042,81495,20000,0,0,0,0,5,7,4,3
676,2005,334500,320600,60000,0,0,0,0,3,3,3,2
677,2005,1442300,1302100,50000,1,1,1,1,7,5,34,4
678,2005,466776,545018,10000,0,0,0,0,3,3,4,2
679,2005,656000,656000,24000,0,0,0,0,5,5,5,3
680,2005,820000,710000,36000,0,0,0,0,7,5,59,3
681,2005,84000,177600,0,1,0,0,0,6,7,5,3
682,2005,372600,364900,20000,0,0,0,0,6,3,9,3
683,2005,150400,141600,50000,0,0,0,0,4,5,4,3
685,2005,635800,711500,48000,1,1,1,1,5,2,6,3
686,2005,225000,225000,10000,1,0,0,0,6,3,6,3
687,2005,146486,111104,20000,0,0,0,0,6,5,9,3
688,2005,497000,157000,95000,0,0,0,0,5,3,8,2
690,2005,190000,170000,0,0,0,0,0,7,3,131,4
691,2005,81000,128000,27000,0,0,0,0,6,3,7,3
692,2005,231000,231000,30000,0,0,0,0,6,4,7,3
693,2005,204000,216000,41333,0,0,0,0,6,3,6,3
695,2005,358000,469000,32000,0,0,0,0,6,3,4,3
697,2005,108400,174300,18000,0,0,0,1,6,3,6,3
698,2005,736984,667429,25000,0,0,0,0,6,5,7,3
699,2005,244000,227000,24000,1,1,0,1,7,5,3,5
700,2005,480000,280000,60000,1,1,1,0,4,4,2,2
701,2005,854400,765400,24000,0,0,0,0,6,5,8,3
702,2005,588000,600000,60000,1,1,1,1,5,3,11,2
703,2005,90000,310700,30000,1,1,1,1,6,3,5,3
705,2005,207000,403400,20000,1,0,0,0,7,3,8,4
707,2005,96327,80555,0,0,0,0,0,6,3,12,3
708,2005,150000,288576,50000,0,1,0,0,7,5,9,4
709,2005,443800,888500,50000,1,1,1,1,6,3,128,3
710,2005,93000,140000,24000,0,0,0,0,4,3,4,3
711,2005,249706,234000,54706,1,1,1,1,4,3,3,3
712,2005,710200,650200,49200,1,0,0,0,6,3,4,3
713,2005,517600,474800,37500,1,1,1,1,6,3,6,3
715,2005,1179000,1193200,50000,1,1,1,1,6,5,11,3
716,2005,547400,518800,36000,0,0,0,0,6,3,6,3
717,2005,405200,440300,28000,0,0,0,0,7,5,45,4
718,2005,0,0,0,0,0,0,0,6,3,2,3
719,2005,269300,153800,54000,1,1,1,1,2,3,7,3
720,2005,515597,515597,30000,0,0,0,0,7,3,7,4
721,2005,442400,426700,26000,1,1,1,1,8,7,20,4
722,2005,90000,300000,30000,1,1,1,0,8,5,5,3
723,2005,203600,203600,0,1,0,1,0,7,5,3,4
725,2005,182000,-95,58000,1,1,0,1,7,4,23,4
726,2005,3224900,1440800,36000,1,1,1,1,8,3,12,5
727,2005,257000,210900,30000,0,0,0,0,6,3,8,3
728,2005,224500,434300,28700,0,0,0,0,7,5,9,4
729,2005,704000,1520000,36000,1,1,0,1,9,3,19,5
731,2005,105000,0,17500,1,1,1,1,6,12,159,6
732,2005,205400,245700,32000,1,1,1,1,5,3,9,3
733,2005,100900,325900,0,0,0,0,0,5,4,12,2
735,2005,395400,348600,50000,0,0,0,0,4,3,4,3
736,2005,125200,275100,9800,1,1,1,1,5,3,2,3
737,2005,179200,175500,28000,0,1,1,0,6,5,28,3
738,2005,72000,86000,18000,0,0,0,0,8,3,1,3
739,2005,600000,480000,30000,1,1,1,1,8,3,67,4
748,2005,316000,723000,20000,0,0,0,0,8,5,10,3
750,2005,309600,426900,50000,1,1,1,1,3,3,17,3
751,2005,39900,68600,10000,0,0,0,0,7,5,19,4
752,2005,170000,170000,30000,0,0,0,0,6,4,10,3
753,2005,326000,285300,40000,1,1,1,1,5,5,7,4
755,2005,636600,534800,36000,1,1,1,1,8,7,19,4
756,2005,468000,360000,25000,1,0,0,0,7,6,8,6
757,2005,260000,260000,30000,0,0,0,0,6,5,10,3
758,2005,520000,1136200,57100,1,1,1,1,6,3,8,3
759,2005,365000,316000,20000,0,0,0,0,8,5,11,4
760,2005,568200,300400,24000,0,1,0,0,6,5,3,3
761,2005,222500,285000,20000,0,0,0,0,5,5,14,2
762,2005,298000,265400,40000,0,0,0,0,7,5,12,4
766,2005,86400,50400,12000,0,0,0,0,4,3,6,2
767,2005,496000,696000,40000,1,1,1,1,8,5,15,4
768,2005,99800,178700,14333,1,1,1,1,6,3,25,3
776,2005,374000,374000,30000,0,1,0,0,4,3,3,3
777,2005,232000,346300,35533,0,1,1,0,9,5,11,3
778,2005,1310000,1200000,50000,0,0,0,0,5,5,93,3
779,2005,106000,246000,10000,0,0,0,0,6,5,6,3
780,2005,108000,66800,36000,0,0,0,0,6,3,6,3
782,2005,600000,870400,100000,0,0,0,0,6,4,11,3
783,2005,256300,239000,30000,0,0,0,0,6,3,3,3
785,2005,345400,295500,20000,1,1,1,1,6,5,9,3
786,2005,571700,677100,60000,1,1,1,1,6,3,10,3
787,2005,0,600000,0,1,1,1,1,3,3,4,2
788,2005,130000,190000,0,1,1,1,1,6,6,5,3
789,2005,131500,147700,30000,1,1,1,1,6,5,7,4
790,2005,349600,327400,48000,1,1,1,1,6,3,5,3
791,2005,106300,112200,20000,0,0,0,0,5,5,7,3
792,2005,520000,520000,20000,1,1,1,1,7,9,12,4
793,2005,1084100,1037800,24000,1,1,1,1,6,5,5,3
795,2005,90000,50000,30000,0,0,0,1,7,3,4,4
796,2005,153000,106700,12000,1,1,1,1,9,3,17,3
797,2005,103000,171000,0,0,0,0,0,4,5,6,2
798,2005,218000,542000,0,0,0,0,0,6,5,6,3
799,2005,295751,301743,0,1,1,1,1,8,5,6,3
800,2005,228700,389100,50000,0,0,0,0,5,5,3,3
801,2005,162000,232000,27500,0,0,0,0,7,3,5,4
802,2005,290000,240000,30000,0,1,0,0,6,3,3,3
803,2005,382500,304500,35000,1,1,1,1,6,3,7,2
805,2005,164200,125200,28500,0,0,0,0,7,7,2,3
806,2005,530400,480000,60000,1,1,1,1,6,5,288,3
807,2005,0,0,0,0,0,0,0,7,5,17,5
809,2005,120000,320000,0,0,0,0,0,6,5,6,3
810,2005,151500,263900,25200,1,0,0,0,6,3,5,3
811,2005,528000,500000,20000,1,1,1,1,6,3,8,3
812,2005,297000,443400,25000,1,1,1,1,9,5,58,2
813,2005,180000,288000,30000,1,1,1,1,7,4,5,4
815,2005,138484,121767,20000,1,1,1,1,6,3,8,3
816,2005,520000,440000,20000,0,0,0,0,4,3,8,3
818,2005,45000,88097,15000,0,0,0,0,5,4,13,3
819,2005,291000,656200,13333,0,0,0,0,6,5,8,3
820,2005,243300,184800,20000,0,0,0,0,8,3,6,3
821,2005,162070,412982,28000,1,0,1,1,8,5,12,3
822,2005,230000,230000,30000,0,0,0,0,8,5,21,4
823,2005,859900,723500,34000,0,1,1,0,6,3,11,3
825,2005,709756,941515,62500,0,0,0,0,6,5,8,3
826,2005,260000,392500,50000,0,0,0,0,5,3,2,2
828,2005,2213800,1549400,68000,1,1,1,1,4,3,9,3
829,2005,557000,721000,50000,1,1,1,1,6,5,45,3
830,2005,332400,185300,0,1,1,1,1,4,4,21,3
831,2005,330000,300000,30000,0,0,0,0,6,7,66,3
832,2005,60000,26000,20000,0,0,0,0,7,4,15,4
833,2005,205600,407100,38000,1,1,1,1,4,3,6,2
835,2005,307700,225200,42000,1,1,1,0,6,3,5,3
836,2005,1210000,526000,50000,0,1,0,0,9,3,15,3
837,2005,472400,411000,36000,0,1,0,0,6,5,8,3
838,2005,194000,216000,24000,0,1,1,0,6,5,3,3
839,2005,108000,1010100,36000,0,0,0,0,10,3,43,5
848,2005,375000,216000,125000,0,0,0,0,6,5,29,3
850,2005,133539,115215,30000,0,0,0,0,6,5,15,3
851,2005,360000,576000,30000,0,1,1,0,8,5,3,5
852,2005,570000,830000,0,1,1,1,1,6,3,12,3
856,2005,156000,144000,15000,0,0,0,0,6,5,4,3
858,2005,214700,176900,30000,0,0,0,0,3,3,11,2
859,2005,300000,320000,47000,1,1,1,1,7,3,8,4
860,2005,312000,312000,30000,0,1,0,1,6,3,6,3
861,2005,240000,177400,50000,0,0,0,0,4,3,8,3
862,2005,139300,139300,10000,0,0,1,0,6,3,5,3
863,2005,316000,498000,36000,0,0,0,0,6,4,1,3
866,2005,390000,539131,40000,0,0,0,0,7,5,42,4
868,2005,690000,690000,20000,1,1,1,1,8,3,6,3
869,2005,1464000,1341000,30000,0,0,0,0,6,3,27,3
875,2005,150000,496500,50000,1,1,1,1,6,5,14,3
876,2005,1240000,870000,50000,0,1,0,0,6,3,22,3
877,2005,500000,610000,19100,1,1,1,1,7,5,7,4
878,2005,943600,1237000,60000,1,1,1,1,6,3,12,3
880,2005,123600,10800,60000,0,1,1,1,5,3,6,2
881,2005,1200000,780000,30000,0,0,0,0,7,3,18,4
882,2005,640700,564900,50000,0,0,0,0,6,3,5,3
883,2005,563600,563600,30000,0,0,0,0,9,5,22,2
885,2005,132000,198004,30000,1,1,1,0,4,3,2,3
886,2005,209000,263700,30000,0,0,0,0,5,5,5,3
887,2005,113000,111000,24000,1,1,1,1,6,3,6,3
888,2005,146800,137300,20000,0,0,0,0,8,3,5,5
889,2005,776000,663600,18000,0,0,0,0,6,5,10,3
890,2005,290000,290000,50000,1,1,1,1,7,5,12,4
892,2005,300000,135000,100000,1,0,0,1,4,3,2,3
893,2005,418800,504300,47500,0,0,0,0,6,3,5,3
895,2005,1150000,1619200,60000,0,0,0,0,6,5,18,3
897,2005,1142900,988000,58450,0,0,0,0,7,5,2,4
898,2005,809037,809037,59806,1,1,1,1,11,3,7,5
899,2005,229100,322100,18000,1,1,1,1,8,10,9,5
900,2005,703000,566900,40000,1,1,1,1,5,5,23,3
901,2005,347700,307200,46800,0,1,0,0,8,3,8,3
902,2005,320000,400000,20000,1,1,1,1,6,5,3,2
903,2005,710000,540000,12000,1,1,0,0,6,3,20,3
905,2005,750000,630000,36000,0,0,0,0,6,7,2,3
906,2005,449500,403000,40625,1,1,1,1,7,5,3,4
908,2005,330000,270000,60000,1,1,1,1,6,5,5,4
909,2005,502600,503700,30000,0,0,0,0,6,4,9,3
910,2005,103500,137100,15000,1,1,1,1,8,5,7,5
911,2005,1513100,1086100,14600,0,0,0,0,7,5,1,4
912,2005,652000,511000,30000,0,0,0,0,6,5,6,3
913,2005,687400,687400,25000,1,1,1,1,8,3,2,5
915,2005,332100,271300,20666,1,1,1,1,6,5,5,3
916,2005,688000,1002000,36000,1,1,1,0,9,6,4,4
917,2005,701400,614700,50000,1,1,1,1,9,3,4,4
918,2005,764500,764500,41666,1,1,1,1,6,3,6,3
919,2005,640800,726000,60000,0,0,0,0,6,5,7,3
920,2005,254000,254000,30000,0,0,0,0,3,2,2,2
921,2005,1464700,2475000,-95,1,1,1,0,6,3,6,3
922,2005,72000,72000,24000,1,1,1,1,6,5,4,3
923,2005,165500,149700,30000,0,0,0,0,8,3,2,2
925,2005,1243000,480000,25833,1,1,1,1,5,5,5,3
926,2005,516000,450000,36000,1,1,1,1,6,3,126,3
927,2005,197100,365200,36000,0,0,0,0,7,3,5,4
928,2005,115629,108703,20000,0,0,0,0,5,3,10,3
929,2005,342900,214300,14700,0,1,1,1,8,7,6,4
930,2005,190400,311000,30000,0,0,0,0,6,4,4,3
931,2005,1144000,1063600,0,1,1,1,1,17,5,-95,2
932,2005,3469600,3052800,0,1,1,1,1,10,5,6,5
933,2005,1680000,985000,100000,0,0,0,0,4,3,247,2
935,2005,210200,194600,25000,0,1,1,0,5,3,4,3
936,2005,245000,205000,30000,0,0,0,0,6,5,5,3
937,2005,1317600,1036800,30000,1,1,1,1,7,7,12,4
938,2005,660000,840000,60000,0,0,0,0,4,3,5,3
939,2005,665000,735000,60000,0,0,0,0,6,5,-95,3
948,2005,1150000,400000,48000,1,1,1,0,9,5,6,4
949,2005,510000,436700,30000,0,0,0,0,5,3,20,3
950,2005,171600,171600,15000,1,1,1,1,9,5,5,4
951,2005,596000,655000,50000,0,0,0,0,8,6,1,3
952,2005,275400,259000,30000,0,0,0,0,10,5,8,5
953,2005,328300,316800,25000,1,1,1,1,9,5,15,3
955,2005,270000,270000,30000,0,0,0,0,6,3,4,3
956,2005,175000,427700,35000,1,0,1,1,8,7,3,5
957,2005,438000,480000,48000,0,0,0,0,5,3,4,2
958,2005,445265,445265,36000,0,0,0,0,6,3,3,3
959,2005,454000,683000,90000,1,1,0,0,7,3,13,4
960,2005,426000,462000,96000,1,1,1,1,7,5,188,4
961,2005,162500,234100,40000,0,0,0,0,8,3,6,3
962,2005,160400,199300,30000,1,1,1,1,7,5,12,4
963,2005,920000,920000,50000,1,1,1,1,6,5,3,3
965,2005,256800,256800,24000,0,1,1,1,9,3,4,3
966,2005,555200,695800,20000,1,1,1,1,10,6,6,5
967,2005,350000,350000,25000,0,1,0,0,5,3,3,4
968,2005,235000,338000,30000,0,0,0,0,6,5,9,3
969,2005,405100,682000,36000,1,1,1,1,6,5,9,3
970,2005,372200,849800,30000,1,1,1,1,6,3,18,3
971,2005,320000,340000,40000,0,0,0,0,7,5,43,3
972,2005,400500,355000,60000,1,1,1,1,6,7,53,3
973,2005,643400,613400,24000,1,1,1,1,6,5,13,3
975,2005,892400,819400,100000,1,1,1,1,6,3,-95,3
976,2005,568700,497200,19300,0,0,0,0,6,3,5,3
977,2005,556500,556500,30000,0,0,0,0,6,5,4,3
978,2005,920000,770000,50000,0,0,0,0,8,3,5,4
979,2005,211000,162000,22500,1,1,1,1,4,3,4,3
980,2005,119800,109000,30000,1,1,1,1,3,3,4,2
981,2005,540000,404200,0,0,0,0,0,7,7,4,4
982,2005,413900,413900,30000,1,1,1,1,6,3,3,3
983,2005,605900,541900,45000,1,1,1,1,7,7,10,4
985,2005,164600,208500,15000,0,0,0,0,7,5,4,4
987,2005,1130000,980000,20000,1,1,1,1,6,3,23,3
988,2005,630000,981500,30000,0,0,0,0,6,7,8,3
989,2005,320000,260000,30000,1,1,1,1,6,5,6,2
990,2005,440000,800000,60000,0,0,0,0,4,5,8,3
993,2005,764900,632900,19280,1,1,1,1,6,3,1,5
995,2005,155000,140000,30000,0,1,0,0,7,3,4,4
996,2005,180000,170000,50000,0,0,0,0,4,3,4,2
997,2005,426400,484500,51350,1,1,1,1,4,3,7,2
998,2005,840000,778000,21600,0,1,1,0,9,3,5,3
999,2005,979166,840867,80000,0,1,0,0,6,5,3,3
1696,2005,350000,329200,50000,1,1,1,1,6,5,180,3
1896,2005,280000,300000,36666,0,0,0,0,9,6,4,4
2001,2005,1070000,790000,50000,1,0,0,0,7,5,31,4
2002,2005,379000,420600,48000,0,0,0,0,6,5,7,3
2003,2005,175250,176030,37500,0,0,0,0,6,3,5,3
2004,2005,600000,480000,30000,0,0,0,0,6,3,19,3
2005,2005,452000,459000,50000,1,0,0,0,6,3,6,3
2006,2005,595000,465000,30000,1,1,0,1,6,4,5,3
2007,2005,210000,261600,20000,1,0,0,0,5,5,5,3
2008,2005,543300,734500,54000,0,0,0,0,6,5,4,4
2009,2005,610000,480000,48000,0,0,0,0,10,3,5,5
2010,2005,723243,991537,30000,1,0,0,0,5,5,7,4
2011,2005,365600,366000,48000,0,0,0,0,6,5,-95,3
2012,2005,803000,574000,50000,0,0,0,0,6,3,15,3
2013,2005,387000,479000,20000,1,0,0,0,6,5,12,3
2014,2005,712500,786200,40000,1,1,0,1,6,5,8,3
2015,2005,206000,369828,30000,1,0,0,0,2,2,8,3
2016,2005,585000,687600,60000,1,0,0,0,6,3,3,3
2017,2005,587800,1174800,36000,0,0,0,0,6,5,13,3
2018,2005,610000,400000,30000,1,1,1,1,6,3,23,3
2019,2005,564200,357300,30000,1,0,0,0,6,5,7,3
2020,2005,610000,580000,38000,0,0,0,0,4,3,13,3
2021,2005,742000,1422000,50000,0,1,0,0,6,3,5,3
2022,2005,1594000,1097000,50000,1,1,1,1,6,3,48,3
2023,2005,500000,320000,25000,0,0,0,0,5,3,7,4
2024,2005,2600000,1600000,40000,0,0,0,0,6,3,28,3
2025,2005,306000,585000,40000,1,0,0,0,6,3,9,3
2026,2005,1200000,850000,40000,1,1,1,0,6,3,6,3
2027,2005,1222000,814000,28000,0,0,0,0,6,3,7,3
2028,2005,1449000,659000,48000,1,0,0,0,6,3,11,3
2029,2005,355700,301000,40000,1,0,0,0,4,3,7,4
2030,2005,765100,706300,50000,0,0,0,0,7,7,10,4
2031,2005,436000,468000,40000,0,0,0,0,6,3,9,3
2032,2005,391900,383500,48000,0,0,0,0,7,4,6,3
2033,2005,384000,440000,18000,1,0,0,0,6,5,7,3
2034,2005,169695,151710,20000,0,0,0,0,6,3,19,3
2035,2005,660000,630000,80000,1,1,1,1,7,5,5,4
2036,2005,632400,464800,28000,1,0,1,0,6,3,7,3
2037,2005,469900,749400,20000,1,0,0,0,5,5,5,3
2038,2005,312500,424500,20000,1,1,0,0,4,3,9,2
2039,2005,640000,840000,30000,0,0,0,0,10,9,56,5
2040,2005,282000,328000,30000,0,0,0,0,6,3,6,3
2041,2005,226000,400000,25000,1,0,0,0,7,5,8,4
2042,2005,255000,331000,10000,0,0,0,0,5,3,6,3
2043,2005,470000,370000,13333,0,0,0,0,6,3,7,3
2044,2005,612000,498000,30000,1,1,0,1,6,3,5,3
2045,2005,506550,506550,30000,0,0,0,0,7,4,5,3
2046,2005,405000,542500,20000,1,1,1,1,5,3,10,3
2047,2005,841300,766020,60000,0,0,0,0,6,3,-95,3
2048,2005,540000,540000,20000,0,0,0,0,7,4,6,3
2049,2005,416600,293600,20000,0,0,0,0,6,3,19,3
2050,2005,881000,723000,30000,1,0,0,0,6,3,-95,3
600000,2005,2146000,1920000,60000,0,0,0,0,11,9,109,6
600001,2005,450000,350000,50000,1,1,1,1,10,5,6,5
600002,2005,246000,610000,18000,0,0,0,0,6,7,7,3
600003,2005,413700,413700,42500,1,1,1,1,9,6,3,4
600004,2005,905500,905500,54000,0,0,0,0,9,4,13,4
600005,2005,422700,1011400,30000,1,0,0,0,7,4,34,4
600006,2005,442900,817300,50000,1,1,0,0,7,3,2,4
600007,2005,4403846,4815460,261904,1,0,0,0,8,3,4,4
600008,2005,836160,1075500,34286,0,0,0,0,7,3,2,4
600009,2005,1190000,1100000,40000,0,0,0,0,6,5,97,3
600010,2005,90000,144000,-95,1,1,1,1,11,3,6,6
600011,2005,1780000,2526000,74000,1,1,1,1,10,6,5,5
600012,2005,1685000,1151000,28000,0,0,0,0,6,3,10,3
600015,2005,1893000,1716000,70285,1,1,0,1,10,10,17,7
600016,2005,5696100,4321900,138420,1,1,1,1,10,9,40,5
600018,2005,1161000,1161000,50000,1,1,1,1,6,3,97,3
600019,2005,187500,0,62500,1,1,1,0,7,9,37,4
600020,2005,359900,321900,30000,1,1,1,0,6,3,8,3
600021,2005,750300,1014300,50000,1,1,1,1,8,6,149,5
600022,2005,317000,303800,50000,0,0,0,0,6,5,6,3
600026,2005,1480000,2063000,60000,1,1,1,0,5,3,12,3
600027,2005,1521400,2069800,50000,1,1,1,0,8,3,5,4
600028,2005,105750,-95,-95,1,1,1,1,9,12,16,4
600029,2005,588400,1241200,58000,1,1,0,0,6,3,4,4
600030,2005,1792800,1613900,40000,1,1,1,1,11,9,24,8
600031,2005,1500000,1680000,50000,0,0,0,0,5,3,3,4
600033,2005,302900,293600,18000,0,0,0,0,6,7,13,3
600035,2005,193906,238536,26000,1,1,1,1,6,5,6,3
600036,2005,4115900,5401800,59633,1,1,0,1,11,9,35,6
600037,2005,918700,863100,42000,0,0,0,0,9,3,16,5
600038,2005,154900,192900,25000,0,0,0,0,6,3,5,3
600039,2005,170800,109700,30000,1,1,1,1,5,5,5,4
600050,2005,521400,550700,120000,1,1,0,0,6,3,37,4
600051,2005,383999,840387,22500,1,1,1,0,7,5,7,4
600052,2005,288400,249300,40000,1,1,1,1,5,3,15,3
600053,2005,48000,175600,12000,0,0,0,0,5,3,3,2
600054,2005,309000,309000,36000,0,0,0,0,6,4,3,3
600055,2005,1465500,972600,40000,1,1,1,1,6,3,11,3
600056,2005,724600,902900,30000,1,1,1,1,6,7,2,3
600057,2005,240000,344000,40000,1,1,1,0,8,4,12,4
600058,2005,504000,1248800,168000,1,1,1,1,6,8,9,3
600059,2005,431943,380443,20000,1,1,1,1,8,3,25,4
600060,2005,78000,1886500,26000,1,1,1,1,5,3,24,3
600061,2005,505400,624900,23800,0,0,0,0,6,5,11,3
600062,2005,1224000,1933500,80000,1,1,1,1,10,5,7,5
600063,2005,323000,310000,26000,0,0,0,0,5,3,20,3
600064,2005,350000,610000,30000,0,0,0,0,4,3,3,3
600065,2005,90000,90000,30000,0,0,0,0,7,5,5,4
600066,2005,1870000,1430000,50000,0,1,0,0,6,5,16,3
600067,2005,586200,636200,0,1,1,1,1,6,3,6,3
600068,2005,493029,432382,40000,0,1,0,0,10,7,5,5
600069,2005,168200,123200,20000,1,0,0,0,6,3,9,4
600070,2005,154500,127800,0,1,1,0,0,10,6,18,4
600071,2005,338600,694800,15000,0,0,0,0,6,3,34,3
600072,2005,410000,400000,50000,0,0,0,0,6,5,71,3
600073,2005,744000,707000,50000,0,0,0,0,6,3,16,3
600074,2005,606000,420000,32000,1,1,1,1,6,3,277,3
600075,2005,317000,280000,30000,1,1,1,1,6,5,19,3
600076,2005,370560,434240,50000,0,0,0,0,6,3,6,3
600077,2005,373800,674400,50000,0,1,0,0,6,5,6,3
600078,2005,146000,150000,20000,0,0,0,0,6,3,271,3
600079,2005,378000,348000,30000,1,1,1,1,6,5,14,3
600080,2005,90000,157200,30000,0,0,0,0,5,4,3,3
600081,2005,605600,723500,50000,1,1,0,0,6,3,87,3
600082,2005,360500,362900,40000,0,0,0,0,7,5,6,3
600083,2005,475800,446600,60000,0,0,0,0,5,5,1,2
600084,2005,225000,288000,50000,1,1,1,1,6,3,9,3
600085,2005,879300,810600,0,0,0,0,0,6,5,15,5
600086,2005,1010000,1080000,50000,1,1,1,1,8,5,7,5
600087,2005,120000,735000,40000,0,0,0,0,6,5,10,3
600088,2005,437000,963100,25200,1,1,1,1,6,3,6,3
600089,2005,589000,441200,60000,1,1,1,1,6,5,11,4
600090,2005,189000,422000,11333,0,0,0,0,6,3,4,3
600091,2005,179900,175200,20000,1,1,1,1,6,5,6,3
600093,2005,237000,172000,30000,1,1,1,1,6,3,11,3
