股票代码,年度,金额最高的前三名董事的报酬总额,金额最高的前三名高级管理人员的报酬总额,独立董事津贴,审计委员会,薪酬与考核委员会,战略委员会,提名委员会,董事会的规模,监事会的规模,年度股东大会的参会股东人数,独立董事总人数
600255,2002,0,162145,20000,0,0,0,0,8,7,5,2
600256,2002,69100,171600,60000,1,1,1,1,8,5,14,3
600257,2002,291800,-95,30000,0,0,0,0,4,3,4,3
600258,2002,630000,600000,50000,1,1,0,0,7,3,6,2
600259,2002,60000,130718,20000,0,0,0,0,5,7,3,2
600260,2002,718000,604000,-95,0,0,0,0,9,5,59,0
600261,2002,530174,564140,26000,0,0,0,0,6,3,8,3
600262,2002,300000,1480000,30000,0,0,0,0,6,3,8,2
600263,2002,376000,470000,36000,1,1,1,1,6,5,7,2
600265,2002,183000,165000,24000,0,0,0,0,5,3,5,2
600266,2002,466000,480500,48000,1,1,1,1,8,5,2,3
600267,2002,600000,1060000,-95,1,1,0,0,12,9,20,3
600268,2002,120000,312000,20000,0,0,0,0,8,3,5,3
600269,2002,113000,131000,-95,1,1,0,1,8,5,24,3
600270,2002,479000,737000,-95,0,0,0,0,7,3,5,2
600272,2002,-95,437900,-95,0,0,0,0,11,3,133,2
600275,2002,251100,259400,30000,0,0,0,0,12,4,4,3
600276,2002,1090000,650000,40000,1,1,1,1,5,5,3,2
600277,2002,84200,65000,20000,1,1,1,1,4,3,5,3
600278,2002,960000,960000,40000,1,1,1,0,9,4,195,2
600279,2002,-95,206500,21000,0,0,0,0,7,7,7,2
600280,2002,434200,434200,30000,1,0,1,0,9,3,41,2
600281,2002,54409,38693,20000,0,0,0,0,7,6,6,2
600282,2002,563200,593200,26000,1,1,1,1,7,5,5,2
600283,2002,441200,385200,30000,1,1,1,1,8,3,5,3
600285,2002,446000,420000,36000,0,1,0,0,5,6,5,2
600286,2002,210000,160000,18800,0,0,0,0,7,5,6,2
600287,2002,938400,1402600,30000,0,0,0,0,4,5,59,2
600288,2002,-95,-95,60000,0,0,0,0,7,3,3,2
600289,2002,-95,-95,24000,1,1,1,1,10,5,7,5
600290,2002,344100,283900,30000,1,1,0,1,6,5,6,3
600291,2002,198386,162500,9000,0,1,1,0,7,5,5,2
600292,2002,-95,199700,15000,1,1,1,1,11,5,13,2
600293,2002,96000,91000,18000,1,0,1,0,7,3,10,2
600295,2002,900000,390000,-95,0,0,0,0,7,3,8,4
600296,2002,557800,495600,20000,1,1,0,0,5,3,7,2
600297,2002,519500,519500,0,1,1,1,1,8,5,4,3
600298,2002,440900,-95,20000,0,0,0,0,6,4,6,2
600299,2002,260000,240000,16000,0,0,0,0,7,3,2,2
600300,2002,1054100,1395600,30000,0,0,0,0,5,3,9,2
600301,2002,701991,652051,20000,1,1,0,1,6,5,4,2
600302,2002,106400,106400,15000,0,0,0,0,5,4,4,2
600303,2002,256000,268000,10000,0,0,0,0,6,3,8,4
600305,2002,150000,60000,30000,0,1,0,1,6,3,13,3
600306,2002,282000,282000,20000,0,0,0,0,9,7,6,5
600307,2002,153000,182600,60000,0,0,0,0,3,5,6,2
600308,2002,360000,230000,20000,0,1,0,0,9,5,47,2
600309,2002,510000,517000,20000,1,1,1,1,9,7,15,2
600310,2002,963889,963889,30000,1,1,1,1,8,5,6,2
600311,2002,273000,290000,60000,0,0,0,0,8,5,10,3
600312,2002,102292,216564,30000,0,0,0,0,7,3,7,2
600313,2002,233804,399718,30000,1,1,1,1,9,9,4,3
600315,2002,420000,720000,40000,0,1,0,0,11,5,37,2
600316,2002,94000,140000,12000,0,0,0,0,9,5,8,2
600317,2002,108040,112880,-95,0,0,0,0,9,3,57,2
600318,2002,105000,87000,-95,0,0,0,0,6,3,4,2
600319,2002,144849,117061,35000,1,1,1,1,7,3,5,4
600320,2002,350000,360000,36000,0,0,0,0,8,5,411,2
600321,2002,137600,134300,15000,0,0,0,0,5,5,8,2
600322,2002,183370,185314,30000,0,1,0,1,11,4,-95,2
600323,2002,1297000,1209300,50000,1,1,1,1,7,3,11,2
600326,2002,588969,768969,25000,1,1,1,1,6,3,5,2
600327,2002,547794,308118,48000,0,0,0,0,4,5,5,3
600328,2002,270472,218898,30000,1,1,1,1,6,5,3,3
600329,2002,700000,600000,43600,1,1,1,1,6,3,9,3
600330,2002,630000,630000,45000,1,1,1,1,6,5,54,3
600331,2002,355000,455000,12000,0,0,0,0,6,3,12,3
600332,2002,1850000,830000,62520,1,1,0,1,4,3,2,5
600333,2002,151549,151549,0,0,0,0,0,9,3,32,1
600335,2002,72000,145000,24000,0,0,0,0,5,3,5,2
600336,2002,233000,246000,36000,1,1,1,1,6,5,7,3
600337,2002,450360,450360,55000,1,1,1,1,7,7,9,2
600338,2002,366000,416000,24000,0,0,0,0,8,3,5,2
600339,2002,-95,134000,50000,1,1,1,0,8,6,5,3
600345,2002,-95,370000,20000,1,1,1,1,6,3,10,3
600346,2002,260000,260000,24000,0,0,0,0,6,3,5,2
600350,2002,267000,267000,25000,0,0,0,0,6,6,6,3
600351,2002,411000,411000,-95,0,0,0,0,7,5,5,2
600353,2002,360000,360000,-95,0,0,0,0,8,3,39,0
600355,2002,1005000,1005000,30000,1,0,0,0,7,3,5,3
600356,2002,92355,97886,50000,0,1,0,0,9,3,19,2
600357,2002,435000,352500,30000,0,0,0,0,9,5,32,2
600358,2002,-95,460000,0,0,1,1,1,6,3,8,3
600359,2002,243100,235500,20000,0,0,0,0,5,6,12,2
600360,2002,-95,420000,30000,0,0,0,0,9,3,4,2
600361,2002,480000,470000,50000,0,0,0,0,4,2,6,3
600362,2002,850000,255700,80000,0,0,0,0,7,5,5,4
600363,2002,490000,390000,15000,0,0,0,0,6,5,6,3
600365,2002,379000,-95,30000,0,0,0,0,7,3,6,2
600366,2002,320000,320000,-95,0,0,0,0,7,8,25,2
600367,2002,83000,79000,20000,0,0,0,0,6,3,10,3
600368,2002,165672,153672,-95,1,1,1,1,9,6,9,3
600369,2002,123800,108500,40000,0,0,0,0,7,3,12,2
600371,2002,248400,246900,30000,0,0,0,0,7,3,6,2
600372,2002,-95,125817,26000,0,0,0,0,13,7,7,2
600373,2002,130000,130000,15000,1,1,1,1,6,5,5,2
600376,2002,-95,567300,50000,1,1,0,1,7,3,6,2
600377,2002,452000,-95,40000,1,1,1,1,7,5,30,4
600378,2002,-95,110000,-95,1,1,0,0,11,5,5,0
600379,2002,272300,231100,37500,0,1,1,0,7,5,3,2
600380,2002,585000,824400,60000,0,0,0,0,5,3,3,2
600381,2002,15069,40434,16000,0,0,0,0,5,3,3,2
600382,2002,137800,88800,50000,0,0,0,0,7,3,5,2
600383,2002,1285000,785700,0,0,1,0,0,10,5,7,3
600385,2002,37000,110000,30000,0,0,0,0,5,4,10,2
600386,2002,222500,326000,30000,0,0,0,0,6,3,8,3
600388,2002,280000,321000,-95,0,0,0,0,6,3,11,3
600389,2002,728000,672000,60000,0,0,0,0,6,3,4,2
600390,2002,298500,253900,24000,0,1,1,0,9,5,6,2
600391,2002,222000,312000,20000,1,1,1,1,10,7,5,3
600393,2002,564500,564500,60000,0,0,0,0,6,3,20,3
600395,2002,207000,210000,20000,0,0,0,0,7,5,8,2
600396,2002,-95,2200000,50000,0,0,0,0,10,5,5,3
600397,2002,245000,184000,-95,1,1,1,0,7,5,6,2
600398,2002,296000,254000,20000,0,0,0,0,9,3,6,2
600399,2002,35000,36000,20000,0,0,0,0,5,5,16,2
600400,2002,215000,165000,20000,0,0,0,0,5,3,12,2
600415,2002,585200,542100,-95,1,1,1,1,9,5,39,2
600416,2002,520870,321020,30000,1,1,1,1,7,5,7,4
600418,2002,433000,396000,-95,0,1,1,0,10,7,5,3
600419,2002,160500,152800,40000,0,0,0,0,9,5,5,2
600422,2002,740000,1160000,-95,1,1,1,1,5,6,7,2
600426,2002,107000,100400,21000,0,0,0,0,5,3,6,2
600428,2002,422861,781789,24000,1,1,1,1,7,5,-95,4
600448,2002,397600,357200,80000,0,1,0,0,9,7,5,2
600456,2002,214000,128000,0,1,1,1,1,8,5,7,3
600458,2002,120000,295500,30000,0,0,0,0,11,7,16,2
600466,2002,768000,576000,50000,1,1,1,1,7,3,5,2
600468,2002,55000,75000,9600,0,0,0,0,6,3,5,3
600486,2002,490800,490800,50000,0,0,0,0,9,5,7,2
600488,2002,316000,316000,30000,0,0,0,0,6,4,9,3
600496,2002,50906,45668,20000,1,1,1,1,10,3,5,2
600498,2002,240000,589000,30000,0,0,0,0,10,9,12,5
600499,2002,-95,376200,30000,0,0,0,0,6,3,7,1
600500,2002,55005,1326750,80000,1,1,1,1,6,3,4,3
600501,2002,342000,315000,40000,0,0,0,0,9,3,7,2
600503,2002,487200,547800,-95,0,0,0,0,9,3,7,0
600505,2002,-95,98998,40000,0,0,0,0,11,5,38,2
600506,2002,218000,176000,40000,1,1,1,0,7,3,5,2
600508,2002,148000,251400,40000,0,1,0,0,10,9,179,2
600509,2002,367400,316300,50000,0,0,0,0,9,5,5,2
600510,2002,739300,739300,-95,0,0,0,0,11,5,89,0
600511,2002,795000,730000,50000,1,1,1,0,8,3,-95,3
600512,2002,870000,850000,50000,0,0,0,0,7,3,24,2
600515,2002,198000,198000,18000,0,0,0,0,7,5,18,2
600516,2002,91035,120422,20000,0,0,0,0,6,5,5,3
600518,2002,278400,127200,24000,1,1,1,1,7,3,6,2
600519,2002,1221100,1133900,36000,0,0,0,0,13,5,5,2
600520,2002,371000,198000,-95,0,0,0,0,8,4,9,0
600522,2002,270000,330000,50000,0,0,0,0,7,3,7,2
600523,2002,-95,255900,-95,0,0,0,0,10,9,5,2
600525,2002,0,418300,15000,0,0,0,0,6,3,6,2
600526,2002,440000,320000,36000,0,0,0,0,11,5,9,2
600528,2002,83800,226000,30000,0,0,0,0,8,5,5,2
600529,2002,1913500,1717600,30000,0,0,0,0,5,3,29,2
600530,2002,-95,800000,50000,0,1,1,0,8,5,75,3
600531,2002,55920,92397,20000,0,0,0,0,7,5,-95,2
600532,2002,-95,130000,-95,0,0,0,0,6,5,5,3
600533,2002,354400,449600,30000,0,0,0,0,6,4,6,3
600535,2002,1000000,950000,50000,0,0,0,0,6,7,-95,3
600536,2002,1230000,1230000,60000,1,1,1,1,7,5,12,2
600537,2002,1497600,1493300,63000,1,1,1,1,6,3,7,3
600538,2002,360000,348000,40000,1,1,0,0,9,3,7,2
600539,2002,178781,160904,0,0,0,0,0,9,3,5,2
600548,2002,1061800,1190600,150000,0,1,1,1,8,3,6,3
600549,2002,586000,600000,-95,1,1,0,0,13,9,5,2
600550,2002,275451,275451,-95,0,0,0,0,6,3,5,2
600551,2002,153000,174000,0,0,0,0,0,7,5,5,1
600552,2002,29325,19836,0,0,0,0,0,9,3,5,2
600553,2002,281137,261056,20000,0,0,0,0,11,5,9,3
600555,2002,1005500,676700,-95,0,0,0,0,6,4,37,2
600556,2002,412000,353000,-95,0,0,0,0,9,3,7,2
600557,2002,1012000,733000,0,0,0,0,0,5,3,10,2
600558,2002,312000,288000,20000,1,1,1,1,6,5,6,2
600559,2002,210000,160000,20000,0,0,0,0,6,5,5,3
600560,2002,120000,330000,50000,0,0,0,0,8,5,5,3
600561,2002,93000,146000,-95,1,1,0,0,5,5,49,3
600562,2002,-95,-95,20000,0,0,0,0,6,3,-95,3
600563,2002,1059500,858700,24000,0,0,0,0,6,3,5,3
600565,2002,-95,480000,24000,0,0,0,0,3,3,5,2
600566,2002,283774,283774,80000,0,0,0,0,9,5,5,4
600567,2002,161000,140100,15000,1,1,1,1,7,3,5,4
600568,2002,-95,-95,20000,1,1,1,1,8,3,4,3
600569,2002,130645,112012,-95,0,0,0,0,6,5,8,3
600571,2002,940000,880000,60000,1,0,0,0,8,3,16,3
600576,2002,550000,550000,50000,1,1,1,1,10,5,5,2
600577,2002,270427,270427,16666,0,0,0,0,6,3,5,3
600578,2002,341000,505000,30000,0,0,0,0,13,7,5,2
600579,2002,-95,-95,18000,1,1,1,1,5,3,5,4
600580,2002,-95,-95,40000,0,1,0,0,7,3,14,2
600581,2002,321400,186300,50000,0,0,0,0,7,3,5,4
600582,2002,160000,250000,20000,0,0,0,0,9,9,7,2
600583,2002,244800,204500,42000,0,1,1,0,6,3,6,3
600585,2002,1258300,1100000,-95,0,0,0,0,5,3,4,3
600586,2002,-95,-95,-95,0,0,0,0,13,5,6,0
600587,2002,135821,110807,36000,0,0,0,0,7,3,22,2
600588,2002,4725923,4725923,36000,1,1,1,1,4,3,15,4
600589,2002,260000,220000,12000,1,1,1,1,6,3,8,3
600590,2002,120000,130000,-95,0,0,0,0,7,6,6,2
600591,2002,390000,1107000,15000,1,1,0,1,11,3,-95,2
600592,2002,544500,506700,80000,1,1,1,1,7,5,5,2
600593,2002,155100,340400,-95,1,1,1,1,6,3,-95,3
600595,2002,122900,89600,26775,1,1,1,1,7,3,-95,3
600596,2002,684000,586000,60000,0,1,0,0,6,3,62,2
600597,2002,-95,698000,0,0,0,0,0,12,3,6,1
600598,2002,184000,76500,50000,0,0,0,0,9,3,7,2
600599,2002,550000,550000,45600,1,1,1,1,7,3,5,2
600600,2002,270000,370000,50000,1,1,0,1,6,6,10,3
600601,2002,960000,960000,36000,0,0,0,0,8,3,126,3
600602,2002,251000,356000,20000,0,0,0,0,7,7,216,2
600603,2002,-95,200000,-95,1,1,1,1,7,3,89,0
600604,2002,164127,325223,25000,0,0,0,0,6,5,147,2
600605,2002,411140,272000,30000,1,1,1,1,11,3,84,2
600606,2002,1691828,1490556,50000,0,0,0,0,7,3,78,2
600607,2002,689000,637000,50000,0,0,0,0,7,3,253,2
600608,2002,340000,420000,20000,0,0,0,0,5,4,87,2
600609,2002,489800,489800,48000,0,1,0,0,7,3,4,3
600610,2002,300000,249000,30000,0,0,0,0,7,5,139,2
600611,2002,1200000,1200000,30000,0,1,0,0,10,5,999,3
600612,2002,178302,-95,-95,0,0,0,0,7,3,62,2
600613,2002,100000,114000,-95,0,0,0,0,7,3,35,0
600614,2002,580000,500000,-95,1,1,1,1,9,4,11,2
600615,2002,-95,-95,-95,0,0,0,0,7,3,18,2
600616,2002,300000,250000,50000,0,0,0,0,8,3,111,3
600617,2002,0,131600,50000,0,0,0,0,9,5,53,2
600618,2002,400000,450000,50000,1,1,1,1,10,9,101,2
600619,2002,710700,702700,0,1,1,1,1,11,5,105,2
600620,2002,699357,370590,15000,0,0,0,0,8,5,87,4
600621,2002,480000,420000,20000,1,0,1,0,9,5,144,2
600622,2002,306000,786000,-95,0,0,0,0,8,3,81,2
600623,2002,156000,362000,-95,1,1,1,1,7,4,5,0
600624,2002,408000,546000,-95,1,1,1,1,5,5,332,2
600626,2002,714400,713000,-95,1,1,0,1,13,5,173,0
600627,2002,299300,299300,50000,0,0,0,0,9,3,24,3
600628,2002,215939,214736,45600,1,0,0,0,5,3,324,2
600629,2002,212700,212700,-95,0,0,0,0,10,5,29,3
600630,2002,338000,288000,0,0,0,0,0,10,5,272,6
600631,2002,495900,440600,50000,0,0,0,0,8,5,342,3
600632,2002,490000,490000,50000,0,0,0,0,5,3,374,2
600633,2002,155300,141000,23333,0,0,0,0,6,3,18,2
600634,2002,-95,180000,30000,0,0,0,0,5,3,106,2
600635,2002,880000,880000,30000,0,0,0,0,9,3,750,2
600636,2002,1460000,590000,50000,1,1,1,1,6,5,162,3
600637,2002,450000,430000,20000,0,1,1,0,7,9,192,4
600638,2002,476000,200000,50000,0,0,0,0,5,3,303,2
600639,2002,305930,138380,20000,1,1,1,1,6,5,718,3
600640,2002,303500,754800,50000,0,0,0,0,6,3,39,3
600641,2002,234600,360700,-95,0,0,0,0,7,7,246,2
600642,2002,609100,609100,35000,1,1,1,0,8,5,622,2
600643,2002,460000,460000,30000,0,0,0,0,9,7,154,2
600644,2002,546600,1197200,40000,0,0,0,0,13,5,11,2
600645,2002,150000,435000,20000,0,0,0,0,11,3,28,4
600646,2002,180000,0,0,0,1,0,0,7,3,6,2
600647,2002,-95,140000,30000,0,0,0,0,7,3,10,2
600648,2002,218000,543000,30000,0,0,0,0,6,3,282,2
600649,2002,579605,498807,40000,1,1,1,1,7,3,445,2
600650,2002,-95,291000,-95,1,1,0,0,7,3,367,2
600651,2002,282000,288000,30000,1,1,1,1,7,3,127,2
600652,2002,0,210000,20000,0,0,0,0,7,3,531,2
600653,2002,1130000,1564000,100000,0,0,0,0,6,5,2115,3
600654,2002,320000,220000,30000,0,0,0,0,7,3,373,2
600655,2002,530000,650000,50000,0,0,0,0,5,3,1007,2
600656,2002,404200,404200,48000,0,0,0,0,8,7,38,3
600657,2002,280000,360000,50000,0,0,0,0,9,3,11,2
600658,2002,-95,522544,30000,0,0,0,0,9,5,4,2
600659,2002,96000,192000,30000,0,0,0,0,6,5,6,2
600660,2002,1426300,1185500,48000,1,1,1,1,6,3,11,3
600661,2002,-95,302400,30000,0,1,1,0,5,5,149,2
600662,2002,306000,786000,30000,0,0,0,0,8,3,249,3
600663,2002,-95,887000,30000,0,0,0,0,5,3,644,2
600664,2002,910000,310000,36000,0,0,0,0,14,4,16,2
600665,2002,48000,137000,48000,0,0,0,0,13,6,198,2
600666,2002,287400,188700,12000,0,0,0,0,8,5,17,2
600667,2002,247000,214736,-95,0,0,0,0,9,5,7,2
600668,2002,700000,556000,30000,0,0,0,0,6,5,14,2
600669,2002,-95,24200,12000,0,0,0,0,7,3,3,2
600670,2002,106452,151248,20000,0,0,0,0,9,3,-95,2
600671,2002,121400,106936,20000,0,0,0,0,6,5,17,2
600672,2002,210000,190000,50000,1,1,1,1,5,5,6,2
600673,2002,-95,-95,30000,0,0,0,0,7,5,18,2
600674,2002,180000,150000,25000,1,1,1,1,7,5,12,2
600675,2002,2241800,1872400,50000,0,0,0,0,7,3,466,2
600676,2002,460000,425000,10000,0,0,1,0,12,4,233,2
600677,2002,145800,313400,50000,0,0,0,0,9,4,7,4
600678,2002,465000,655000,25000,1,1,0,0,8,5,5,3
600679,2002,119000,90000,36000,0,0,0,0,13,5,32,2
600680,2002,306200,594000,50000,0,0,0,0,7,3,102,2
600681,2002,-95,-95,0,0,0,0,0,10,6,18,2
600682,2002,576580,576580,36842,0,0,0,0,7,3,99,2
600683,2002,524300,616200,20000,0,0,0,0,7,2,20,3
600684,2002,618700,618700,50000,0,0,0,0,7,5,8,2
600685,2002,291700,249600,50000,0,0,0,0,7,5,6,4
600686,2002,1411100,1411100,60000,0,0,0,0,7,3,8,2
600687,2002,450000,450000,30000,0,0,0,0,4,3,3,2
600688,2002,-95,-95,0,0,0,0,0,11,7,79,3
600689,2002,255000,255000,30000,0,0,0,0,6,5,119,3
600690,2002,144439,141598,30000,1,1,1,1,6,3,71,3
600691,2002,90850,-95,30000,1,1,1,1,8,5,21,2
600692,2002,-95,209000,20000,0,0,0,0,3,3,38,2
600693,2002,66700,77400,0,0,0,0,0,7,3,16,2
600694,2002,840000,650000,30000,0,0,0,0,7,3,60,2
600695,2002,985000,565000,30000,0,0,0,0,7,3,234,2
600696,2002,420000,420000,36000,0,0,0,0,5,3,5,2
600697,2002,297000,297000,18000,0,0,0,0,11,5,26,2
600698,2002,410000,378000,12000,0,0,1,0,6,3,5,2
600699,2002,400000,400000,20000,0,0,0,0,9,5,10,3
600700,2002,189673,187673,30000,1,1,0,1,11,4,7,2
600701,2002,300000,144000,50000,0,0,0,0,6,3,9,2
600702,2002,86435,69389,30000,0,0,0,0,7,5,38,2
600703,2002,282000,242000,20000,1,1,1,1,6,5,4,2
600704,2002,1131500,1034600,50000,0,0,0,1,7,5,36,2
600705,2002,809000,804000,36000,0,0,0,0,7,6,24,3
600706,2002,130000,200000,20000,0,0,0,0,4,3,11,3
600707,2002,270900,587500,24333,1,1,1,0,4,3,4,3
600708,2002,350000,500000,20000,0,0,0,0,9,3,45,2
600709,2002,58000,58000,40000,0,0,0,0,9,3,5,2
600710,2002,483400,354300,30000,0,0,0,0,6,4,37,2
600711,2002,462100,150600,96000,0,0,0,0,4,3,3,2
600712,2002,318068,258596,18000,0,0,0,0,9,5,17,2
600713,2002,476500,474000,-95,1,1,1,1,6,3,47,0
600714,2002,85306,85306,12000,1,1,1,1,11,5,14,2
600715,2002,26000,71500,-95,0,0,0,0,4,5,6,2
600716,2002,128300,128300,30000,0,0,0,0,7,3,7,2
600717,2002,459300,400900,30000,0,0,0,0,13,5,18,2
600718,2002,298550,982048,0,1,1,0,1,6,3,21,3
600719,2002,209000,164000,24000,0,0,0,0,7,5,12,2
600720,2002,115600,101800,20000,0,0,0,0,9,5,33,2
600721,2002,138300,138300,-95,0,0,0,0,9,3,6,0
600722,2002,163200,129100,-95,0,0,0,0,7,5,4,2
600723,2002,253000,193000,30000,1,1,1,1,11,3,31,2
600724,2002,360000,600000,30000,0,0,0,0,4,5,44,2
600725,2002,390000,347000,36000,0,0,0,0,6,3,13,2
600726,2002,206400,209700,30000,0,0,0,0,13,3,8,2
600727,2002,207300,95500,10000,0,0,0,0,5,3,14,2
600728,2002,-95,771000,30000,1,1,1,1,9,3,6,2
600729,2002,862700,862700,0,0,0,0,0,6,5,58,3
600730,2002,334000,504000,30000,0,0,0,0,6,7,295,3
600731,2002,257939,222150,23600,1,1,0,1,13,5,31,2
600732,2002,-95,149500,30000,0,0,0,0,7,5,90,2
600733,2002,451200,403200,40000,0,0,0,0,6,3,10,2
600734,2002,702400,740000,60000,1,1,1,1,10,3,9,2
600735,2002,59000,73000,10000,0,0,0,0,7,3,4,2
600736,2002,241000,360000,15000,1,1,1,1,9,4,11,3
600737,2002,450000,310000,-95,0,0,0,0,9,5,5,3
600738,2002,169000,153000,20000,1,1,1,1,7,5,11,4
600739,2002,560000,480000,50000,0,0,0,0,7,3,17,2
600740,2002,68900,48200,-95,0,0,0,0,7,7,122,2
600741,2002,420000,320000,40000,0,0,0,0,17,3,3501,2
600742,2002,-95,-95,-95,0,0,0,0,9,3,21,2
600743,2002,168000,168000,20000,0,0,0,0,7,3,5,2
600744,2002,-95,400000,30000,1,1,1,1,11,7,22,2
600745,2002,168600,198400,30000,1,1,0,1,3,3,4,2
600746,2002,132000,155000,10000,0,0,0,0,5,3,10,2
600747,2002,631700,631700,-95,0,0,0,0,5,5,7,2
600748,2002,134000,115000,15000,0,0,0,0,7,5,136,2
600749,2002,-95,160000,0,0,0,0,0,9,3,14,2
600750,2002,342000,372000,25000,1,1,1,1,6,3,10,2
600751,2002,188200,156000,24000,0,0,0,0,5,3,15,2
600752,2002,110600,-95,7640,0,0,0,0,9,5,6,2
600753,2002,60000,50000,50000,0,0,0,0,7,3,4,2
600754,2002,350000,350000,40000,0,0,0,0,14,5,272,2
600755,2002,537500,517900,50000,1,1,1,1,5,3,10,2
600756,2002,-95,338500,30000,1,1,1,1,7,5,2,2
600757,2002,300000,350000,36000,1,1,1,1,8,7,64,4
600758,2002,134210,150532,18000,0,0,0,0,10,6,7,3
600759,2002,73800,95280,10000,0,0,0,0,7,3,31,2
600760,2002,49141,46586,20000,1,1,1,1,7,5,12,2
600761,2002,435510,345181,28000,0,1,0,0,11,5,42,2
600762,2002,530000,117594,30000,1,1,1,1,7,3,7,2
600763,2002,-95,101000,-95,0,0,0,0,11,5,1,0
600764,2002,-95,147000,0,0,0,0,0,7,5,63,2
600765,2002,146200,123100,24000,0,0,0,0,7,3,12,2
600766,2002,0,120000,20000,0,0,0,0,4,4,26,3
600767,2002,0,200000,18000,0,0,0,0,9,3,8,2
600768,2002,220000,200000,20000,0,0,0,0,7,3,3,2
600769,2002,53095,38204,20000,0,0,0,0,13,7,14,2
600770,2002,-95,-95,15000,0,0,0,0,7,5,3,2
600771,2002,-95,550000,0,0,0,0,0,11,5,5,3
600772,2002,284600,256200,30000,1,1,1,1,6,3,18,3
600773,2002,281000,270000,0,1,1,1,1,11,3,12,2
600774,2002,108000,98000,-95,1,1,1,1,7,3,37,2
600775,2002,440000,400000,0,1,1,1,1,10,5,46,2
600776,2002,-95,-95,30000,1,1,1,1,7,3,49,3
600777,2002,228000,288000,10000,0,0,0,0,7,5,18,2
600778,2002,547300,508200,30000,0,0,0,0,7,7,6,2
600779,2002,81236,74733,24000,0,0,0,0,9,5,22,2
600780,2002,60000,170000,12000,0,0,0,0,5,5,5,2
600781,2002,40000,330000,30000,0,0,0,0,9,3,59,2
600782,2002,-95,430600,24000,0,0,0,0,9,6,5,2
600783,2002,0,144666,15000,0,1,1,1,10,6,9,2
600784,2002,550000,550000,-95,0,0,0,0,6,3,-95,1
600785,2002,443326,409224,12000,0,0,0,0,9,5,14,2
600786,2002,100830,98430,28000,1,0,1,0,9,3,6,2
600787,2002,-95,-95,24000,0,1,0,0,8,5,5,2
600788,2002,556000,444000,25000,1,1,1,1,7,7,14,4
600789,2002,-95,-95,24000,1,1,1,1,9,3,21,2
600790,2002,333000,244000,40000,1,1,1,1,6,5,35,3
600791,2002,-95,165291,36000,1,1,1,1,7,3,5,2
600792,2002,170000,170000,14400,0,0,0,0,9,3,3,2
600793,2002,217500,217500,-95,0,0,0,0,6,5,18,2
600794,2002,0,76800,50000,1,1,1,1,6,5,6,3
600795,2002,186000,493000,48000,0,0,0,0,10,3,12,2
600796,2002,373125,275495,30000,1,1,1,1,8,5,16,3
600797,2002,120000,750000,36000,0,0,0,0,8,3,9,3
600798,2002,274800,215000,80000,1,1,1,1,12,5,16,3
600799,2002,360000,364000,36000,0,0,0,0,9,5,4,2
600800,2002,270000,240000,50000,0,0,0,0,6,5,24,2
600801,2002,440258,369854,39740,0,0,0,0,6,5,8,3
600802,2002,136532,145778,-95,1,1,1,1,7,8,11,2
600803,2002,112700,105900,50000,1,1,1,1,9,3,5,2
600804,2002,208000,208000,40000,0,0,0,0,7,2,94,2
600805,2002,370000,370000,70000,0,0,0,0,10,5,8,2
600806,2002,243000,239000,24000,0,0,0,0,8,5,-95,3
600807,2002,32000,41000,30000,1,1,1,1,7,5,3,2
600808,2002,1140000,760000,15000,0,0,0,0,8,9,7,5
600809,2002,94000,162000,40000,0,0,0,0,8,5,12,2
600810,2002,113587,81888,26000,0,0,0,0,8,5,21,2
600811,2002,-95,1420000,35000,0,0,0,0,5,5,31,2
600812,2002,380000,187000,25000,0,1,0,0,6,5,40,3
600814,2002,347274,328245,25000,1,1,1,1,8,3,34,2
600815,2002,822600,1079700,50000,1,1,1,1,6,5,7,2
600816,2002,130000,124000,60000,0,0,0,0,9,3,20,2
600817,2002,382600,382600,-95,1,1,1,1,11,3,47,2
600818,2002,158000,204000,36000,0,0,0,0,7,3,87,2
600819,2002,339248,873027,50000,0,0,0,0,9,6,14,2
600820,2002,312372,295200,36000,0,0,0,0,9,5,230,2
600821,2002,191900,164500,12000,0,0,0,0,5,5,9,2
600822,2002,275900,218600,30000,0,0,0,0,9,5,115,2
600823,2002,140500,454000,50000,0,0,0,0,6,5,127,3
600824,2002,507003,476207,0,0,0,0,0,6,5,157,2
600825,2002,290000,268000,60000,1,1,1,1,6,3,65,3
600826,2002,450000,450000,30000,0,0,0,0,6,5,287,3
600827,2002,-95,505000,36000,1,1,1,1,8,3,139,2
600828,2002,269447,222990,30000,0,0,0,0,7,5,19,2
600829,2002,382700,342700,33000,0,0,0,0,6,5,6,2
600830,2002,426000,55000,20000,0,0,0,0,8,5,34,2
600831,2002,124320,118860,15000,0,0,0,0,12,3,3,3
600832,2002,160000,400000,30000,0,0,0,0,8,6,986,3
600833,2002,170000,240000,24000,0,0,0,0,9,5,115,2
600834,2002,0,370000,30000,0,0,0,0,6,3,199,2
600835,2002,110200,127600,20000,1,1,1,1,9,5,81,2
600836,2002,440200,417400,30000,0,0,0,0,7,3,136,2
600837,2002,320000,400000,20000,0,0,0,0,6,3,71,3
600838,2002,485000,428200,50000,0,0,0,0,5,5,166,2
600839,2002,882000,882000,-95,0,0,0,0,10,7,207,0
600840,2002,127200,127200,30000,1,1,1,1,5,3,7,2
