股票代码,年度,CR_5指数,CR_10指数,Z指数,Herfindahl_5指数,Herfindahl_10指数
600682,2000,0.278661,0.29131,18.7948895,0.060310661,0.060342772
600683,2000,0.278988,0.319288,10.61416035,0.046911344,0.047252202
600684,2000,0.476511,0.513838,5.742708877,0.161776845,0.162066048
600685,2000,0.713103,0.740945,1.570904051,0.25528989,0.255460152
600686,2000,0.577474,0.591357,2.748793836,0.109978424,0.110021887
600687,2000,0.554683,0.671974,2.097879088,0.0952041,0.098016117
600688,2000,0.864497,0.882693,2.172457347,0.376469851,0.376536592
600689,2000,0.390519,0.397463,24.96515246,0.130657838,0.13066858
600690,2000,0.522177,0.535026,1.753217496,0.131430612,0.131464099
600691,2000,0.410151,0.459845,6.133985876,0.086006599,0.086501627
600692,2000,0.5679,0.592168,11.82727296,0.221298378,0.221417139
600693,2000,0.444607,0.45856,14.31744127,0.1559596,0.155998866
600694,2000,0.449101,0.537754,34.43706437,0.176645073,0.178271575
600695,2000,0.857177,0.930881,1.666670599,0.273150045,0.274250321
600696,2000,0.665416,0.679766,3.818093368,0.207578917,0.20762016
600697,2000,0.440332,0.458071,13.03029853,0.125200851,0.125267748
600698,2000,0.437642,0.544624,50.91050535,0.167499597,0.16982926
600699,2000,0.518443,0.528744,3.484548535,0.110021647,0.110043049
600700,2000,0.567519,0.593065,1.290931787,0.121330028,0.121460612
600701,2000,0.46483,0.470538,3.9375,0.130829567,0.130836091
600702,2000,0.548121,0.562083,9.122480159,0.214446779,0.21448676
600703,2000,0.49999,0.521275,18.98478897,0.207144145,0.207235773
600704,2000,0.519003,0.560453,5.485808477,0.130377829,0.130739572
600705,2000,0.315089,0.373213,1.709991317,0.02614881,0.026856901
600706,2000,0.528053,0.537726,1.017808858,0.069522025,0.069540773
600707,2000,0.612303,0.669703,32.83908517,0.315877024,0.316587199
600708,2000,0.562717,0.610896,5.482464619,0.202885986,0.203351298
600709,2000,0.55322,0.570855,1.893684166,0.163050234,0.163117001
600710,2000,0.563635,0.58127,151.0151265,0.301553808,0.301620576
600711,2000,0.754056,0.762407,1.250000786,0.259845596,0.259859631
600712,2000,0.442697,0.477817,4.453803709,0.070313473,0.07056817
600713,2000,0.481731,0.50888,3.546334572,0.086067876,0.086227057
600714,2000,0.628406,0.706085,1.314287123,0.163563512,0.16477712
600715,2000,0.594643,0.604155,22.34193358,0.282897166,0.28291561
600716,2000,0.75,0.769039,671.0675068,0.555858686,0.5559313
600717,2000,0.641615,0.650936,146.8901099,0.394743399,0.394760817
600718,2000,0.667261,0.691894,1.405407132,0.188042581,0.188175776
600719,2000,0.62587,0.652158,3.343609254,0.183834309,0.183974641
600720,2000,0.531979,0.540343,10.21943142,0.194772569,0.19478663
600721,2000,0.485287,0.539548,1.164133333,0.064849598,0.065454328
600722,2000,0.729,0.761801,1286.925664,0.528694236,0.528931668
600723,2000,0.578837,0.589411,25.7341067,0.254994928,0.255017534
600724,2000,0.56498,0.576788,3.799546717,0.11848543,0.118514132
600725,2000,0.664191,0.680916,473.4849138,0.434407494,0.434464369
600726,2000,0.428322,0.45911,12.98691596,0.119150136,0.119345893
600727,2000,0.609984,0.617562,167.5050336,0.358831398,0.358843055
600728,2000,0.672487,0.686087,1.084082716,0.164788566,0.164826438
600729,2000,0.401668,0.414045,1.048541653,0.062702926,0.062733592
600730,2000,0.39622,0.492102,5.166705467,0.075646105,0.077508404
600731,2000,0.577127,0.605173,21.03135376,0.25190915,0.252067751
600732,2000,0.669619,0.684242,579.7491289,0.442963631,0.443006926
600733,2000,0.549271,0.561367,1.240692721,0.092301593,0.092331106
600734,2000,0.538627,0.548814,1.075994748,0.075993448,0.076014483
600735,2000,0.479028,0.495585,87.67129542,0.212500876,0.212556705
600736,2000,0.680291,0.708148,8.576366809,0.28338327,0.283540868
600737,2000,0.447967,0.496155,1.996205534,0.044932076,0.045449618
600738,2000,0.416457,0.451309,7.217930622,0.116441836,0.116687731
600739,2000,0.569246,0.604669,1.097112375,0.091991395,0.092243972
600740,2000,0.59657,0.662864,110.0822642,0.340446901,0.341327276
600741,2000,0.46879,0.476893,6.758398638,0.102365811,0.102379478
600742,2000,0.474612,0.505546,2.617144042,0.114769703,0.114962315
600743,2000,0.596129,0.69783,1.553354659,0.078814534,0.080903292
600744,2000,0.623957,0.630618,7.841858643,0.236976851,0.23698616
600745,2000,0.615923,0.62531,12.89229789,0.279342247,0.279360572
600746,2000,0.792164,0.796787,48.30871795,0.568356579,0.568360949
600747,2000,0.62524,0.641309,25.49630664,0.321396646,0.321448442
600748,2000,0.736876,0.743852,4.071529412,0.367024958,0.367034982
600749,2000,0.643997,0.664058,1.205273296,0.100257623,0.100343637
600750,2000,0.606327,0.64313,34.25590433,0.328624215,0.32901121
600751,2000,0.423633,0.503594,35.80844604,0.151785577,0.15308439
600752,2000,0.598825,0.608624,180.2122324,0.347291876,0.347311119
600753,2000,0.754597,0.759613,1.678571429,0.299308726,0.299313861
600754,2000,0.5432,0.568026,18.18220506,0.214641143,0.214767506
600755,2000,0.364502,0.378601,227.92,0.128870049,0.12891037
600756,2000,0.531428,0.542195,8.736567763,0.19372542,0.193750357
600757,2000,0.648439,0.671579,3.829880925,0.182319726,0.182432806
600758,2000,0.549591,0.570655,1.276017445,0.1152792,0.115370293
600759,2000,0.489059,0.506737,2.933339478,0.067739114,0.067802853
600760,2000,0.524295,0.53634,180.3090655,0.265393707,0.265423024
600761,2000,0.575913,0.587426,23.00358117,0.291745851,0.29177302
600762,2000,0.492263,0.536678,22.94005588,0.20445863,0.204863145
600763,2000,0.703592,0.710342,1.904000308,0.136287749,0.136297119
600764,2000,0.677994,0.695522,4.104990134,0.282522084,0.282584425
600765,2000,0.700044,0.71323,129.0301385,0.475144345,0.475179391
600766,2000,0.710033,0.71987,1.432585391,0.148315954,0.148336308
600767,2000,0.716208,0.730262,3.041850351,0.239764809,0.239806367
600768,2000,0.711628,0.736777,1.014286767,0.129034238,0.129312727
600769,2000,0.740379,0.763699,7.431403411,0.335837508,0.335949602
600770,2000,0.605926,0.646749,4.792691763,0.219909885,0.220450599
600771,2000,0.671876,0.688602,1.198942852,0.149564701,0.149625456
600772,2000,0.601963,0.619315,3.432273081,0.160812398,0.160872894
600773,2000,0.615585,0.617849,152.1209739,0.359837824,0.35983885
600774,2000,0.536541,0.54592,6.666690689,0.144109081,0.144126866
600775,2000,0.916144,0.946027,1.479728623,0.427943224,0.428129796
600776,2000,0.627739,0.630648,8.999982556,0.270464352,0.270466082
600777,2000,0.558169,0.563377,4.80133103,0.196644084,0.196649633
600778,2000,0.38257,0.394989,2.558879514,0.049514484,0.049546035
600779,2000,0.603883,0.660121,17.58957473,0.289935448,0.290591414
600780,2000,0.556708,0.59164,18.64866694,0.247037476,0.247282277
600781,2000,0.653669,0.670222,1.124997279,0.173798348,0.173855583
600782,2000,0.709347,0.728711,2.579674773,0.225104401,0.225183633
600783,2000,0.680437,0.706535,1.181144627,0.205181015,0.205333157
600784,2000,0.256699,0.266647,1.434776714,0.02032281,0.020342916
600785,2000,0.434783,0.448149,9.499897364,0.10821803,0.108254049
600786,2000,0.747814,0.836344,729.093046,0.554140262,0.555747814
600787,2000,0.596061,0.612013,720.2220874,0.352200062,0.352255621
600788,2000,0.574632,0.591151,3.999973861,0.111821996,0.111877275
600789,2000,0.574037,0.577331,2.246314282,0.184173414,0.184175596
600790,2000,0.281042,0.287938,1.634432971,0.024717892,0.024727666
600791,2000,0.559564,0.577803,1.827246402,0.117257787,0.117325171
600792,2000,0.742315,0.759348,52.36513353,0.498638122,0.498697537
600793,2000,0.685766,0.718854,2.587993724,0.27770051,0.277920712
600794,2000,0.641941,0.677846,1.674054742,0.106975773,0.10723907
600795,2000,0.780977,0.805593,1.096703439,0.222070346,0.222232539
600796,2000,0.711651,0.742231,3.505070517,0.295337296,0.295525991
600797,2000,0.566,0.577933,1.107290399,0.103371689,0.103400906
600798,2000,0.723662,0.757227,2.854042334,0.293363204,0.293619502
600799,2000,0.530972,0.538667,2.172698492,0.102013573,0.10202895
600800,2000,0.475284,0.478597,13.71217902,0.160723959,0.160726167
600801,2000,0.31013,0.319531,6.419790269,0.057103656,0.057121696
600802,2000,0.526385,0.561915,91.18905473,0.263437307,0.263695973
600803,2000,0.470094,0.483162,34.51659621,0.194658934,0.194693763
600804,2000,0.418793,0.45161,11.72477616,0.138425761,0.138644788
600805,2000,0.434496,0.449658,1.777486278,0.076447724,0.076496132
600806,2000,0.743493,0.805229,1.689337381,0.241064595,0.241901194
600807,2000,0.400715,0.440349,17.71445891,0.114024096,0.114353068
600808,2000,0.875769,0.897616,2.663033223,0.456152261,0.45625326
600809,2000,0.788718,0.805442,35.91969869,0.575332928,0.575391172
600810,2000,0.753893,0.788229,672.6457399,0.562503912,0.562744372
600811,2000,0.337144,0.353257,54.64159973,0.102293362,0.102345391
600812,2000,0.60346,0.614477,350.1216374,0.358457404,0.358481833
600813,2000,0.397265,0.431732,10.98277201,0.098813207,0.099055298
600814,2000,0.418697,0.453164,7.7805366,0.124781336,0.125023427
600815,2000,0.736625,0.770784,935.7818878,0.538248938,0.538522594
600816,2000,0.325027,0.368489,8.591137649,0.062245306,0.062678828
600817,2000,0.533954,0.558002,2.533000187,0.107342012,0.107458207
600818,2000,0.672686,0.696736,38.24419507,0.410869189,0.410985507
600819,2000,0.703156,0.710803,1.030184521,0.114141911,0.114153783
600820,2000,0.574325,0.604179,27.26468234,0.297477472,0.297698338
600821,2000,0.375468,0.410994,14.02100947,0.110728896,0.110997763
600822,2000,0.66222,0.675863,8.7503293,0.33087803,0.330916299
600823,2000,0.48828,0.495438,1.637907104,0.097251383,0.097262804
600824,2000,0.62032,0.656335,36.37540632,0.35208586,0.352368898
600825,2000,0.654683,0.665587,5.000050001,0.261248421,0.261273602
600826,2000,0.667606,0.699413,189.0509299,0.436584162,0.436794259
600827,2000,0.445626,0.471691,15.47349483,0.138277551,0.138421577
600828,2000,0.74882,0.798886,8.204441935,0.434000788,0.434512063
600829,2000,0.754585,0.811541,355.288699,0.559870594,0.560645038
600830,2000,0.397194,0.411861,5.254378924,0.070864777,0.070909352
600831,2000,0.590357,0.623352,15.68198703,0.284407494,0.284633016
600832,2000,0.712283,0.775426,6.504607688,0.305062741,0.305861203
600833,2000,0.403279,0.422748,3.803823443,0.057282706,0.057377726
600834,2000,0.764244,0.794716,7.529983083,0.413081975,0.413282268
600835,2000,0.513038,0.518425,41.0319389,0.223920996,0.223926858
600836,2000,0.605082,0.629177,12.31715263,0.278759622,0.278878123
600837,2000,-97,-97,-97,-97,-97
600838,2000,0.51731,-97,27.56328852,0.217266397,-97
600839,2000,0.554361,0.577147,64.94393316,0.287729007,0.287848219
600840,2000,0.49882,0.518034,2.036736139,0.069559283,0.069635816
600841,2000,0.537886,0.545081,37.47948164,0.253578552,0.253588949
600842,2000,0.618181,0.624454,1.320345152,0.11775416,0.117762218
600843,2000,0.534892,0.559141,12.51755428,0.216681184,0.216800349
600844,2000,0.596403,0.61976,10.95872424,0.282444633,0.282555338
600845,2000,0.611271,0.634813,41.8088418,0.327770203,0.32788318
600846,2000,0.519617,0.537154,4.585184863,0.186588397,0.186650756
600847,2000,0.561558,0.573761,1.142203354,0.151961712,0.151992206
600848,2000,0.666444,0.715899,5.884787573,0.279942441,0.280455524
600849,2000,0.515703,0.560686,22.51498611,0.206857566,0.207665886
600850,2000,0.651395,0.706053,14.5272391,0.305138885,0.305813257
600851,2000,0.44849,0.466625,1.049641072,0.050950809,0.051017951
600852,2000,0.663022,0.678532,3.499989731,0.282706145,0.282759557
600853,2000,0.679545,0.683677,35.37465625,0.414137631,0.41414105
600854,2000,0.739496,0.74773,2.079366667,0.203098014,0.203111735
600855,2000,0.563229,0.575209,5.6025625,0.139648853,0.139678363
600856,2000,0.423079,0.434923,8.124680207,0.100332785,0.100362425
600857,2000,0.409177,0.439603,5.702561579,0.076325589,0.076522764
600858,2000,0.376141,0.409815,1.581789232,0.03723829,0.037487491
600859,2000,0.503625,0.598627,150.6953743,0.24522968,0.24706016
600860,2000,0.860706,0.930759,2.746093956,0.442447321,0.443473521
600861,2000,0.556196,0.563437,6.985911482,0.179752469,0.179763059
600862,2000,0.550451,0.589045,1.374881697,0.124479578,0.124815226
600863,2000,0.839641,0.85594,4.743463779,0.412603581,0.412657406
600864,2000,0.703073,0.718325,1.053269718,0.210695204,0.210742963
600865,2000,0.357653,0.370768,15.24295972,0.090499057,0.090533992
600866,2000,0.458739,0.51842,16.49504951,0.163473076,0.164244301
600867,2000,0.514702,0.564691,31.52333851,0.238070793,0.238610974
600868,2000,0.284185,0.305752,10.47582422,0.064106994,0.064201143
600869,2000,0.75,0.756181,1.316666667,0.2481,0.248107798
600870,2000,0.633191,0.683882,19.71813875,0.340531371,0.341080918
600871,2000,0.935316,0.947796,1.256916783,0.320457578,0.320488948
600872,2000,0.327503,0.32902,2.466672504,0.028753696,0.028754168
600873,2000,0.568352,0.606606,9.883800726,0.206395225,0.206694806
600874,2000,0.880577,0.916359,2.592195988,0.457200681,0.457461629
600875,2000,0.862094,0.866597,1.319563393,0.376280051,0.376284147
600876,2000,0.919384,0.940554,1.653186867,0.446008998,0.446099989
600877,2000,0.551886,0.559225,91.31756297,0.287984527,0.287995999
600878,2000,0.500587,0.510454,1.281280597,0.090713086,0.09073263
600879,2000,0.472005,0.473851,2.156367732,0.088483596,0.088484286
600880,2000,0.526652,0.552316,2.099629286,0.109603735,0.109739676
600881,2000,0.429763,0.503561,9.528219137,0.146180717,0.147272927
600882,2000,0.483029,0.521505,142.4559445,0.222908408,0.223204923
600883,2000,0.691177,0.707775,1.333336356,0.157223346,0.157280155
600884,2000,0.49544,0.519666,12.31140829,0.176747266,0.176872639
600885,2000,0.445836,0.466669,1.500003412,0.072002024,0.072089535
600886,2000,0.6191,0.635753,27.92115599,0.332205552,0.332270174
600887,2000,0.325314,0.34885,8.212582057,0.053239736,0.053377552
600888,2000,0.720221,0.811773,11.2261547,0.393076517,0.394781201
600889,2000,0.568903,0.635668,33.83357711,0.283485191,0.28438323
600890,2000,0.551195,0.564021,43.69226226,0.268443956,0.268477617
600891,2000,0.384656,0.402628,5.194091936,0.065873173,0.065939615
600892,2000,0.56059,0.571429,2.722018602,0.107401847,0.107425433
600893,2000,0.445065,0.473552,13.87302833,0.139224155,0.139386854
600894,2000,0.781677,0.807607,2.057888336,0.327247429,0.327385068
600895,2000,0.770339,0.784732,4.923071402,0.397122874,0.397174877
600896,2000,0.479621,0.502155,11.70698616,0.152701114,0.152810985
600897,2000,0.755348,0.765967,404.0948276,0.562508042,0.562530782
600898,2000,0.219388,0.245007,4.999521106,0.022906407,0.023055051
600899,2000,0.658063,0.681543,1.260815129,0.143581506,0.143693444
1,2001,0.240706,-97,1.553158679,0.01445562,-97
2,2001,0.199141,0.259688,4.571243858,0.016870886,0.017624689
3,2001,0.175003,0.21079,1.737477649,0.009017082,0.009274735
4,2001,0.532243,0.56803,5.12347246,0.15231626,0.152573913
5,2001,0.457596,0.539946,5.530197259,0.124617104,0.126042138
6,2001,0.383078,0.39272,5.670511108,0.082168069,0.082187326
7,2001,0.439824,0.488588,6.160176396,0.112795148,0.113315289
8,2001,0.495941,0.52132,3.416563287,0.09393873,0.094068645
9,2001,0.2676,0.305066,1.043686405,0.026520275,0.026808509
10,2001,0.506377,0.560026,1.264601905,0.096409267,0.096996624
11,2001,0.715416,0.725637,5.717120496,0.36804419,0.36806514
12,2001,0.47443,0.47884,-97,0.051967547,0.051971476
13,2001,0.69587,0.747759,7.031943166,0.30433383,0.304888143
14,2001,0.487903,0.490826,2.551404601,0.099583689,0.099585427
16,2001,0.523548,0.584514,2.017795027,0.111210823,0.111975181
17,2001,0.454831,0.520756,1.536465421,0.062502607,0.063386591
18,2001,0.650638,0.665754,1.936362819,0.123562828,0.1236092
19,2001,0.640665,0.68165,10.70078465,0.342070121,0.342601848
20,2001,0.590459,0.605723,-97,0.104891186,0.104939023
21,2001,0.726329,0.738373,5.948520893,0.32547829,0.325508087
22,2001,0.594726,0.628234,204.932776,0.346182203,0.346414664
23,2001,0.676501,0.71301,246.8930422,0.445051403,0.445343802
24,2001,0.515631,0.528992,3.000009109,0.122712421,0.122749106
25,2001,0.743519,0.76963,104.0461008,0.524960449,0.525097449
26,2001,0.537837,0.547734,70.30238191,0.272998583,0.273018238
27,2001,0.582532,0.603531,46.38249853,0.305873154,0.305962959
28,2001,0.607952,0.615802,4.789480083,0.198944496,0.198957056
29,2001,0.738945,0.820258,437.9076831,0.540592331,0.541926114
30,2001,0.73439,0.739671,32.4824278,0.441662386,0.441668081
31,2001,0.649116,0.661482,17.50877914,0.35695109,0.356981765
32,2001,0.726595,0.737808,11.389396,0.419782658,0.419810925
33,2001,0.767264,0.776415,1.2,0.129416337,0.129433987
34,2001,0.712126,0.735884,1.714745113,0.247380412,0.247498219
35,2001,0.638975,0.650172,1.084320865,0.157918125,0.157945509
36,2001,0.51487,0.532619,94.70660377,0.251996672,0.252060307
37,2001,0.683535,0.699339,1.502666274,0.106692899,0.106742881
38,2001,0.726539,0.744485,2.141675938,0.136770691,0.136840117
39,2001,0.529926,0.542875,-97,0.087795896,0.087829879
40,2001,0.365435,0.393696,8.76612831,0.087946038,0.088113126
42,2001,0.713193,0.727504,7.614163777,0.401190402,0.401232057
43,2001,0.588822,0.613867,3.085751867,0.131099785,0.131235563
45,2001,0.674284,0.72172,115.393554,0.438765209,0.439233858
46,2001,0.492535,0.510297,117.5645594,0.232030969,0.232094763
47,2001,0.7228,0.736609,2.233336837,0.263959924,0.263998997
48,2001,0.709518,0.723327,1.607298284,0.192423405,0.192462478
49,2001,0.679702,0.701275,84.24034443,0.442630159,0.442730114
50,2001,0.7346,0.742975,4.699495901,0.374458271,0.374472389
55,2001,0.447674,0.458251,1.273562886,0.071418357,0.071442409
56,2001,0.481224,0.493772,1.388947687,0.064784978,0.064818784
58,2001,0.535194,0.594223,58.30567082,0.256115656,0.257132129
59,2001,0.74602,0.762864,15.311005,0.481739007,0.481796426
60,2001,0.526853,0.556407,15.99982857,0.218981931,0.219159676
61,2001,0.398278,0.443129,6.724277967,0.075583994,0.076014238
62,2001,0.553844,0.61229,20.40102588,0.276290485,0.27698274
63,2001,0.589123,0.597011,19.62526457,0.2804921,0.28050464
65,2001,0.749138,0.786803,5.146496224,0.326030522,0.326333578
66,2001,0.631142,0.677293,47.14697856,0.365854823,0.366294363
68,2001,0.715182,0.739824,1.333330214,0.172518194,0.172640819
69,2001,0.732945,0.746441,43.98781661,0.471180946,0.471218965
70,2001,0.688226,0.71607,1.189448923,0.14312017,0.143276691
78,2001,0.521959,0.540881,47.00258546,0.241201003,0.241273211
88,2001,0.809575,0.814325,92.27000704,0.618455226,0.618459806
89,2001,0.709971,0.715558,22.66410483,0.41099571,0.411002454
90,2001,0.628691,0.64126,11.22828856,0.261865627,0.261898552
96,2001,0.751549,0.785666,2.090910377,0.245558208,0.245824917
99,2001,0.690619,0.698486,381.7844779,0.467561333,0.467573929
150,2001,0.611111,0.64311,1.868820905,0.13518667,0.135399473
151,2001,0.654926,0.66125,51.50313347,0.370392383,0.370400402
153,2001,0.598,0.60827,1.022484932,0.093043453,0.09306501
155,2001,0.726441,0.741161,450.7190031,0.523316674,0.523369587
156,2001,0.549886,0.555208,2.547674111,0.116054235,0.116059946
157,2001,0.703601,0.714887,3.146427083,0.274172646,0.274198393
158,2001,0.750002,0.787097,421.4123653,0.551987135,0.552268507
159,2001,0.59253,0.603632,26.22691798,0.286430713,0.286455582
301,2001,0.715193,0.73968,19.47772524,0.394153609,0.394277411
400,2001,0.526239,0.555085,14.40219003,0.209809737,0.209980217
401,2001,0.691254,0.73636,273.6547192,0.472178207,0.472588807
402,2001,0.630802,0.695619,192.1030736,0.382905261,0.383787007
403,2001,0.480158,0.524936,8.419095312,0.170798056,0.171221605
404,2001,0.6368,0.659596,1.789601063,0.217047164,0.217153212
405,2001,0.537376,0.551487,8.882431788,0.15836803,0.158411616
406,2001,0.372835,0.386946,5.484609297,0.07292053,0.072964116
407,2001,0.4444,0.464586,1.142690252,0.058982478,0.059065331
408,2001,0.638946,0.674033,1.654825823,0.128186821,0.128471258
409,2001,0.279304,0.295648,2.857151981,0.023437156,0.023491677
410,2001,0.563313,0.618176,71.36742722,0.296307658,0.296912448
411,2001,0.600504,0.61584,1.110671827,0.090141516,0.090189875
412,2001,0.635403,0.729444,1.650573019,0.156414932,0.159389643
413,2001,0.649904,0.743945,17.72365436,0.363136871,0.366111582
415,2001,0.589864,0.604605,1.068067377,0.168869663,0.168913807
416,2001,0.327593,0.345265,32.45987553,0.088623463,0.08868658
417,2001,0.581436,0.600619,1.4118304,0.131636446,0.131713438
418,2001,0.437421,0.518194,3.906641217,0.085509743,0.086831717
419,2001,0.627605,0.699196,32.71707717,0.313910231,0.315010995
420,2001,0.435237,0.470561,24.06792756,0.152202914,0.152474691
421,2001,0.439336,0.449522,4.916227753,0.088399358,0.088420267
422,2001,0.438795,0.465565,4.8911873,0.086143728,0.086313024
423,2001,0.321739,0.401048,26.90500409,0.087959293,0.089223221
425,2001,0.496918,0.56144,5.824885246,0.132439443,0.133295746
426,2001,0.673592,0.69992,15.58311502,0.399199952,0.399340075
428,2001,0.663472,0.679824,74.66274916,0.419994667,0.420049082
429,2001,0.463256,0.479722,7.298048309,0.145730733,0.145787819
430,2001,0.528332,0.537286,3.7000108,0.1086378,0.108654226
488,2001,0.345016,0.370714,20.71579364,0.098918749,0.099056648
498,2001,0.552985,0.593579,27.73966236,0.270026636,0.270358584
501,2001,0.404995,0.415492,7.547613008,0.091634516,0.091656609
502,2001,0.507621,0.613253,1.644997125,0.101117455,0.103375397
503,2001,0.444304,0.453352,6.623804158,0.095420102,0.095436513
504,2001,0.652294,0.664591,1.082475343,0.159389416,0.159420006
505,2001,0.429018,0.439431,6.625258247,0.093539404,0.093561364
506,2001,0.29016,0.310982,3.000016607,0.037099362,0.03718767
507,2001,0.374691,0.387342,1.850786645,0.056923637,0.056959492
509,2001,0.430496,0.445538,1.789728547,0.051351058,0.051397011
510,2001,0.353651,0.375645,1.098051125,0.041498637,0.041598256
511,2001,0.414574,0.43645,5.408382534,0.073523477,0.073619907
513,2001,0.279888,0.293987,1.739012116,0.024594914,0.024641566
514,2001,0.621899,0.701918,11.18190566,0.27668257,0.277991822
515,2001,0.593925,0.608279,94.7085535,0.329072562,0.329114958
516,2001,0.499343,0.53598,1.226390354,0.081101433,0.081386164
517,2001,0.465614,0.491491,10.395119,0.133002591,0.13314971
518,2001,0.255002,0.256833,4.015539453,0.02563092,0.025631596
519,2001,0.495878,0.507033,1.563677735,0.106150557,0.106176644
520,2001,0.433408,0.457437,37.90348101,0.166082501,0.166198369
521,2001,0.336722,0.349567,12.79612234,0.089613102,0.089648526
522,2001,0.60167,0.630404,-97,0.169524171,0.169719965
523,2001,0.596452,0.606014,226.1446662,0.347326968,0.347345536
524,2001,0.636545,0.649836,2.590958862,0.239633713,0.23966951
525,2001,0.527043,0.540825,1.538136531,0.11192212,0.11196035
526,2001,0.515673,0.573186,1.498805439,0.072468183,0.073183346
527,2001,0.372896,0.421162,2.612856134,0.058147405,0.058723848
528,2001,0.642634,0.713479,214.3660925,0.402911039,0.403931092
529,2001,0.402634,0.460551,12.0969779,0.105377317,0.106054411
530,2001,0.431609,0.437026,2.98337,0.0994002,0.099406287
531,2001,0.599276,0.617426,1.925110391,0.167012559,0.167079139
532,2001,0.415044,0.450675,7.10750455,0.112818608,0.113121843
533,2001,0.554639,0.577728,1.116557934,0.114430892,0.114543342
534,2001,0.569381,0.595047,5.500014343,0.157034144,0.157166969
535,2001,0.28041,0.302771,1.179358255,0.017563611,0.017667922
536,2001,0.436572,0.444907,13.02671687,0.133418896,0.133433052
537,2001,0.515556,0.535945,23.44613786,0.225073465,0.225157801
538,2001,0.668901,0.727638,1.549003241,0.151570177,0.152265827
539,2001,0.60735,0.647283,15.20005455,0.254519406,0.254847703
540,2001,0.526205,0.557099,3.034042131,0.127732822,0.127937163
541,2001,0.273003,0.29927,12.26996315,0.057906545,0.05804508
542,2001,0.570011,0.596228,1.521634601,0.108789878,0.108932958
543,2001,0.745515,0.771732,9.833931617,0.372627431,0.372770511
544,2001,0.600716,0.612361,1.357201292,0.181963943,0.181991393
545,2001,0.498978,0.504631,1.548288751,0.081990221,0.08199672
546,2001,0.338961,0.354276,1.530003981,0.027314207,0.027361352
547,2001,0.425014,0.447725,2.989312458,0.099901057,0.100004981
548,2001,0.50606,0.536592,18.51459986,0.212281481,0.212473112
549,2001,0.363778,0.379336,2.758167632,0.056391011,0.05643996
550,2001,0.757554,0.807639,1.369361341,0.25923383,0.25974486
551,2001,0.541655,0.576192,4.886915647,0.181658402,0.181901147
552,2001,0.549611,0.574299,9.086141423,0.178008373,0.178134391
553,2001,0.305758,0.310533,27.21877163,0.075985023,0.075989659
554,2001,0.403642,0.414941,80.8451087,0.149657282,0.14968415
555,2001,0.559846,0.57983,1.338848572,0.098887435,0.09896823
556,2001,0.3409,0.371945,8.997809752,0.072871312,0.07306609
557,2001,0.364314,0.395359,1.582604227,0.031015916,0.031210695
558,2001,0.415702,0.429547,2.674762742,0.064425411,0.064466621
559,2001,0.640125,0.649067,20.7317557,0.343515993,0.343533064
560,2001,0.443452,0.457232,2.90339514,0.069567145,0.069606078
561,2001,0.365949,0.427868,6.358266882,0.092228226,0.09302828
562,2001,0.630908,0.642827,7.441697856,0.201326327,0.201355088
563,2001,0.571206,0.587974,14.19837668,0.240259365,0.240316955
564,2001,0.293403,0.306709,10.89014396,0.066397625,0.066433139
565,2001,0.527872,0.544024,23.27066717,0.246501148,0.246553996
566,2001,0.509783,0.526351,1.283119726,0.066188691,0.066244078
567,2001,0.439853,0.522226,5.29793638,0.079985647,0.081455097
568,2001,0.751037,0.770845,785.0556139,0.559742541,0.559821318
569,2001,0.709137,0.755344,18.69314796,0.388150536,0.388584062
570,2001,0.448452,0.488876,28.73514956,0.16793139,0.168320051
571,2001,0.500404,0.505812,1.336266299,0.071128428,0.07113435
572,2001,0.5486,0.561978,4.307562537,0.159175803,0.15921537
573,2001,0.318611,0.328438,2.812144793,0.043293989,0.04331333
576,2001,0.474918,0.485384,8.555099411,0.132470157,0.132493613
578,2001,0.578257,0.598567,2.064699048,0.115562651,0.115645559
581,2001,0.335414,0.336991,8.594946472,0.078874658,0.078875158
582,2001,0.694513,0.75621,1.404644343,0.242803601,0.243569769
583,2001,0.392114,0.422052,14.77957217,0.122896156,0.123084896
584,2001,0.34873,0.357184,3.376129675,0.041747605,0.041762012
585,2001,0.760926,0.82668,1.47517183,0.277367605,0.27823652
586,2001,0.487903,0.49542,10.52005833,0.129475093,0.129486848
587,2001,0.544864,0.566896,4.752646653,0.176490751,0.176590319
589,2001,0.518771,0.540703,166.1779081,0.26012065,0.260217517
590,2001,0.547253,0.559544,1.041525164,0.094146593,0.094177548
591,2001,0.672765,0.68891,46.46512623,0.424711735,0.424764709
592,2001,0.425605,0.435601,1.7290109,0.057472703,0.057492768
593,2001,0.492576,0.496597,3.337188612,0.093652406,0.09365565
594,2001,0.655482,0.6679,1.938386424,0.159023201,0.159054646
595,2001,0.615637,0.61944,4.642625947,0.239138294,0.2391412
596,2001,0.678451,0.701614,91.99079498,0.435136551,0.435244412
597,2001,0.618953,0.664949,58.49756573,0.361051712,0.361489824
598,2001,0.502013,0.520703,15.3933955,0.194050295,0.194120739
599,2001,0.519418,0.552548,16.54511824,0.22990055,0.230120469
600,2001,0.539709,0.553991,1.517497682,0.117901807,0.11794438
601,2001,0.26913,0.276374,3.546923798,0.036093308,0.036104853
602,2001,0.495733,0.509546,1.418439439,0.063581643,0.063620026
