股票代码,年度,股票简称,公司中文全称,公司英文全称,CSRC行业分类,GICS行业分类,公司注册地,证券交易所,中小企业板标示,交易状态
'000792,2007,盐湖钾肥,青海盐湖钾肥股份有限公司,"QINGHAI SALT LAKE POTASH CO.,LTD.",C43,151010,NA,SZ,0,0
'000792,2008,盐湖钾肥,青海盐湖钾肥股份有限公司,"QINGHAI SALT LAKE POTASH CO.,LTD.",C43,151010,NA,SZ,0,0
'000792,2009,盐湖钾肥,青海盐湖钾肥股份有限公司,NA,C43,151010,NA,SZ,0,0
'000792,2011,盐湖钾肥,青海盐湖钾肥股份有限公司,NA,C43,151010,NA,SZ,0,0
'000793,2002,燃气股份,海南民生燃气（集团）股份有限公司,HAINAN MINSHENG GAS CORPORATION,M,201050,海南省海口市海甸四东路民生大厦,SZ,0,0
'000793,2003,燃气股份,海南民生燃气（集团）股份有限公司,HAINAN MINSHENG GAS CORPORATION,M,201050,海南省海口市海甸四东路民生大厦,SZ,0,0
'000793,2004,燃气股份,海南民生燃气（集团）股份有限公司,HAINAN MINSHENG GAS CORPORATION,M,201050,海南省海口市海甸四东路民生大厦,SZ,0,0
'000793,2005,燃气股份,海南民生燃气（集团）股份有限公司,HAINAN MINSHENG GAS CORPORATION,M,201050,海南省海口市海甸四东路民生大厦,SZ,0,0
'000793,2006,华闻传媒,华闻传媒投资股份有限公司,Huawen Media Investment Corporation,M,201050,NA,SZ,0,0
'000793,2007,华闻传媒,华闻传媒投资集团股份有限公司,Huawen Media Investment Corporation,M,254010,NA,SZ,0,0
'000793,2009,华闻传媒,华闻传媒投资集团股份有限公司,NA,M,254010,NA,SZ,0,0
'000793,2011,华闻传媒,华闻传媒投资集团股份有限公司,NA,L01,254010,NA,SZ,0,0
'000795,2002,太原刚玉,太原双塔刚玉股份有限公司,TAIYUAN TWIN TOWER ALUMINUM OXIDE CO.LTD.,C61,151040,山西省太原市郝庄正街62号,SZ,0,0
'000795,2003,太原刚玉,太原双塔刚玉股份有限公司,TAIYUAN TWIN TOWER ALUMINUM OXIDE CO.LTD.,C61,151040,山西省太原市郝庄正街62号,SZ,0,0
'000795,2004,太原刚玉,太原双塔刚玉股份有限公司,TAIYUAN TWIN TOWER ALUMINUM OXIDE CO.LTD.,C61,151040,山西省太原市郝庄正街62号,SZ,0,0
'000795,2006,太原刚玉,太原双塔刚玉股份有限公司,TAIYUAN TWIN TOWER ALUMINUM OXIDE CO.LTD.,C61,151040,NA,SZ,0,0
'000795,2007,太原刚玉,太原双塔刚玉股份有限公司,TAIYUAN TWIN TOWER ALUMINUM OXIDE CO.LTD.,C61,151040,NA,SZ,0,0
'000795,2009,太原刚玉,太原双塔刚玉股份有限公司,NA,C61,151040,NA,SZ,0,0
'000795,2011,太原刚玉,太原双塔刚玉股份有限公司,NA,C61,151040,NA,SZ,0,0
'000796,2003,宝商集团,宝鸡商场（集团）股份有限公司,"BBAOJI DEPARTMENT STORE (GROUP) CO.,LTD",H,255030,陕西省宝鸡市高新开发区峪泉路10号,SZ,0,0
'000796,2004,宝商集团,宝鸡商场（集团）股份有限公司,"BBAOJI DEPARTMENT STORE (GROUP) CO.,LTD",H,255030,陕西省宝鸡市高新开发区峪泉路10号,SZ,0,0
'000796,2005,宝商集团,宝鸡商场（集团）股份有限公司,"BBAOJI DEPARTMENT STORE (GROUP) CO.,LTD",H,255030,陕西省宝鸡市渭滨区经二路114 号,SZ,0,0
'000796,2006,宝商集团,宝鸡商场（集团）股份有限公司,"BBAOJI DEPARTMENT STORE (GROUP) CO.,LTD",H,255030,NA,SZ,0,0
'000796,2007,宝商集团,宝鸡商场（集团）股份有限公司,"BBAOJI DEPARTMENT STORE (GROUP) CO.,LTD",H,255030,NA,SZ,0,0
'000796,2011,易食股份,易食集团股份有限公司,NA,C03,302020,NA,SZ,0,0
'000797,2002,中国武夷,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD.",E01,404030,福建省福州市五四路89号置地广场33层,SZ,0,0
'000797,2003,中国武夷,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD.",E01,404030,福建省福州市五四路89号置地广场33层,SZ,0,0
'000797,2004,中国武夷,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD.",E01,404030,福建省福州市五四路89号置地广场33层,SZ,0,0
'000797,2005,中国武夷,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD.",E01,404030,福建省福州市五四路89号置地广场33层,SZ,0,0
'000797,2006,中国武夷,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD.",E01,404030,NA,SZ,0,0
'000797,2007,中国武夷,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD.",E01,404030,NA,SZ,0,0
'000797,2008,中国武夷,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD.",E01,404030,NA,SZ,0,0
'000797,2009,中国武夷,中国武夷实业股份有限公司,NA,E01,404030,NA,SZ,0,0
'000797,2010,中国武夷,中国武夷实业股份有限公司,NA,J01,404030,NA,SZ,0,0
'000798,2002,中水渔业,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERY CO.,LTD.",A07,302020,北京西城区金融街23号平安大厦,SZ,0,0
'000798,2003,中水渔业,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERY CO.,LTD.",A07,302020,北京西城区金融街23号平安大厦,SZ,0,0
'000798,2004,中水渔业,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERY CO.,LTD.",A07,302020,北京西城区金融街23号平安大厦,SZ,0,0
'000798,2006,中水渔业,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERY CO.,LTD.",A07,302020,NA,SZ,0,0
'000798,2007,中水渔业,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERY CO.,LTD.",A07,302020,NA,SZ,0,0
'000798,2008,中水渔业,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERY CO.,LTD.",A07,302020,NA,SZ,0,0
'000798,2009,中水渔业,中水集团远洋股份有限公司,NA,A07,302020,NA,SZ,0,0
'000798,2011,中水渔业,中水集团远洋股份有限公司,NA,A07,302020,NA,SZ,0,0
'000799,2002,湘酒鬼,湖南酒鬼酒股份有限公司,JIUGUIJIU COMPANY LIMITED,C0,302010,湖南省吉首市振武营,SZ,0,0
'000799,2003,ST酒鬼,酒鬼酒股份有限公司,JIUGUIJIU COMPANY LIMITED,C0,302010,湖南省吉首市振武营,SZ,0,1
'000799,2004,ST酒鬼,酒鬼酒股份有限公司,JIUGUIJIU COMPANY LIMITED,C0,302010,湖南省吉首市振武营,SZ,0,1
'000799,2005,酒鬼酒,酒鬼酒股份有限公司,JIUGUIJIU COMPANY LIMITED,C0,302010,湖南省吉首市振武营,SZ,0,0
'000799,2008,酒鬼酒,酒鬼酒股份有限公司,JIUGUIJIU COMPANY LIMITED,C0,302010,NA,SZ,0,0
'000799,2009,酒鬼酒,酒鬼酒股份有限公司,NA,C0,302010,NA,SZ,0,0
'000799,2010,酒鬼酒,酒鬼酒股份有限公司,NA,C0,302010,NA,SZ,0,0
'000800,2002,一汽轿车,一汽轿车股份有限公司,"FAW CAR CO.,LTD.",C75,251020,吉林省长春市高新开发区汽车研究开发园区,SZ,0,0
'000800,2003,一汽轿车,一汽轿车股份有限公司,"FAW CAR CO.,LTD.",C75,251020,吉林省长春市高新开发区汽车研究开发园区,SZ,0,0
'000800,2004,一汽轿车,一汽轿车股份有限公司,"FAW CAR CO.,LTD.",C75,251020,吉林省长春市高新开发区汽车研究开发园区,SZ,0,0
'000800,2005,G轿车,一汽轿车股份有限公司,"FAW CAR CO.,LTD.",C75,251020,吉林省长春市高新开发区汽车研究开发园区,SZ,0,0
'000800,2006,一汽轿车,一汽轿车股份有限公司,"FAW CAR CO.,LTD.",C75,251020,NA,SZ,0,0
'000800,2007,一汽轿车,一汽轿车股份有限公司,"FAW CAR CO.,LTD.",C75,251020,NA,SZ,0,0
'000800,2008,一汽轿车,一汽轿车股份有限公司,"FAW CAR CO.,LTD.",C75,251020,NA,SZ,0,0
'000800,2009,一汽轿车,一汽轿车股份有限公司,NA,C75,251020,NA,SZ,0,0
'000800,2010,一汽轿车,一汽轿车股份有限公司,NA,C75,251020,NA,SZ,0,0
'000801,2002,ST湖山,四川湖山电子股份有限公司,"MIAN YANG HUSHAN ELECTRONIC HOLDING  CO.,LTD.",C55,252010,四川省绵阳市游仙经济试验区中经路36号,SZ,0,1
'000801,2003,*ST湖山,四川湖山电子股份有限公司,"MIAN YANG HUSHAN ELECTRONIC HOLDING  CO.,LTD.",C55,252010,四川省绵阳市游仙经济试验区中经路36号,SZ,0,1
'000801,2004,ST湖山,四川湖山电子股份有限公司,"MIAN YANG HUSHAN ELECTRONIC HOLDING  CO.,LTD.",C55,252010,四川省绵阳市游仙经济试验区中经路36号,SZ,0,1
'000801,2005,ST湖山,四川湖山电子股份有限公司,"MIAN YANG HUSHAN ELECTRONIC HOLDING  CO.,LTD.",C55,252010,四川省绵阳市游仙经济试验区中经路36号,SZ,0,1
'000801,2006,四川湖山,四川湖山电子股份有限公司,"MIAN YANG HUSHAN ELECTRONIC HOLDING CO.,LTD.",C55,252010,NA,SZ,0,0
'000801,2007,四川湖山,四川湖山电子股份有限公司,"MIAN YANG HUSHAN ELECTRONIC HOLDING CO.,LTD.",C55,252010,NA,SZ,0,0
'000801,2009,四川湖山,四川湖山电子股份有限公司,NA,C55,252010,NA,SZ,0,0
'000801,2011,四川九洲,四川九洲电器股份有限公司,NA,C55,252010,NA,SZ,0,0
'000802,2002,京西旅游,北京京西风光旅游开发股份有限公司,"BEIJING JINGXI TOURISM DEVELOPMENT CO.,LTD.",K34,253010,北京市门头沟区新桥大街35号,SZ,0,0
'000802,2003,ST京西,北京京西风光旅游开发股份有限公司,"BEIJING JINGXI TOURISM DEVELOPMENT CO.,LTD.",K34,253010,北京市门头沟区新桥大街35号,SZ,0,1
'000802,2004,ST京西,北京京西风光旅游开发股份有限公司,"BEIJING JINGXI TOURISM DEVELOPMENT CO.,LTD.",K34,253010,北京市门头沟区新桥大街35号,SZ,0,1
'000802,2005,ST京西,北京京西风光旅游开发股份有限公司,"BEIJING JINGXI TOURISM DEVELOPMENT CO.,LTD.",K34,253010,北京市门头沟区新桥大街35号,SZ,0,1
'000802,2006,北京旅游,北京京西风光旅游开发股份有限公司,"BEIJING JINGXI TOURISM DEVELOPMENT CO.,LTD.",K34,253010,NA,SZ,0,0
'000802,2007,北京旅游,北京京西风光旅游开发股份有限公司,"BEIJING JINGXI TOURISM DEVELOPMENT CO.,LTD.",K34,253010,NA,SZ,0,0
'000802,2008,北京旅游,北京京西风光旅游开发股份有限公司,"BEIJING JINGXI TOURISM DEVELOPMENT CO.,LTD.",K34,253010,NA,SZ,0,0
'000802,2009,北京旅游,北京京西风光旅游开发股份有限公司,NA,K34,253010,NA,SZ,0,0
'000802,2011,北京旅游,北京京西风光旅游开发股份有限公司,NA,K34,253010,NA,SZ,0,0
'000803,2002,美亚股份,四川美亚丝绸(集团)股份有限公司,"SICHUAN MEIYA SILK (GROUP) CO.,LTD.",C1,252030,四川省南充市顺庆区延安路380号,SZ,0,0
'000803,2003,美亚股份,四川美亚丝绸(集团)股份有限公司,"SICHUAN MEIYA SILK (GROUP) CO.,LTD.",C1,252030,四川省南充市顺庆区延安路380号,SZ,0,0
'000803,2004,金宇车城,四川金宇汽车城（集团）股份有限公司,"SI CHUAN JINYUAUTOMOBILE CITY （GROUP）CO.,LTQ（JYCC）",C1,252030,四川省南充市顺庆区延安路380号,SZ,0,0
'000803,2005,金宇车城,四川金宇汽车城（集团）股份有限公司,"SI CHUAN JINYUAUTOMOBILE CITY （GROUP）CO.,LTQ（JYCC）",C1,252030,四川省南充市顺庆区延安路380号,SZ,0,0
'000803,2006,金宇车城,四川金宇汽车城（集团）股份有限公司,"SI CHUAN JINYU AUTOMOBILE CITY（GROUP）CO.,LTD.",C1,252030,NA,SZ,0,0
'000803,2007,金宇车城,四川金宇汽车城（集团）股份有限公司,"SI CHUAN JINYU AUTOMOBILE CITY（GROUP）CO.,LTD.",C1,252030,NA,SZ,0,0
'000803,2008,金宇车城,四川金宇汽车城（集团）股份有限公司,"SI CHUAN JINYU AUTOMOBILE CITY（GROUP）CO.,LTD.",C1,252030,NA,SZ,0,0
'000803,2009,金宇车城,四川金宇汽车城（集团）股份有限公司,NA,C1,252030,NA,SZ,0,0
'000803,2010,金宇车城,四川金宇汽车城（集团）股份有限公司,NA,C1,252030,NA,SZ,0,0
'000805,2003,炎黄物流,江苏炎黄在线股份有限公司,JIANGSU CHINESE ONLINE LOGISTICS CO. LTD.,G87,451020,江苏省常州市新区河海路96号,SZ,0,0
'000805,2004,ST炎黄,江苏炎黄在线股份有限公司,JIANGSU CHINESE ONLINE LOGISTICS CO. LTD.,G87,451020,江苏省常州市新区河海路96号,SZ,0,1
'000805,2005,*ST炎黄,江苏炎黄在线股份有限公司,JIANGSU CHINESE ONLINE LOGISTICS CO. LTD.,G87,451020,江苏省常州市新区河海路96号,SZ,0,1
'000805,2006,S*ST炎黄,江苏炎黄在线股份有限公司,JIANGSU CHINESE ONLINE LOGISTICS CO. LTD.,G87,451020,NA,SZ,0,2
'000805,2007,S*ST炎黄,江苏炎黄在线股份有限公司,JIANGSU CHINESE ONLINE LOGISTICS CO. LTD.,G87,451020,NA,SZ,0,2
'000805,2009,*ST炎黄,江苏炎黄在线股份有限公司,NA,G87,451020,NA,SZ,0,2
'000805,2010,*ST炎黄,江苏炎黄在线股份有限公司,NA,G87,451020,NA,SZ,0,2
'000806,2003,银河科技,北海银河高科技产业股份有限公司,"BEIHAI YINHE HI-TECH  INDUSTRIAL   CO.,LTD.",C76,201040,广西北海市广东南路银河科技大厦八楼,SZ,0,0
'000806,2004,银河科技,北海银河高科技产业股份有限公司,"BEIHAI YINHE HI-TECH  INDUSTRIAL   CO.,LTD.",C76,201040,广西北海市广东南路银河科技大厦八楼,SZ,0,0
'000806,2005,G银河,北海银河高科技产业股份有限公司,"BEIHAI YINHE HI-TECH  INDUSTRIAL   CO.,LTD.",C76,201040,广西北海市广东南路银河科技大厦八楼,SZ,0,0
'000806,2006,银河科技,北海银河高科技产业股份有限公司,"BEIHAI YINHE HI-TECH INDUSTRIAL CO.,LTD.",C76,201040,NA,SZ,0,0
'000806,2007,银河科技,北海银河高科技产业股份有限公司,"BEIHAI YINHE HI-TECH INDUSTRIAL CO.,LTD.",C76,201040,NA,SZ,0,0
'000806,2008,银河科技,北海银河高科技产业股份有限公司,"BEIHAI YINHE HI-TECH INDUSTRIAL CO.,LTD.",C76,201040,NA,SZ,0,0
'000806,2009,银河科技,北海银河高科技产业股份有限公司,NA,C76,201040,NA,SZ,0,0
'000806,2010,银河科技,北海银河高科技产业股份有限公司,NA,C76,201040,NA,SZ,0,0
'000807,2003,云铝股份,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD.",C67,151040,云南省昆明市呈贡县七甸乡,SZ,0,0
'000807,2004,云铝股份,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD.",C67,151040,云南省昆明市呈贡县七甸乡,SZ,0,0
'000807,2005,云铝股份,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD.",C67,151040,云南省昆明市呈贡县七甸乡,SZ,0,0
'000807,2006,云铝股份,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD.",C67,151040,NA,SZ,0,0
'000807,2007,云铝股份,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD.",C67,151040,NA,SZ,0,0
'000807,2008,云铝股份,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD.",C67,151040,NA,SZ,0,0
'000807,2009,云铝股份,云南铝业股份有限公司,NA,C67,151040,NA,SZ,0,0
'000807,2010,云铝股份,云南铝业股份有限公司,NA,C67,151040,NA,SZ,0,0
'000809,2002,第一纺织,四川第一纺织股份有限公司,"SICHUAN JOINT-WIT MEDICAL & PHARMACEUTICAL INDUSTRY CO., LTD",C11,352020,成都高新技术产业开发区西部园区基地A-215,SZ,0,0
'000809,2003,ST一纺,四川第一纺织股份有限公司,"SICHUAN JOINT-WIT MEDICAL & PHARMACEUTICAL INDUSTRY CO., LTD",C11,352020,成都高新技术产业开发区西部园区基地A-215,SZ,0,1
'000809,2005,中汇医药,四川中汇医药(集团)股份有限公司,"SICHUAN JOINT-WIT MEDICAL & PHARMACEUTICAL INDUSTRY CO., LTD",C11,352020,成都高新技术产业开发区西部园区基地A-215,SZ,0,0
'000809,2006,中汇医药,四川中汇医药（集团）股份有限公司,"SICHUAN JOINT-WIT MEDICAL & PHARMACEUTICAL INDUSTRY CO., LTD",C11,352020,NA,SZ,0,0
'000809,2008,中汇医药,四川中汇医药（集团）股份有限公司,"SICHUAN JOINT-WIT MEDICAL & PHARMACEUTICAL INDUSTRY CO., LTD",C11,352020,NA,SZ,0,0
'000809,2009,中汇医药,四川中汇医药（集团）股份有限公司,NA,C11,352020,NA,SZ,0,0
'000809,2011,中汇医药,四川中汇医药（集团）股份有限公司,NA,C8,352020,NA,SZ,0,0
'000810,2002,华润锦华,华润锦华股份有限公司,"CHINA  RESOURCES  JINHUA  CO.,LTD.",C11,252030,四川省遂宁市遂州中路309号,SZ,0,0
'000810,2003,华润锦华,华润锦华股份有限公司,"CHINA  RESOURCES  JINHUA  CO.,LTD.",C11,252030,四川省遂宁市遂州中路309号,SZ,0,0
'000810,2004,华润锦华,华润锦华股份有限公司,"CHINA  RESOURCES  JINHUA  CO.,LTD.",C11,252030,四川省遂宁市遂州中路309号,SZ,0,0
'000810,2005,华润锦华,华润锦华股份有限公司,"CHINA  RESOURCES  JINHUA  CO.,LTD.",C11,252030,四川省遂宁市遂州中路309号,SZ,0,0
'000810,2006,华润锦华,华润锦华股份有限公司,"CHINA RESOURCES JINHUA CO.,LTD.",C11,252030,NA,SZ,0,0
'000810,2007,华润锦华,华润锦华股份有限公司,"CHINA RESOURCES JINHUA CO.,LTD.",C11,252030,NA,SZ,0,0
'000810,2008,华润锦华,华润锦华股份有限公司,"CHINA RESOURCES JINHUA CO.,LTD.",C11,252030,NA,SZ,0,0
'000810,2009,华润锦华,华润锦华股份有限公司,NA,C11,252030,NA,SZ,0,0
'000810,2011,华润锦华,华润锦华股份有限公司,NA,C11,252030,NA,SZ,0,0
'000811,2002,烟台冰轮,烟台冰轮股份有限公司,"YANTAI MOON CO.,LTD.",C71,201060,山东省烟台市芝罘区西山路80号,SZ,0,0
'000811,2003,烟台冰轮,烟台冰轮股份有限公司,"YANTAI MOON CO.,LTD.",C71,201060,山东省烟台市芝罘区西山路80号,SZ,0,0
'000811,2004,烟台冰轮,烟台冰轮股份有限公司,"YANTAI MOON CO.,LTD.",C71,201060,山东省烟台市芝罘区西山路80号,SZ,0,0
'000811,2005,烟台冰轮,烟台冰轮股份有限公司,"YANTAI MOON CO.,LTD.",C71,201060,山东省烟台市芝罘区西山路80号,SZ,0,0
'000811,2006,烟台冰轮,烟台冰轮股份有限公司,"YANTAI MOON CO.,LTD.",C71,201060,NA,SZ,0,0
'000811,2007,烟台冰轮,烟台冰轮股份有限公司,"YANTAI MOON CO.,LTD.",C71,201060,NA,SZ,0,0
'000811,2009,烟台冰轮,烟台冰轮股份有限公司,NA,C71,201060,NA,SZ,0,0
'000811,2010,烟台冰轮,烟台冰轮股份有限公司,NA,C71,201060,NA,SZ,0,0
'000812,2002,陕西金叶,陕西金叶科教集团股份有限公司,"SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION CO.,LTD GROUP",C35,202010,西安市高新技术产业开发区（西区）高新三路9号,SZ,0,0
'000812,2003,陕西金叶,陕西金叶科教集团股份有限公司,"SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION CO.,LTD GROUP",C35,202010,西安市高新技术产业开发区（西区）高新三路9号,SZ,0,0
'000812,2004,陕西金叶,陕西金叶科教集团股份有限公司,"SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION CO.,LTD GROUP",C35,202010,西安市高新技术产业开发区（西区）高新三路9号,SZ,0,0
'000812,2005,陕西金叶,陕西金叶科教集团股份有限公司,"SHAAN XI JIN YE SCIENCE AND EDUCATION CO.,LTD GROUP",C35,202010,西安市高新技术产业开发区,SZ,0,0
'000812,2006,陕西金叶,陕西金叶科教集团股份有限公司,"SHAAN XI JIN YE SCIENCE AND EDUCATION CO.,LTD GROUP",C35,202010,NA,SZ,0,0
'000812,2007,陕西金叶,陕西金叶科教集团股份有限公司,"SHAAN XI JIN YE SCIENCE AND EDUCATION CO.,LTD GROUP",C35,202010,NA,SZ,0,0
'000812,2008,陕西金叶,陕西金叶科教集团股份有限公司,"SHAAN XI JIN YE SCIENCE AND EDUCATION CO.,LTD GROUP",C35,202010,NA,SZ,0,0
'000812,2009,陕西金叶,陕西金叶科教集团股份有限公司,NA,C35,202010,NA,SZ,0,0
'000812,2011,陕西金叶,陕西金叶科教集团股份有限公司,NA,C35,202010,NA,SZ,0,0
'000813,2002,天山纺织,新疆天山毛纺织股份有限公司,"XINJIANG TIANSHAN WOLLEN TEXTILES CO.,LTD.",C11,252030,新疆维吾尔自治区乌鲁木齐银川路1号,SZ,0,0
'000813,2003,天山纺织,新疆天山毛纺织股份有限公司,"XINJIANG TIANSHAN WOLLEN TEXTILES CO.,LTD.",C11,252030,新疆维吾尔自治区乌鲁木齐银川路1号,SZ,0,0
'000813,2004,*ST天纺,新疆天山毛纺织股份有限公司,"XINJIANG TIANSHAN WOLLEN TEXTILES CO.,LTD.",C11,252030,新疆维吾尔自治区乌鲁木齐银川路1号,SZ,0,1
'000813,2005,*ST天纺,新疆天山毛纺织股份有限公司,"XINJIANG TIANSHAN WOLLEN TEXTILES CO.,LTD.",C11,252030,新疆维吾尔自治区乌鲁木齐银川路1号,SZ,0,1
'000815,2002,美利纸业,宁夏美利纸业股份有限公司,NINGXIA MEILI PAPER INDUSTRY CO.LTD.,C31,151050,宁夏回族自治区银川市,SZ,0,0
'000815,2003,美利纸业,宁夏美利纸业股份有限公司,NINGXIA MEILI PAPER INDUSTRY CO.LTD.,C31,151050,宁夏回族自治区银川市,SZ,0,0
'000815,2004,美利纸业,宁夏美利纸业股份有限公司,NINGXIA MEILI PAPER INDUSTRY CO.LTD.,C31,151050,宁夏回族自治区银川市,SZ,0,0
'000815,2005,G美利,宁夏美利纸业股份有限公司,NINGXIA MEILI PAPER INDUSTRY CO.LTD.,C31,151050,宁夏回族自治区中卫市城区柔远镇,SZ,0,0
'000815,2006,美利纸业,宁夏美利纸业股份有限公司,NINGXIA MEILI PAPER INDUSTRY CO.LTD.,C31,151050,NA,SZ,0,0
'000815,2007,美利纸业,中冶美利纸业股份有限公司,"Ningxia Meili Paper Industry Co.,Ltd",C31,151050,NA,SZ,0,0
'000815,2009,美利纸业,中冶美利纸业股份有限公司,NA,C31,151050,NA,SZ,0,0
'000815,2011,美利纸业,中冶美利纸业股份有限公司,NA,C31,151050,NA,SZ,0,0
'000816,2002,江淮动力,江苏江淮动力股份有限公司,"JIANGUS JIANGHUAI ENGINE CO.,LTD.",C71,201060,江苏省盐城市环城西路213号,SZ,0,0
'000816,2003,江淮动力,江苏江淮动力股份有限公司,"JIANGUS JIANGHUAI ENGINE CO.,LTD.",C71,201060,江苏省盐城市环城西路213号,SZ,0,0
'000816,2004,ST江力,江苏江淮动力股份有限公司,"JIANGUS JIANGHUAI ENGINE CO.,LTD.",C71,201060,江苏省盐城市环城西路213号,SZ,0,1
'000816,2005,江淮动力,江苏江淮动力股份有限公司,"JIANGUS JIANGHUAI ENGINE CO.,LTD.",C71,201060,江苏省盐城市环城西路213号,SZ,0,0
'000816,2006,江淮动力,江苏江淮动力股份有限公司,"JIANGUS JIANGHUAI ENGINE CO.,LTD.",C71,201060,NA,SZ,0,0
'000816,2007,江淮动力,江苏江淮动力股份有限公司,"JIANGUS JIANGHUAI ENGINE CO.,LTD.",C71,201060,NA,SZ,0,0
'000816,2009,江淮动力,江苏江淮动力股份有限公司,NA,C71,201060,NA,SZ,0,0
'000816,2011,江淮动力,江苏江淮动力股份有限公司,NA,C71,201060,NA,SZ,0,0
'000817,2002,辽河油田,辽河金马油田股份有限公司,LIAOHE JINMA OILFIELD COMPANY LIMITED,B,101020,辽宁省盘锦市兴隆台区振兴街,SZ,0,0
'000817,2003,辽河油田,辽河金马油田股份有限公司,LIAOHE JINMA OILFIELD COMPANY LIMITED,B,101020,辽宁省盘锦市兴隆台区振兴街,SZ,0,0
'000817,2004,辽河油田,辽河金马油田股份有限公司,LIAOHE JINMA OILFIELD COMPANY LIMITED,B,101020,辽宁省盘锦市兴隆台区振兴街,SZ,0,0
'000818,2002,锦化氯碱,锦化化工集团氯碱股份有限公司,JIN HUA GROUP CHLOR-ALKALI CO. LTD,C43,151010,辽宁省葫芦岛市连山区化工街,SZ,0,0
'000818,2003,锦化氯碱,锦化化工集团氯碱股份有限公司,JIN HUA GROUP CHLOR-ALKALI CO. LTD,C43,151010,辽宁省葫芦岛市连山区化工街,SZ,0,0
'000818,2004,锦化氯碱,锦化化工集团氯碱股份有限公司,JIN HUA GROUP CHLOR-ALKALI CO. LTD,C43,151010,辽宁省葫芦岛市连山区化工街,SZ,0,0
'000818,2005,G锦化,锦化化工集团氯碱股份有限公司,JIN HUA GROUP CHLOR-ALKALI CO. LTD,C43,151010,辽宁省葫芦岛市连山区化工街,SZ,0,0
'000818,2006,锦化氯碱,锦化化工集团氯碱股份有限公司,JIN HUA GROUP CHLOR-ALKALI CO. LTD,C43,151010,NA,SZ,0,0
'000818,2007,锦化氯碱,锦化化工集团氯碱股份有限公司,JIN HUA GROUP CHLOR-ALKALI CO. LTD,C43,151010,NA,SZ,0,0
'000818,2008,锦化氯碱,锦化化工集团氯碱股份有限公司,JIN HUA GROUP CHLOR-ALKALI CO. LTD,C43,151010,NA,SZ,0,0
'000818,2009,*ST锦化,锦化化工集团氯碱股份有限公司,NA,C43,151010,NA,SZ,0,1
'000818,2010,*ST锦化,锦化化工集团氯碱股份有限公司,NA,C43,151010,NA,SZ,0,1
'000819,2002,岳阳兴长,岳阳兴长石化股份有限公司,"YUEYANG XINGCHANG PETRO－CHEMICAL CO.,LTD.",C41,151010,湖南省岳阳市云溪区,SZ,0,0
'000819,2003,岳阳兴长,岳阳兴长石化股份有限公司,"YUEYANG XINGCHANG PETRO－CHEMICAL CO.,LTD.",C41,151010,湖南省岳阳市云溪区,SZ,0,0
'000819,2004,岳阳兴长,岳阳兴长石化股份有限公司,"YUEYANG XINGCHANG PETRO－CHEMICAL CO.,LTD.",C41,151010,湖南省岳阳市云溪区,SZ,0,0
'000819,2005,岳阳兴长,岳阳兴长石化股份有限公司,"YUEYANG XINGCHANG PETRO－CHEMICAL CO.,LTD.",C41,151010,湖南省岳阳市云溪区,SZ,0,0
'000819,2006,岳阳兴长,岳阳兴长石化股份有限公司,NA,C41,151010,NA,SZ,0,0
'000819,2007,岳阳兴长,岳阳兴长石化股份有限公司,"YUEYANG XINGCHANG PETRO－CHEMICAL CO.,LTD.",C41,151010,NA,SZ,0,0
'000819,2008,岳阳兴长,岳阳兴长石化股份有限公司,"YUEYANG XINGCHANG PETRO－CHEMICAL CO.,LTD.",C41,151010,NA,SZ,0,0
'000819,2009,岳阳兴长,岳阳兴长石化股份有限公司,NA,C41,151010,NA,SZ,0,0
'000819,2011,岳阳兴长,岳阳兴长石化股份有限公司,NA,C41,151010,NA,SZ,0,0
'000820,2002,金城股份,金城造纸股份有限公司,"JINCHENG PAPER CO.,LTD.",C31,151050,辽宁省凌海市金城街,SZ,0,0
'000820,2003,金城股份,金城造纸股份有限公司,"JINCHENG PAPER CO.,LTD.",C31,151050,辽宁省凌海市金城街,SZ,0,0
